"metric","value","direction","denominator","units","notes","dataset_key","method_id","method","split_id","dataset","metric_label"
"residual_run_order_gam_mean_deviance",0.0854303715624451,"lower",5000,"proportion","","simulation","tiger","TIGER","SPLIT10","Simulation","Residual GAM deviance"
"heldout_qc_cv_mean",12.4071627835236,"lower",1000,"percent","","simulation","serrf","SERRF","SPLIT10","Simulation","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0999755994035278,"lower",5000,"proportion","","simulation","serrf","SERRF","SPLIT10","Simulation","Residual GAM deviance"
"heldout_qc_cv_mean",8.56605563089197,"lower",1000,"percent","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT10","Simulation","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0190533120268254,"lower",5000,"proportion","","simulation","winn_auto_qc","WiNN auto (QC)","SPLIT10","Simulation","Residual GAM deviance"
"heldout_qc_cv_mean",12.8018349232605,"lower",1000,"percent","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT10","Simulation","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.138880365197058,"lower",5000,"proportion","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT10","Simulation","Residual GAM deviance"
"heldout_qc_cv_mean",8.5683853552475,"lower",1000,"percent","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT10","Simulation","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.020259360410254,"lower",5000,"proportion","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT10","Simulation","Residual GAM deviance"
"heldout_qc_cv_mean",29.6534024718149,"lower",2488,"percent","","mtbls79","raw","Raw","SPLIT01","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.14171601494383,"lower",19904,"proportion","","mtbls79","raw","Raw","SPLIT01","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",16.902080047069,"lower",2488,"percent","","mtbls79","combat","ComBat","SPLIT01","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141715985886593,"lower",19904,"proportion","","mtbls79","combat","ComBat","SPLIT01","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",331.463127380563,"lower",2488,"percent","","mtbls79","qc_rlsc","QC-RLSC","SPLIT01","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.127623623055347,"lower",19904,"proportion","","mtbls79","qc_rlsc","QC-RLSC","SPLIT01","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",10.7447470772645,"lower",2488,"percent","","mtbls79","qc_rfsc","QC-RFSC","SPLIT01","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.156451413525945,"lower",19904,"proportion","","mtbls79","qc_rfsc","QC-RFSC","SPLIT01","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",14.2117474656413,"lower",2488,"percent","","mtbls79","tiger","TIGER","SPLIT01","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141733290117945,"lower",19904,"proportion","","mtbls79","tiger","TIGER","SPLIT01","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.9936070159453,"lower",2488,"percent","","mtbls79","serrf","SERRF","SPLIT01","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141716005240362,"lower",19904,"proportion","","mtbls79","serrf","SERRF","SPLIT01","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.0159799703367,"lower",2488,"percent","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT01","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.139628713324085,"lower",19904,"proportion","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT01","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.5936040205603,"lower",2488,"percent","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT01","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.14407744894442,"lower",19904,"proportion","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT01","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.5381669415395,"lower",2488,"percent","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT01","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.140078697278888,"lower",19904,"proportion","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT01","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",29.8147899508902,"lower",2488,"percent","","mtbls79","raw","Raw","SPLIT02","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.14171601494383,"lower",19904,"proportion","","mtbls79","raw","Raw","SPLIT02","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",16.4977700369536,"lower",2488,"percent","","mtbls79","combat","ComBat","SPLIT02","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141715961877456,"lower",19904,"proportion","","mtbls79","combat","ComBat","SPLIT02","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",35.2491714631521,"lower",2488,"percent","","mtbls79","qc_rlsc","QC-RLSC","SPLIT02","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.142668654637389,"lower",19904,"proportion","","mtbls79","qc_rlsc","QC-RLSC","SPLIT02","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",10.5746632879997,"lower",2488,"percent","","mtbls79","qc_rfsc","QC-RFSC","SPLIT02","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.156451413525945,"lower",19904,"proportion","","mtbls79","qc_rfsc","QC-RFSC","SPLIT02","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",14.1113272195319,"lower",2488,"percent","","mtbls79","tiger","TIGER","SPLIT02","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141789390548291,"lower",19904,"proportion","","mtbls79","tiger","TIGER","SPLIT02","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.8047444394758,"lower",2488,"percent","","mtbls79","serrf","SERRF","SPLIT02","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141716005240362,"lower",19904,"proportion","","mtbls79","serrf","SERRF","SPLIT02","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",16.8756638416796,"lower",2488,"percent","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT02","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.139776141400887,"lower",19904,"proportion","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT02","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.4701268733238,"lower",2488,"percent","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.137962864521695,"lower",19904,"proportion","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.385447671559,"lower",2488,"percent","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.140078697278888,"lower",19904,"proportion","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",29.835073206221,"lower",2488,"percent","","mtbls79","raw","Raw","SPLIT03","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.14171601494383,"lower",19904,"proportion","","mtbls79","raw","Raw","SPLIT03","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",16.8267746152924,"lower",2488,"percent","","mtbls79","combat","ComBat","SPLIT03","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141715985886593,"lower",19904,"proportion","","mtbls79","combat","ComBat","SPLIT03","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",182.018327690685,"lower",2488,"percent","","mtbls79","qc_rlsc","QC-RLSC","SPLIT03","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.108284389243396,"lower",19904,"proportion","","mtbls79","qc_rlsc","QC-RLSC","SPLIT03","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",10.5669697002793,"lower",2488,"percent","","mtbls79","qc_rfsc","QC-RFSC","SPLIT03","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.156451413525945,"lower",19904,"proportion","","mtbls79","qc_rfsc","QC-RFSC","SPLIT03","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",13.8731335828839,"lower",2488,"percent","","mtbls79","tiger","TIGER","SPLIT03","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.140881736041834,"lower",19904,"proportion","","mtbls79","tiger","TIGER","SPLIT03","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.6891549442599,"lower",2488,"percent","","mtbls79","serrf","SERRF","SPLIT03","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141716005240362,"lower",19904,"proportion","","mtbls79","serrf","SERRF","SPLIT03","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.0642163710345,"lower",2488,"percent","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT03","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.139547702906219,"lower",19904,"proportion","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT03","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",18.0449191424178,"lower",2488,"percent","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT03","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.137824542112536,"lower",19904,"proportion","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT03","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.5918924694496,"lower",2488,"percent","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT03","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.140078697278888,"lower",19904,"proportion","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT03","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",28.3542220110721,"lower",2488,"percent","","mtbls79","raw","Raw","SPLIT04","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.14171601494383,"lower",19904,"proportion","","mtbls79","raw","Raw","SPLIT04","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.042751453292,"lower",2488,"percent","","mtbls79","combat","ComBat","SPLIT04","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141715985886593,"lower",19904,"proportion","","mtbls79","combat","ComBat","SPLIT04","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",153.734136030293,"lower",2488,"percent","","mtbls79","qc_rlsc","QC-RLSC","SPLIT04","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0970460001723712,"lower",19904,"proportion","","mtbls79","qc_rlsc","QC-RLSC","SPLIT04","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",10.6809768847318,"lower",2488,"percent","","mtbls79","qc_rfsc","QC-RFSC","SPLIT04","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.156451413525945,"lower",19904,"proportion","","mtbls79","qc_rfsc","QC-RFSC","SPLIT04","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",14.3105246088768,"lower",2488,"percent","","mtbls79","tiger","TIGER","SPLIT04","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.140976626003874,"lower",19904,"proportion","","mtbls79","tiger","TIGER","SPLIT04","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",18.2963310756751,"lower",2488,"percent","","mtbls79","serrf","SERRF","SPLIT04","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141716005240362,"lower",19904,"proportion","","mtbls79","serrf","SERRF","SPLIT04","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",16.9584989967912,"lower",2488,"percent","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT04","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.139595742802222,"lower",19904,"proportion","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT04","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.4698341610662,"lower",2488,"percent","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT04","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.137818358350966,"lower",19904,"proportion","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT04","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.543353923881,"lower",2488,"percent","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT04","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.140078697278888,"lower",19904,"proportion","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT04","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",29.5714884927215,"lower",2488,"percent","","mtbls79","raw","Raw","SPLIT05","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.14171601494383,"lower",19904,"proportion","","mtbls79","raw","Raw","SPLIT05","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",16.9702695187896,"lower",2488,"percent","","mtbls79","combat","ComBat","SPLIT05","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141715985886593,"lower",19904,"proportion","","mtbls79","combat","ComBat","SPLIT05","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",187.850905585212,"lower",2488,"percent","","mtbls79","qc_rlsc","QC-RLSC","SPLIT05","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0600551889270451,"lower",19904,"proportion","","mtbls79","qc_rlsc","QC-RLSC","SPLIT05","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",11.016094837435,"lower",2488,"percent","","mtbls79","qc_rfsc","QC-RFSC","SPLIT05","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.156451413525945,"lower",19904,"proportion","","mtbls79","qc_rfsc","QC-RFSC","SPLIT05","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",14.2091436569514,"lower",2488,"percent","","mtbls79","tiger","TIGER","SPLIT05","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141158363935247,"lower",19904,"proportion","","mtbls79","tiger","TIGER","SPLIT05","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",18.2246116514788,"lower",2488,"percent","","mtbls79","serrf","SERRF","SPLIT05","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141716005240362,"lower",19904,"proportion","","mtbls79","serrf","SERRF","SPLIT05","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",16.8685775974967,"lower",2488,"percent","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT05","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.139739146897752,"lower",19904,"proportion","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT05","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.9559692023668,"lower",2488,"percent","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT05","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.137747501780612,"lower",19904,"proportion","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT05","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.5296371111805,"lower",2488,"percent","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT05","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.140078697278888,"lower",19904,"proportion","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT05","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",28.7960525930171,"lower",2488,"percent","","mtbls79","raw","Raw","SPLIT06","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.14171601494383,"lower",19904,"proportion","","mtbls79","raw","Raw","SPLIT06","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",16.5443341817688,"lower",2488,"percent","","mtbls79","combat","ComBat","SPLIT06","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141715985886593,"lower",19904,"proportion","","mtbls79","combat","ComBat","SPLIT06","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",38.9909028086251,"lower",2488,"percent","","mtbls79","qc_rlsc","QC-RLSC","SPLIT06","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.128114812247477,"lower",19904,"proportion","","mtbls79","qc_rlsc","QC-RLSC","SPLIT06","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",10.4501911319857,"lower",2488,"percent","","mtbls79","qc_rfsc","QC-RFSC","SPLIT06","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.156451413525945,"lower",19904,"proportion","","mtbls79","qc_rfsc","QC-RFSC","SPLIT06","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",14.2382569019325,"lower",2488,"percent","","mtbls79","tiger","TIGER","SPLIT06","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.14155726909464,"lower",19904,"proportion","","mtbls79","tiger","TIGER","SPLIT06","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.6456406508879,"lower",2488,"percent","","mtbls79","serrf","SERRF","SPLIT06","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141716005240362,"lower",19904,"proportion","","mtbls79","serrf","SERRF","SPLIT06","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",16.694232264874,"lower",2488,"percent","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT06","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.139754283336972,"lower",19904,"proportion","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT06","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",16.8233705965559,"lower",2488,"percent","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT06","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.144053779950989,"lower",19904,"proportion","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT06","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.1152872204958,"lower",2488,"percent","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT06","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.140078697278888,"lower",19904,"proportion","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT06","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",29.4974404631797,"lower",2488,"percent","","mtbls79","raw","Raw","SPLIT07","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.14171601494383,"lower",19904,"proportion","","mtbls79","raw","Raw","SPLIT07","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",16.998467023867,"lower",2488,"percent","","mtbls79","combat","ComBat","SPLIT07","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141715985886593,"lower",19904,"proportion","","mtbls79","combat","ComBat","SPLIT07","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",176.191757770554,"lower",2488,"percent","","mtbls79","qc_rlsc","QC-RLSC","SPLIT07","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.124493990464761,"lower",19904,"proportion","","mtbls79","qc_rlsc","QC-RLSC","SPLIT07","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",10.5087022515731,"lower",2488,"percent","","mtbls79","qc_rfsc","QC-RFSC","SPLIT07","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.156451413525945,"lower",19904,"proportion","","mtbls79","qc_rfsc","QC-RFSC","SPLIT07","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",14.0520845659875,"lower",2488,"percent","","mtbls79","tiger","TIGER","SPLIT07","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141491339435333,"lower",19904,"proportion","","mtbls79","tiger","TIGER","SPLIT07","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",18.0593874750019,"lower",2488,"percent","","mtbls79","serrf","SERRF","SPLIT07","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141716005240362,"lower",19904,"proportion","","mtbls79","serrf","SERRF","SPLIT07","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.074269575645,"lower",2488,"percent","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT07","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.139600056277506,"lower",19904,"proportion","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT07","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.6857750403103,"lower",2488,"percent","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT07","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.137822209238328,"lower",19904,"proportion","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT07","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.5668585245203,"lower",2488,"percent","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT07","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.140078697278888,"lower",19904,"proportion","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT07","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",29.891893027712,"lower",2488,"percent","","mtbls79","raw","Raw","SPLIT08","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.14171601494383,"lower",19904,"proportion","","mtbls79","raw","Raw","SPLIT08","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",16.3890598169677,"lower",2488,"percent","","mtbls79","combat","ComBat","SPLIT08","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141715961877456,"lower",19904,"proportion","","mtbls79","combat","ComBat","SPLIT08","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",131.514265111655,"lower",2488,"percent","","mtbls79","qc_rlsc","QC-RLSC","SPLIT08","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.108340265796513,"lower",19904,"proportion","","mtbls79","qc_rlsc","QC-RLSC","SPLIT08","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",10.7481270778521,"lower",2488,"percent","","mtbls79","qc_rfsc","QC-RFSC","SPLIT08","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.156451413525945,"lower",19904,"proportion","","mtbls79","qc_rfsc","QC-RFSC","SPLIT08","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",15.2486741633455,"lower",2488,"percent","","mtbls79","tiger","TIGER","SPLIT08","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141832413405741,"lower",19904,"proportion","","mtbls79","tiger","TIGER","SPLIT08","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.6339595217266,"lower",2488,"percent","","mtbls79","serrf","SERRF","SPLIT08","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141716005240362,"lower",19904,"proportion","","mtbls79","serrf","SERRF","SPLIT08","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",16.3559341904529,"lower",2488,"percent","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT08","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.139729557550611,"lower",19904,"proportion","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT08","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.6874574411586,"lower",2488,"percent","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.137959015135418,"lower",19904,"proportion","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.0236890452916,"lower",2488,"percent","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.140078697278888,"lower",19904,"proportion","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",29.9546405903895,"lower",2488,"percent","","mtbls79","raw","Raw","SPLIT09","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.14171601494383,"lower",19904,"proportion","","mtbls79","raw","Raw","SPLIT09","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",16.8430307940274,"lower",2488,"percent","","mtbls79","combat","ComBat","SPLIT09","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141715985886593,"lower",19904,"proportion","","mtbls79","combat","ComBat","SPLIT09","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",177.744891082922,"lower",2488,"percent","","mtbls79","qc_rlsc","QC-RLSC","SPLIT09","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0630611356177882,"lower",19904,"proportion","","mtbls79","qc_rlsc","QC-RLSC","SPLIT09","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",10.3701976759785,"lower",2488,"percent","","mtbls79","qc_rfsc","QC-RFSC","SPLIT09","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.156451413525945,"lower",19904,"proportion","","mtbls79","qc_rfsc","QC-RFSC","SPLIT09","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",14.202031722188,"lower",2488,"percent","","mtbls79","tiger","TIGER","SPLIT09","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141076821140952,"lower",19904,"proportion","","mtbls79","tiger","TIGER","SPLIT09","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.717398513385,"lower",2488,"percent","","mtbls79","serrf","SERRF","SPLIT09","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141716005240362,"lower",19904,"proportion","","mtbls79","serrf","SERRF","SPLIT09","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",16.9003054053891,"lower",2488,"percent","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT09","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.139742687924467,"lower",19904,"proportion","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT09","MTBLS79","Residual GAM deviance"
