"metric","value","direction","denominator","units","notes","dataset_key","method_id","method","split_id","dataset","metric_label"
"heldout_qc_cv_mean",17.6494363530881,"lower",2488,"percent","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.144046330221844,"lower",19904,"proportion","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.4646523699423,"lower",2488,"percent","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.140078697278888,"lower",19904,"proportion","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",28.9187098311481,"lower",2488,"percent","","mtbls79","raw","Raw","SPLIT10","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.14171601494383,"lower",19904,"proportion","","mtbls79","raw","Raw","SPLIT10","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",16.3897110857448,"lower",2488,"percent","","mtbls79","combat","ComBat","SPLIT10","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141715985886593,"lower",19904,"proportion","","mtbls79","combat","ComBat","SPLIT10","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",132.350105894466,"lower",2488,"percent","","mtbls79","qc_rlsc","QC-RLSC","SPLIT10","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.105635608588954,"lower",19904,"proportion","","mtbls79","qc_rlsc","QC-RLSC","SPLIT10","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",10.6877241598373,"lower",2488,"percent","","mtbls79","qc_rfsc","QC-RFSC","SPLIT10","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.156451413525945,"lower",19904,"proportion","","mtbls79","qc_rfsc","QC-RFSC","SPLIT10","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",15.5303072245979,"lower",2488,"percent","","mtbls79","tiger","TIGER","SPLIT10","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141094208550193,"lower",19904,"proportion","","mtbls79","tiger","TIGER","SPLIT10","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.6578215638769,"lower",2488,"percent","","mtbls79","serrf","SERRF","SPLIT10","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141716005240362,"lower",19904,"proportion","","mtbls79","serrf","SERRF","SPLIT10","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",16.306399828043,"lower",2488,"percent","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT10","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.139716448758066,"lower",19904,"proportion","","mtbls79","winn_auto_qc","WiNN auto (QC)","SPLIT10","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",17.1210576912768,"lower",2488,"percent","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT10","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.1379534492016,"lower",19904,"proportion","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT10","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",16.8538993563531,"lower",2488,"percent","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT10","MTBLS79","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.140078697278888,"lower",19904,"proportion","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT10","MTBLS79","Residual GAM deviance"
"heldout_qc_cv_mean",13.5015524116437,"lower",1594,"percent","","clinical_fiams","raw","Raw","SPLIT01","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300147162855,"lower",12752,"proportion","","clinical_fiams","raw","Raw","SPLIT01","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",11.1294398974576,"lower",1594,"percent","","clinical_fiams","combat","ComBat","SPLIT01","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300025396866,"lower",12752,"proportion","","clinical_fiams","combat","ComBat","SPLIT01","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",11.5240046123491,"lower",1594,"percent","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT01","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.14246162677037,"lower",12752,"proportion","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT01","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.9983051720692,"lower",1594,"percent","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT01","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.112300763952644,"lower",12752,"proportion","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT01","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",7.89469714773929,"lower",1594,"percent","","clinical_fiams","tiger","TIGER","SPLIT01","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0909856937205993,"lower",12752,"proportion","","clinical_fiams","tiger","TIGER","SPLIT01","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.83112850553221,"lower",1594,"percent","","clinical_fiams","serrf","SERRF","SPLIT01","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.107936715174209,"lower",12752,"proportion","","clinical_fiams","serrf","SERRF","SPLIT01","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",8.98939665547064,"lower",1594,"percent","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT01","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0829368694777842,"lower",12752,"proportion","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT01","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.10526241265636,"lower",1594,"percent","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT01","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0731395454825476,"lower",12752,"proportion","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT01","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.71606131775635,"lower",1594,"percent","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT01","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0727686471322973,"lower",12752,"proportion","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT01","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.6073087297709,"lower",1594,"percent","","clinical_fiams","raw","Raw","SPLIT02","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300147162855,"lower",12752,"proportion","","clinical_fiams","raw","Raw","SPLIT02","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.78594334889146,"lower",1594,"percent","","clinical_fiams","combat","ComBat","SPLIT02","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300025396866,"lower",12752,"proportion","","clinical_fiams","combat","ComBat","SPLIT02","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.788572036038,"lower",1594,"percent","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT02","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.136077694258926,"lower",12752,"proportion","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT02","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.5569053287417,"lower",1594,"percent","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT02","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.117184746498402,"lower",12752,"proportion","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT02","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",7.29716362728252,"lower",1594,"percent","","clinical_fiams","tiger","TIGER","SPLIT02","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0907043611781546,"lower",12752,"proportion","","clinical_fiams","tiger","TIGER","SPLIT02","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",8.58034151182807,"lower",1594,"percent","","clinical_fiams","serrf","SERRF","SPLIT02","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.107542725328293,"lower",12752,"proportion","","clinical_fiams","serrf","SERRF","SPLIT02","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",8.20423845401088,"lower",1594,"percent","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT02","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0829613554558994,"lower",12752,"proportion","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT02","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",7.9800379038955,"lower",1594,"percent","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.07524219379679,"lower",12752,"proportion","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",8.74411187905996,"lower",1594,"percent","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0727686471322973,"lower",12752,"proportion","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",11.9730232004291,"lower",1594,"percent","","clinical_fiams","raw","Raw","SPLIT03","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300147162855,"lower",12752,"proportion","","clinical_fiams","raw","Raw","SPLIT03","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",11.5842308990855,"lower",1594,"percent","","clinical_fiams","combat","ComBat","SPLIT03","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300025396866,"lower",12752,"proportion","","clinical_fiams","combat","ComBat","SPLIT03","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",11.4599973417277,"lower",1594,"percent","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT03","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.126702185206129,"lower",12752,"proportion","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT03","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",11.0380101092574,"lower",1594,"percent","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT03","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.110602578203391,"lower",12752,"proportion","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT03","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",8.22268552310252,"lower",1594,"percent","","clinical_fiams","tiger","TIGER","SPLIT03","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0905790933128493,"lower",12752,"proportion","","clinical_fiams","tiger","TIGER","SPLIT03","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.74594667390414,"lower",1594,"percent","","clinical_fiams","serrf","SERRF","SPLIT03","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.107358365982136,"lower",12752,"proportion","","clinical_fiams","serrf","SERRF","SPLIT03","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.32359821387024,"lower",1594,"percent","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT03","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0828996051816449,"lower",12752,"proportion","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT03","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.81673213095792,"lower",1594,"percent","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT03","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0751853625947079,"lower",12752,"proportion","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT03","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.4230010677436,"lower",1594,"percent","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT03","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0727686471322973,"lower",12752,"proportion","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT03","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",12.0389445143801,"lower",1594,"percent","","clinical_fiams","raw","Raw","SPLIT04","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300147162855,"lower",12752,"proportion","","clinical_fiams","raw","Raw","SPLIT04","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.3512501472607,"lower",1594,"percent","","clinical_fiams","combat","ComBat","SPLIT04","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300025396866,"lower",12752,"proportion","","clinical_fiams","combat","ComBat","SPLIT04","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.2583097221074,"lower",1594,"percent","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT04","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.131961175715107,"lower",12752,"proportion","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT04","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.1295693837315,"lower",1594,"percent","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT04","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.116807333428487,"lower",12752,"proportion","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT04","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",7.58331421364171,"lower",1594,"percent","","clinical_fiams","tiger","TIGER","SPLIT04","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.091248824183335,"lower",12752,"proportion","","clinical_fiams","tiger","TIGER","SPLIT04","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.08710545367918,"lower",1594,"percent","","clinical_fiams","serrf","SERRF","SPLIT04","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.108049469059791,"lower",12752,"proportion","","clinical_fiams","serrf","SERRF","SPLIT04","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",8.61440925071772,"lower",1594,"percent","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT04","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0829128201856648,"lower",12752,"proportion","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT04","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",8.59967519564862,"lower",1594,"percent","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT04","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0751844294888213,"lower",12752,"proportion","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT04","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.2457994224007,"lower",1594,"percent","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT04","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0727686471322973,"lower",12752,"proportion","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT04","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.9010676239609,"lower",1594,"percent","","clinical_fiams","raw","Raw","SPLIT05","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300147162855,"lower",12752,"proportion","","clinical_fiams","raw","Raw","SPLIT05","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.68950009745185,"lower",1594,"percent","","clinical_fiams","combat","ComBat","SPLIT05","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300025396866,"lower",12752,"proportion","","clinical_fiams","combat","ComBat","SPLIT05","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.3051827149439,"lower",1594,"percent","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT05","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.131782490101555,"lower",12752,"proportion","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT05","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.27472733342583,"lower",1594,"percent","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT05","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.113600719575177,"lower",12752,"proportion","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT05","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",7.13697872815159,"lower",1594,"percent","","clinical_fiams","tiger","TIGER","SPLIT05","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0910083541831803,"lower",12752,"proportion","","clinical_fiams","tiger","TIGER","SPLIT05","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",8.63741082598352,"lower",1594,"percent","","clinical_fiams","serrf","SERRF","SPLIT05","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.107495659685688,"lower",12752,"proportion","","clinical_fiams","serrf","SERRF","SPLIT05","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",8.08295675211648,"lower",1594,"percent","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT05","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0829093387482749,"lower",12752,"proportion","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT05","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",8.25244832454948,"lower",1594,"percent","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT05","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0751989177277785,"lower",12752,"proportion","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT05","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",8.67501806580342,"lower",1594,"percent","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT05","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0727686471322973,"lower",12752,"proportion","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT05","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",15.5536424008064,"lower",1594,"percent","","clinical_fiams","raw","Raw","SPLIT06","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300147162855,"lower",12752,"proportion","","clinical_fiams","raw","Raw","SPLIT06","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",12.5654867472037,"lower",1594,"percent","","clinical_fiams","combat","ComBat","SPLIT06","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300019333527,"lower",12752,"proportion","","clinical_fiams","combat","ComBat","SPLIT06","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",12.4525571854525,"lower",1594,"percent","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT06","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.139858512421633,"lower",12752,"proportion","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT06","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",12.840954119747,"lower",1594,"percent","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT06","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.112819887527865,"lower",12752,"proportion","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT06","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.59377829638498,"lower",1594,"percent","","clinical_fiams","tiger","TIGER","SPLIT06","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0904093728947458,"lower",12752,"proportion","","clinical_fiams","tiger","TIGER","SPLIT06","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.6561193427528,"lower",1594,"percent","","clinical_fiams","serrf","SERRF","SPLIT06","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.107446958854755,"lower",12752,"proportion","","clinical_fiams","serrf","SERRF","SPLIT06","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.83237102563293,"lower",1594,"percent","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT06","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0829116266689059,"lower",12752,"proportion","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT06","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.65774210841209,"lower",1594,"percent","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT06","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0731123267131224,"lower",12752,"proportion","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT06","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.9921604138657,"lower",1594,"percent","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT06","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0727686471322973,"lower",12752,"proportion","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT06","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",14.4240457099573,"lower",1594,"percent","","clinical_fiams","raw","Raw","SPLIT07","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300147162855,"lower",12752,"proportion","","clinical_fiams","raw","Raw","SPLIT07","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",12.5860681526229,"lower",1594,"percent","","clinical_fiams","combat","ComBat","SPLIT07","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300025396866,"lower",12752,"proportion","","clinical_fiams","combat","ComBat","SPLIT07","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",11.2841728473578,"lower",1594,"percent","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT07","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.139120787070449,"lower",12752,"proportion","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT07","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.8397883078182,"lower",1594,"percent","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT07","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.11201408319442,"lower",12752,"proportion","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT07","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",8.05621499459818,"lower",1594,"percent","","clinical_fiams","tiger","TIGER","SPLIT07","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0907511274705265,"lower",12752,"proportion","","clinical_fiams","tiger","TIGER","SPLIT07","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.1889998950128,"lower",1594,"percent","","clinical_fiams","serrf","SERRF","SPLIT07","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.108131627938518,"lower",12752,"proportion","","clinical_fiams","serrf","SERRF","SPLIT07","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.44076864002248,"lower",1594,"percent","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT07","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0828853727179484,"lower",12752,"proportion","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT07","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.65380434632891,"lower",1594,"percent","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT07","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0749128454421344,"lower",12752,"proportion","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT07","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.1584939189315,"lower",1594,"percent","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT07","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0727686471322973,"lower",12752,"proportion","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT07","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",13.1649983613127,"lower",1594,"percent","","clinical_fiams","raw","Raw","SPLIT08","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300147162855,"lower",12752,"proportion","","clinical_fiams","raw","Raw","SPLIT08","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.7455616524998,"lower",1594,"percent","","clinical_fiams","combat","ComBat","SPLIT08","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300025396866,"lower",12752,"proportion","","clinical_fiams","combat","ComBat","SPLIT08","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",13.1542798523359,"lower",1594,"percent","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT08","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0905766400675176,"lower",12752,"proportion","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT08","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",11.3126056628277,"lower",1594,"percent","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT08","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.116591915557317,"lower",12752,"proportion","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT08","Clinical FIA-MS","Residual GAM deviance"
