"metric","value","direction","denominator","units","notes","dataset_key","method_id","method","seed_id","metric_label"
"batch_weighted_pc_r2_categorical",0.000919023895528327,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM04","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.922349683552122,"higher",1000,"ICC(A,1)","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM04","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.927334726044255,"higher",450,"correlation","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM04","Truth sample Pearson"
"heldout_qc_cv_mean",43.6862535911735,"lower",1000,"percent","","simulation","raw","Raw","SIM05","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.125547724513172,"lower",5000,"proportion","","simulation","raw","Raw","SIM05","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.962076478387943,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","raw","Raw","SIM05","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.591238414674297,"higher",1000,"ICC(A,1)","","simulation","raw","Raw","SIM05","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.520200802978565,"higher",450,"correlation","","simulation","raw","Raw","SIM05","Truth sample Pearson"
"heldout_qc_cv_mean",11.92085090388,"lower",1000,"percent","","simulation","combat","ComBat","SIM05","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.125547483311369,"lower",5000,"proportion","","simulation","combat","ComBat","SIM05","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000118029037619728,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","combat","ComBat","SIM05","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.880095264232266,"higher",1000,"ICC(A,1)","","simulation","combat","ComBat","SIM05","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.878273532849374,"higher",450,"correlation","","simulation","combat","ComBat","SIM05","Truth sample Pearson"
"heldout_qc_cv_mean",10.6716288444473,"lower",1000,"percent","","simulation","qc_rlsc","QC-RLSC","SIM05","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0528026880027563,"lower",5000,"proportion","","simulation","qc_rlsc","QC-RLSC","SIM05","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",8.43365224038597e-05,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","qc_rlsc","QC-RLSC","SIM05","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.906612360710656,"higher",1000,"ICC(A,1)","","simulation","qc_rlsc","QC-RLSC","SIM05","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.904564348274904,"higher",450,"correlation","","simulation","qc_rlsc","QC-RLSC","SIM05","Truth sample Pearson"
"heldout_qc_cv_mean",10.2234590360892,"lower",1000,"percent","","simulation","qc_rfsc","QC-RFSC","SIM05","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.115136275892583,"lower",5000,"proportion","","simulation","qc_rfsc","QC-RFSC","SIM05","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.155429071237549,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","qc_rfsc","QC-RFSC","SIM05","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.696713902302012,"higher",1000,"ICC(A,1)","","simulation","qc_rfsc","QC-RFSC","SIM05","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.65034566742373,"higher",450,"correlation","","simulation","qc_rfsc","QC-RFSC","SIM05","Truth sample Pearson"
"heldout_qc_cv_mean",8.87914165112623,"lower",1000,"percent","","simulation","tiger","TIGER","SIM05","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0815209568003766,"lower",5000,"proportion","","simulation","tiger","TIGER","SIM05","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.0732520809687819,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","tiger","TIGER","SIM05","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.872007876515218,"higher",1000,"ICC(A,1)","","simulation","tiger","TIGER","SIM05","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.849464233461453,"higher",450,"correlation","","simulation","tiger","TIGER","SIM05","Truth sample Pearson"
"heldout_qc_cv_mean",11.8581349303357,"lower",1000,"percent","","simulation","serrf","SERRF","SIM05","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0975983711525286,"lower",5000,"proportion","","simulation","serrf","SERRF","SIM05","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.00061371337540241,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","serrf","SERRF","SIM05","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.886915587861869,"higher",1000,"ICC(A,1)","","simulation","serrf","SERRF","SIM05","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.873797100727145,"higher",450,"correlation","","simulation","serrf","SERRF","SIM05","Truth sample Pearson"
"heldout_qc_cv_mean",8.43746935826601,"lower",1000,"percent","","simulation","winn_auto_qc","WiNN auto (QC)","SIM05","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0198448314689079,"lower",5000,"proportion","","simulation","winn_auto_qc","WiNN auto (QC)","SIM05","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000712594893891655,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_auto_qc","WiNN auto (QC)","SIM05","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.921370095234413,"higher",1000,"ICC(A,1)","","simulation","winn_auto_qc","WiNN auto (QC)","SIM05","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.920859090416902,"higher",450,"correlation","","simulation","winn_auto_qc","WiNN auto (QC)","SIM05","Truth sample Pearson"
"heldout_qc_cv_mean",10.5219993591051,"lower",1000,"percent","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM05","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0750793863837347,"lower",5000,"proportion","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM05","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.114588952709036,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM05","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.882292442908406,"higher",1000,"ICC(A,1)","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM05","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.886809585223004,"higher",450,"correlation","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM05","Truth sample Pearson"
"heldout_qc_cv_mean",8.42898920927422,"lower",1000,"percent","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM05","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0216195779295135,"lower",5000,"proportion","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM05","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000739759376116102,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM05","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.921185897206306,"higher",1000,"ICC(A,1)","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM05","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.920629899455086,"higher",450,"correlation","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM05","Truth sample Pearson"
"heldout_qc_cv_mean",45.4455913430314,"lower",1000,"percent","","simulation","raw","Raw","SIM06","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122435574911771,"lower",5000,"proportion","","simulation","raw","Raw","SIM06","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.963598199950116,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","raw","Raw","SIM06","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.58757778276978,"higher",1000,"ICC(A,1)","","simulation","raw","Raw","SIM06","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.514902405541303,"higher",450,"correlation","","simulation","raw","Raw","SIM06","Truth sample Pearson"
"heldout_qc_cv_mean",12.8952172294557,"lower",1000,"percent","","simulation","combat","ComBat","SIM06","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122435403277821,"lower",5000,"proportion","","simulation","combat","ComBat","SIM06","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",6.1496482718574e-05,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","combat","ComBat","SIM06","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.880668905070386,"higher",1000,"ICC(A,1)","","simulation","combat","ComBat","SIM06","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.882324939337378,"higher",450,"correlation","","simulation","combat","ComBat","SIM06","Truth sample Pearson"
"heldout_qc_cv_mean",10.8726259102405,"lower",1000,"percent","","simulation","qc_rlsc","QC-RLSC","SIM06","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0520776804248783,"lower",5000,"proportion","","simulation","qc_rlsc","QC-RLSC","SIM06","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000148464056438104,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","qc_rlsc","QC-RLSC","SIM06","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.904378345355295,"higher",1000,"ICC(A,1)","","simulation","qc_rlsc","QC-RLSC","SIM06","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.905236339522557,"higher",450,"correlation","","simulation","qc_rlsc","QC-RLSC","SIM06","Truth sample Pearson"
"heldout_qc_cv_mean",13.2096444309348,"lower",1000,"percent","","simulation","qc_rfsc","QC-RFSC","SIM06","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.13208767932442,"lower",5000,"proportion","","simulation","qc_rfsc","QC-RFSC","SIM06","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.152345252240769,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","qc_rfsc","QC-RFSC","SIM06","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.689351034717308,"higher",1000,"ICC(A,1)","","simulation","qc_rfsc","QC-RFSC","SIM06","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.674771068934823,"higher",450,"correlation","","simulation","qc_rfsc","QC-RFSC","SIM06","Truth sample Pearson"
"heldout_qc_cv_mean",9.12950458948082,"lower",1000,"percent","","simulation","tiger","TIGER","SIM06","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0813616544518397,"lower",5000,"proportion","","simulation","tiger","TIGER","SIM06","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.0556315294552679,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","tiger","TIGER","SIM06","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.870567009116608,"higher",1000,"ICC(A,1)","","simulation","tiger","TIGER","SIM06","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.835092959168192,"higher",450,"correlation","","simulation","tiger","TIGER","SIM06","Truth sample Pearson"
"heldout_qc_cv_mean",12.8488710941019,"lower",1000,"percent","","simulation","serrf","SERRF","SIM06","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0956868256521402,"lower",5000,"proportion","","simulation","serrf","SERRF","SIM06","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.0016272780666388,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","serrf","SERRF","SIM06","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.888353359988811,"higher",1000,"ICC(A,1)","","simulation","serrf","SERRF","SIM06","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.874974367074674,"higher",450,"correlation","","simulation","serrf","SERRF","SIM06","Truth sample Pearson"
"heldout_qc_cv_mean",8.61620851250192,"lower",1000,"percent","","simulation","winn_auto_qc","WiNN auto (QC)","SIM06","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0215438905538847,"lower",5000,"proportion","","simulation","winn_auto_qc","WiNN auto (QC)","SIM06","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000792824502032142,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_auto_qc","WiNN auto (QC)","SIM06","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.92112518666074,"higher",1000,"ICC(A,1)","","simulation","winn_auto_qc","WiNN auto (QC)","SIM06","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.924906539158782,"higher",450,"correlation","","simulation","winn_auto_qc","WiNN auto (QC)","SIM06","Truth sample Pearson"
"heldout_qc_cv_mean",18.4475738781864,"lower",1000,"percent","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM06","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.144731443345892,"lower",5000,"proportion","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM06","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.302506088513641,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM06","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.843635907342313,"higher",1000,"ICC(A,1)","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM06","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.853341027048573,"higher",450,"correlation","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM06","Truth sample Pearson"
"heldout_qc_cv_mean",8.61903085584063,"lower",1000,"percent","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM06","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0215326561677557,"lower",5000,"proportion","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM06","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000822589818943679,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM06","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.920949468357364,"higher",1000,"ICC(A,1)","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM06","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.924847149755594,"higher",450,"correlation","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM06","Truth sample Pearson"
"heldout_qc_cv_mean",43.3237040927998,"lower",1000,"percent","","simulation","raw","Raw","SIM07","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.12753075161751,"lower",5000,"proportion","","simulation","raw","Raw","SIM07","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.963286281377159,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","raw","Raw","SIM07","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.594809903197333,"higher",1000,"ICC(A,1)","","simulation","raw","Raw","SIM07","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.525550602568528,"higher",450,"correlation","","simulation","raw","Raw","SIM07","Truth sample Pearson"
"heldout_qc_cv_mean",11.7840832213615,"lower",1000,"percent","","simulation","combat","ComBat","SIM07","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.12753052657011,"lower",5000,"proportion","","simulation","combat","ComBat","SIM07","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",9.22906124156833e-05,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","combat","ComBat","SIM07","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.879095622469906,"higher",1000,"ICC(A,1)","","simulation","combat","ComBat","SIM07","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.880227717225042,"higher",450,"correlation","","simulation","combat","ComBat","SIM07","Truth sample Pearson"
"heldout_qc_cv_mean",11.2190861584307,"lower",1000,"percent","","simulation","qc_rlsc","QC-RLSC","SIM07","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0501568697699568,"lower",5000,"proportion","","simulation","qc_rlsc","QC-RLSC","SIM07","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000111108250799471,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","qc_rlsc","QC-RLSC","SIM07","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.909181014014572,"higher",1000,"ICC(A,1)","","simulation","qc_rlsc","QC-RLSC","SIM07","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.908689376087198,"higher",450,"correlation","","simulation","qc_rlsc","QC-RLSC","SIM07","Truth sample Pearson"
"heldout_qc_cv_mean",17.6021780056693,"lower",1000,"percent","","simulation","qc_rfsc","QC-RFSC","SIM07","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.10484306001721,"lower",5000,"proportion","","simulation","qc_rfsc","QC-RFSC","SIM07","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.13347840482396,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","qc_rfsc","QC-RFSC","SIM07","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.703716953755978,"higher",1000,"ICC(A,1)","","simulation","qc_rfsc","QC-RFSC","SIM07","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.658360622710135,"higher",450,"correlation","","simulation","qc_rfsc","QC-RFSC","SIM07","Truth sample Pearson"
"heldout_qc_cv_mean",9.49457510683067,"lower",1000,"percent","","simulation","tiger","TIGER","SIM07","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0834912544078682,"lower",5000,"proportion","","simulation","tiger","TIGER","SIM07","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.0574833236929965,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","tiger","TIGER","SIM07","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.873146281000175,"higher",1000,"ICC(A,1)","","simulation","tiger","TIGER","SIM07","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.856232801739753,"higher",450,"correlation","","simulation","tiger","TIGER","SIM07","Truth sample Pearson"
"heldout_qc_cv_mean",12.1704309539012,"lower",1000,"percent","","simulation","serrf","SERRF","SIM07","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0953415987991869,"lower",5000,"proportion","","simulation","serrf","SERRF","SIM07","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000421112422799785,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","serrf","SERRF","SIM07","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.891311847720648,"higher",1000,"ICC(A,1)","","simulation","serrf","SERRF","SIM07","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.884754600162773,"higher",450,"correlation","","simulation","serrf","SERRF","SIM07","Truth sample Pearson"
"heldout_qc_cv_mean",8.63544421594716,"lower",1000,"percent","","simulation","winn_auto_qc","WiNN auto (QC)","SIM07","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.019845027997588,"lower",5000,"proportion","","simulation","winn_auto_qc","WiNN auto (QC)","SIM07","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000913292802269072,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_auto_qc","WiNN auto (QC)","SIM07","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.921430009715198,"higher",1000,"ICC(A,1)","","simulation","winn_auto_qc","WiNN auto (QC)","SIM07","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.924146738481641,"higher",450,"correlation","","simulation","winn_auto_qc","WiNN auto (QC)","SIM07","Truth sample Pearson"
"heldout_qc_cv_mean",13.2153131993845,"lower",1000,"percent","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM07","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0875166528881137,"lower",5000,"proportion","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM07","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.1391796799333,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM07","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.883657789605854,"higher",1000,"ICC(A,1)","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM07","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.891871048095595,"higher",450,"correlation","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM07","Truth sample Pearson"
"heldout_qc_cv_mean",8.66664255416764,"lower",1000,"percent","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM07","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0198640127223974,"lower",5000,"proportion","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM07","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000961872297493601,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM07","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.921389682845685,"higher",1000,"ICC(A,1)","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM07","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.924055672932798,"higher",450,"correlation","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM07","Truth sample Pearson"
"heldout_qc_cv_mean",44.7497650511745,"lower",1000,"percent","","simulation","raw","Raw","SIM08","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122558664063858,"lower",5000,"proportion","","simulation","raw","Raw","SIM08","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.965288807097901,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","raw","Raw","SIM08","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.582327788968522,"higher",1000,"ICC(A,1)","","simulation","raw","Raw","SIM08","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.510287226761651,"higher",450,"correlation","","simulation","raw","Raw","SIM08","Truth sample Pearson"
"heldout_qc_cv_mean",11.9061588656452,"lower",1000,"percent","","simulation","combat","ComBat","SIM08","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122558418840297,"lower",5000,"proportion","","simulation","combat","ComBat","SIM08","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000121092254877588,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","combat","ComBat","SIM08","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.881217595578923,"higher",1000,"ICC(A,1)","","simulation","combat","ComBat","SIM08","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.879583777336532,"higher",450,"correlation","","simulation","combat","ComBat","SIM08","Truth sample Pearson"
"heldout_qc_cv_mean",10.4999131624941,"lower",1000,"percent","","simulation","qc_rlsc","QC-RLSC","SIM08","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0487972916733427,"lower",5000,"proportion","","simulation","qc_rlsc","QC-RLSC","SIM08","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",7.49716785129518e-05,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","qc_rlsc","QC-RLSC","SIM08","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.907738386098248,"higher",1000,"ICC(A,1)","","simulation","qc_rlsc","QC-RLSC","SIM08","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.90420157652284,"higher",450,"correlation","","simulation","qc_rlsc","QC-RLSC","SIM08","Truth sample Pearson"
"heldout_qc_cv_mean",10.9401985050664,"lower",1000,"percent","","simulation","qc_rfsc","QC-RFSC","SIM08","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.116782400325852,"lower",5000,"proportion","","simulation","qc_rfsc","QC-RFSC","SIM08","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.142300292919002,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","qc_rfsc","QC-RFSC","SIM08","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.694782525079178,"higher",1000,"ICC(A,1)","","simulation","qc_rfsc","QC-RFSC","SIM08","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.643051864418511,"higher",450,"correlation","","simulation","qc_rfsc","QC-RFSC","SIM08","Truth sample Pearson"
"heldout_qc_cv_mean",8.3970204233217,"lower",1000,"percent","","simulation","tiger","TIGER","SIM08","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0804314254434211,"lower",5000,"proportion","","simulation","tiger","TIGER","SIM08","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.0430497724260917,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","tiger","TIGER","SIM08","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.868670992138546,"higher",1000,"ICC(A,1)","","simulation","tiger","TIGER","SIM08","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.841643786590709,"higher",450,"correlation","","simulation","tiger","TIGER","SIM08","Truth sample Pearson"
"heldout_qc_cv_mean",11.6664082856115,"lower",1000,"percent","","simulation","serrf","SERRF","SIM08","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0935685227450155,"lower",5000,"proportion","","simulation","serrf","SERRF","SIM08","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.0015747619783158,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","serrf","SERRF","SIM08","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.889242879756884,"higher",1000,"ICC(A,1)","","simulation","serrf","SERRF","SIM08","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.870958829380632,"higher",450,"correlation","","simulation","serrf","SERRF","SIM08","Truth sample Pearson"
"heldout_qc_cv_mean",8.44113294756831,"lower",1000,"percent","","simulation","winn_auto_qc","WiNN auto (QC)","SIM08","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0214892892019901,"lower",5000,"proportion","","simulation","winn_auto_qc","WiNN auto (QC)","SIM08","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000453735537363147,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_auto_qc","WiNN auto (QC)","SIM08","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.918979359467449,"higher",1000,"ICC(A,1)","","simulation","winn_auto_qc","WiNN auto (QC)","SIM08","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.918015120426214,"higher",450,"correlation","","simulation","winn_auto_qc","WiNN auto (QC)","SIM08","Truth sample Pearson"
"heldout_qc_cv_mean",14.3383469483331,"lower",1000,"percent","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM08","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.153985313916287,"lower",5000,"proportion","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM08","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.297280363037024,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM08","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.833830028893692,"higher",1000,"ICC(A,1)","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM08","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.843807290418934,"higher",450,"correlation","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM08","Truth sample Pearson"
