"metric","value","direction","denominator","units","notes","dataset_key","method_id","method","dataset"
"retained_samples",500,"higher",500,"samples","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","Simulation"
"runtime_sec",7.758,"lower",1,"seconds","measured method execution in frozen release","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","Simulation"
"truth_log1p_rmse",0.0717656363030658,"lower",450000,"log1p intensity","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","Simulation"
"truth_metabolite_profile_icc_mean",0.922101988056287,"higher",1000,"ICC(A,1)","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","Simulation"
"truth_sample_profile_pearson_mean",0.925722367961271,"higher",450,"correlation","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","Simulation"
"batch_features_corrected",1943,"descriptive",2488,"features","","mtbls79","winn_auto_qc","WiNN auto (QC)","MTBLS79"
"batch_weighted_pc_r2_categorical",0.0112766397992278,"lower",134,"weighted R-squared","Batch is explicitly categorical.","mtbls79","winn_auto_qc","WiNN auto (QC)","MTBLS79"
"biological_associated_features",1005,"context",2488,"features","","mtbls79","winn_auto_qc","WiNN auto (QC)","MTBLS79"
"biological_weighted_pc_r2",0.466642276944317,"higher",134,"weighted R-squared","","mtbls79","winn_auto_qc","WiNN auto (QC)","MTBLS79"
"drift_features_corrected",48,"descriptive",2488,"features","","mtbls79","winn_auto_qc","WiNN auto (QC)","MTBLS79"
"drift_profiles_corrected",61,"descriptive",19904,"profiles","","mtbls79","winn_auto_qc","WiNN auto (QC)","MTBLS79"
"heldout_qc_cv_mean",15.9914877921284,"lower",2488,"percent","","mtbls79","winn_auto_qc","WiNN auto (QC)","MTBLS79"
"heldout_qc_cv_median",13.3577279134429,"lower",2488,"percent","","mtbls79","winn_auto_qc","WiNN auto (QC)","MTBLS79"
"heldout_qc_cv_sd",9.84750229453242,"lower",2488,"percent","","mtbls79","winn_auto_qc","WiNN auto (QC)","MTBLS79"
"metabolite_icc_a1_median",0.679806955877126,"higher",2488,"ICC(A,1)","","mtbls79","winn_auto_qc","WiNN auto (QC)","MTBLS79"
"residual_ljung_box_proportion_significant",0.000904340836012862,"lower",19904,"proportion","","mtbls79","winn_auto_qc","WiNN auto (QC)","MTBLS79"
"residual_run_order_gam_mean_deviance",0.139680203207515,"lower",19904,"proportion","","mtbls79","winn_auto_qc","WiNN auto (QC)","MTBLS79"
"residual_run_order_gam_sd_deviance",0.167337476114896,"lower",19904,"proportion","","mtbls79","winn_auto_qc","WiNN auto (QC)","MTBLS79"
"retained_features",2488,"higher",2488,"features","","mtbls79","winn_auto_qc","WiNN auto (QC)","MTBLS79"
"retained_samples",172,"higher",172,"samples","","mtbls79","winn_auto_qc","WiNN auto (QC)","MTBLS79"
"runtime_sec",16.819,"lower",1,"seconds","measured method execution in frozen release","mtbls79","winn_auto_qc","WiNN auto (QC)","MTBLS79"
"sample_replicate_pearson_median",0.976073321117563,"higher",20,"correlation","","mtbls79","winn_auto_qc","WiNN auto (QC)","MTBLS79"
"batch_features_corrected",1905,"descriptive",2488,"features","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","MTBLS79"
"batch_weighted_pc_r2_categorical",0.0244132144404738,"lower",134,"weighted R-squared","Batch is explicitly categorical.","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","MTBLS79"
"biological_associated_features",988,"context",2488,"features","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","MTBLS79"
"biological_weighted_pc_r2",0.46596793443404,"higher",134,"weighted R-squared","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","MTBLS79"
"drift_features_corrected",730,"descriptive",2488,"features","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","MTBLS79"
"drift_profiles_corrected",788,"descriptive",19904,"profiles","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","MTBLS79"
"heldout_qc_cv_mean",17.2970798365999,"lower",2488,"percent","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","MTBLS79"
"heldout_qc_cv_median",14.2971293359206,"lower",2488,"percent","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","MTBLS79"
"heldout_qc_cv_sd",11.2555722993131,"lower",2488,"percent","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","MTBLS79"
"metabolite_icc_a1_median",0.660705737960497,"higher",2488,"ICC(A,1)","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","MTBLS79"
"residual_ljung_box_proportion_significant",0.0010048231511254,"lower",19904,"proportion","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","MTBLS79"
"residual_run_order_gam_mean_deviance",0.137855571136823,"lower",19904,"proportion","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","MTBLS79"
"residual_run_order_gam_sd_deviance",0.167584188997046,"lower",19904,"proportion","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","MTBLS79"
"retained_features",2488,"higher",2488,"features","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","MTBLS79"
"retained_samples",172,"higher",172,"samples","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","MTBLS79"
"runtime_sec",20.851,"lower",1,"seconds","measured method execution in frozen release","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","MTBLS79"
"sample_replicate_pearson_median",0.973559682269081,"higher",20,"correlation","","mtbls79","winn_auto_batch_qc","WiNN auto-batch (QC)","MTBLS79"
"batch_features_corrected",1860,"descriptive",2488,"features","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","MTBLS79"
"batch_weighted_pc_r2_categorical",0.0108480104370861,"lower",134,"weighted R-squared","Batch is explicitly categorical.","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","MTBLS79"
"biological_associated_features",1013,"context",2488,"features","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","MTBLS79"
"biological_weighted_pc_r2",0.471479113913378,"higher",134,"weighted R-squared","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","MTBLS79"
"drift_features_corrected",40,"descriptive",2488,"features","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","MTBLS79"
"drift_profiles_corrected",52,"descriptive",19904,"profiles","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","MTBLS79"
"heldout_qc_cv_mean",16.6785376235596,"lower",2488,"percent","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","MTBLS79"
"heldout_qc_cv_median",14.2477224431198,"lower",2488,"percent","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","MTBLS79"
"heldout_qc_cv_sd",9.84009169616315,"lower",2488,"percent","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","MTBLS79"
"metabolite_icc_a1_median",0.674414477673406,"higher",2488,"ICC(A,1)","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","MTBLS79"
"residual_ljung_box_proportion_significant",0.00221061093247588,"lower",19904,"proportion","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","MTBLS79"
"residual_run_order_gam_mean_deviance",0.140078697278888,"lower",19904,"proportion","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","MTBLS79"
"residual_run_order_gam_sd_deviance",0.168153066112504,"lower",19904,"proportion","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","MTBLS79"
"retained_features",2488,"higher",2488,"features","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","MTBLS79"
"retained_samples",172,"higher",172,"samples","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","MTBLS79"
"runtime_sec",9.034,"lower",1,"seconds","measured method execution in frozen release","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","MTBLS79"
"sample_replicate_pearson_median",0.975436813944675,"higher",20,"correlation","","mtbls79","winn_fixed_no_qc","WiNN fixed default (no QC)","MTBLS79"
"batch_features_corrected",1526,"descriptive",1594,"features","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","Clinical FIA-MS"
"batch_weighted_pc_r2_categorical",0.00218809939109416,"lower",536,"weighted R-squared","Batch is explicitly categorical.","clinical_fiams","winn_auto_qc","WiNN auto (QC)","Clinical FIA-MS"
"biological_weighted_pc_r2",0.820814794712933,"higher",536,"weighted R-squared","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","Clinical FIA-MS"
"drift_features_corrected",1076,"descriptive",1594,"features","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","Clinical FIA-MS"
"drift_profiles_corrected",1531,"descriptive",12752,"profiles","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","Clinical FIA-MS"
"feature_repeatability_ratio_median",0.676814503051903,"higher",1594,"repeatability ratio","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","Clinical FIA-MS"
"genuine_replicate_icc_median",0.990720060604579,"higher",267,"ICC(A,1)","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","Clinical FIA-MS"
"heldout_qc_cv_mean",10.9567695269855,"lower",1594,"percent","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","Clinical FIA-MS"
"heldout_qc_cv_median",9.71924520173299,"lower",1594,"percent","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","Clinical FIA-MS"
"heldout_qc_cv_sd",4.67929582667416,"lower",1594,"percent","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","Clinical FIA-MS"
"residual_ljung_box_proportion_significant",0.123902132998745,"lower",12752,"proportion","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","Clinical FIA-MS"
"residual_run_order_gam_mean_deviance",0.082932682096861,"lower",12752,"proportion","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","Clinical FIA-MS"
"residual_run_order_gam_sd_deviance",0.0847480021248508,"lower",12752,"proportion","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","Clinical FIA-MS"
"retained_features",1594,"higher",1594,"features","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","Clinical FIA-MS"
"retained_samples",660,"higher",660,"samples","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","Clinical FIA-MS"
"runtime_sec",28.834,"lower",1,"seconds","measured method execution in frozen release","clinical_fiams","winn_auto_qc","WiNN auto (QC)","Clinical FIA-MS"
"sample_replicate_pearson_median",0.990847998063996,"higher",267,"correlation","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","Clinical FIA-MS"
"batch_features_corrected",841,"descriptive",1594,"features","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","Clinical FIA-MS"
"batch_weighted_pc_r2_categorical",0.00698232019049261,"lower",536,"weighted R-squared","Batch is explicitly categorical.","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","Clinical FIA-MS"
"biological_weighted_pc_r2",0.808935545781455,"higher",536,"weighted R-squared","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","Clinical FIA-MS"
"drift_features_corrected",1526,"descriptive",1594,"features","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","Clinical FIA-MS"
"drift_profiles_corrected",2664,"descriptive",12752,"profiles","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","Clinical FIA-MS"
"feature_repeatability_ratio_median",0.67265435278078,"higher",1594,"repeatability ratio","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","Clinical FIA-MS"
"genuine_replicate_icc_median",0.990850928299843,"higher",267,"ICC(A,1)","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","Clinical FIA-MS"
"heldout_qc_cv_mean",11.0300999455018,"lower",1594,"percent","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","Clinical FIA-MS"
"heldout_qc_cv_median",9.88590300486493,"lower",1594,"percent","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","Clinical FIA-MS"
"heldout_qc_cv_sd",4.52008444917668,"lower",1594,"percent","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","Clinical FIA-MS"
"residual_ljung_box_proportion_significant",0.109002509410289,"lower",12752,"proportion","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","Clinical FIA-MS"
"residual_run_order_gam_mean_deviance",0.0752175087682554,"lower",12752,"proportion","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","Clinical FIA-MS"
"residual_run_order_gam_sd_deviance",0.0851198047833204,"lower",12752,"proportion","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","Clinical FIA-MS"
"retained_features",1594,"higher",1594,"features","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","Clinical FIA-MS"
"retained_samples",660,"higher",660,"samples","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","Clinical FIA-MS"
"runtime_sec",32.663,"lower",1,"seconds","measured method execution in frozen release","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","Clinical FIA-MS"
"sample_replicate_pearson_median",0.990988516405754,"higher",267,"correlation","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","Clinical FIA-MS"
"batch_features_corrected",1506,"descriptive",1594,"features","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"batch_weighted_pc_r2_categorical",0.00205430716992057,"lower",536,"weighted R-squared","Batch is explicitly categorical.","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"biological_weighted_pc_r2",0.799363081954994,"higher",536,"weighted R-squared","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"drift_features_corrected",1300,"descriptive",1594,"features","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"drift_profiles_corrected",2297,"descriptive",12752,"profiles","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"feature_repeatability_ratio_median",0.659272129860823,"higher",1594,"repeatability ratio","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"genuine_replicate_icc_median",0.989834812702034,"higher",267,"ICC(A,1)","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"heldout_qc_cv_mean",12.4044092100879,"lower",1594,"percent","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"heldout_qc_cv_median",11.0959804156287,"lower",1594,"percent","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"heldout_qc_cv_sd",5.42898031411995,"lower",1594,"percent","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"residual_ljung_box_proportion_significant",0.0997490589711418,"lower",12752,"proportion","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"residual_run_order_gam_mean_deviance",0.0727686471322973,"lower",12752,"proportion","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"residual_run_order_gam_sd_deviance",0.0789910500858729,"lower",12752,"proportion","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"retained_features",1594,"higher",1594,"features","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"retained_samples",660,"higher",660,"samples","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"runtime_sec",10.922,"lower",1,"seconds","measured method execution in frozen release","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"sample_replicate_pearson_median",0.990747863696587,"higher",267,"correlation","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"batch_features_corrected",194,"descriptive",199,"features","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.000566990241618206,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"biological_associated_features",197,"context",199,"features","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"biological_weighted_pc_r2",0.843276697598098,"higher",710,"weighted R-squared","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"drift_features_corrected",133,"descriptive",199,"features","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"drift_profiles_corrected",323,"descriptive",1990,"profiles","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.701627398908381,"higher",199,"repeatability ratio","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"genuine_replicate_icc_median",0.956281228043333,"higher",352,"ICC(A,1)","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"heldout_qc_cv_mean",23.9030303379891,"lower",199,"percent","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"heldout_qc_cv_median",19.7204351703675,"lower",199,"percent","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"heldout_qc_cv_sd",16.7576614244521,"lower",199,"percent","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.00603015075376884,"lower",1990,"proportion","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.0464906510990335,"lower",1990,"proportion","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.056344057207169,"lower",1990,"proportion","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"runtime_sec",5.721,"lower",1,"seconds","measured method execution in frozen release","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"sample_replicate_pearson_median",0.956455981699553,"higher",352,"correlation","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"batch_features_corrected",191,"descriptive",199,"features","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.0125324272970689,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"biological_associated_features",198,"context",199,"features","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"biological_weighted_pc_r2",0.832337531674397,"higher",710,"weighted R-squared","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"drift_features_corrected",176,"descriptive",199,"features","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"drift_profiles_corrected",424,"descriptive",1990,"profiles","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.697962844257478,"higher",199,"repeatability ratio","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"genuine_replicate_icc_median",0.955033829071577,"higher",352,"ICC(A,1)","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"heldout_qc_cv_mean",24.8748188818013,"lower",199,"percent","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"heldout_qc_cv_median",20.5204225640726,"lower",199,"percent","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"heldout_qc_cv_sd",16.9641238139339,"lower",199,"percent","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.0170854271356784,"lower",1990,"proportion","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.0465432932186145,"lower",1990,"proportion","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.0822037526755366,"lower",1990,"proportion","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"runtime_sec",6.761,"lower",1,"seconds","measured method execution in frozen release","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"sample_replicate_pearson_median",0.955530543368313,"higher",352,"correlation","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"batch_features_corrected",195,"descriptive",199,"features","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.000567147968917397,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"biological_associated_features",197,"context",199,"features","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
