"metric","value","direction","denominator","units","notes","dataset_key","method_id","method","seed_id"
"drift_features_corrected",649,"descriptive",1000,"features","","simulation","G_SS","selective/selective","SIM02"
"batch_features_corrected",705,"descriptive",1000,"features","","simulation","G_SS","selective/selective","SIM02"
"truth_metabolite_profile_icc_mean",0.91822667604616,"higher",1000,"ICC(A,1)","","simulation","G_SS","selective/selective","SIM02"
"truth_sample_profile_pearson_mean",0.919320721321823,"higher",450,"correlation","","simulation","G_SS","selective/selective","SIM02"
"truth_log1p_rmse",0.0742868926228712,"lower",450000,"log1p intensity","","simulation","G_SS","selective/selective","SIM02"
"heldout_qc_cv_mean",11.2116241957924,"lower",1000,"percent","","simulation","G_AS","all/selective","SIM02"
"heldout_qc_cv_sd",5.30415724485007,"lower",1000,"percent","","simulation","G_AS","all/selective","SIM02"
"heldout_qc_cv_median",10.0139258804884,"lower",1000,"percent","","simulation","G_AS","all/selective","SIM02"
"residual_run_order_gam_mean_deviance",0.000796650842314227,"lower",5000,"proportion","","simulation","G_AS","all/selective","SIM02"
"residual_run_order_gam_sd_deviance",0.00320857424567895,"lower",5000,"proportion","","simulation","G_AS","all/selective","SIM02"
"residual_ljung_box_proportion_significant",0.0122,"lower",5000,"proportion","","simulation","G_AS","all/selective","SIM02"
"batch_weighted_pc_r2_categorical",0.000938140453139789,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","G_AS","all/selective","SIM02"
"retained_features",1000,"higher",1000,"features","","simulation","G_AS","all/selective","SIM02"
"retained_samples",500,"higher",500,"samples","","simulation","G_AS","all/selective","SIM02"
"runtime_sec",15.274,"lower",1,"seconds","","simulation","G_AS","all/selective","SIM02"
"drift_profiles_corrected",5000,"descriptive",5000,"profiles","","simulation","G_AS","all/selective","SIM02"
"drift_features_corrected",1000,"descriptive",1000,"features","","simulation","G_AS","all/selective","SIM02"
"batch_features_corrected",707,"descriptive",1000,"features","","simulation","G_AS","all/selective","SIM02"
"truth_metabolite_profile_icc_mean",0.906204605289765,"higher",1000,"ICC(A,1)","","simulation","G_AS","all/selective","SIM02"
"truth_sample_profile_pearson_mean",0.907991036663766,"higher",450,"correlation","","simulation","G_AS","all/selective","SIM02"
"truth_log1p_rmse",0.0780582246323974,"lower",450000,"log1p intensity","","simulation","G_AS","all/selective","SIM02"
"heldout_qc_cv_mean",9.43297457426579,"lower",1000,"percent","","simulation","G_SA","selective/all","SIM02"
"heldout_qc_cv_sd",6.17139425215163,"lower",1000,"percent","","simulation","G_SA","selective/all","SIM02"
"heldout_qc_cv_median",8.02455778757135,"lower",1000,"percent","","simulation","G_SA","selective/all","SIM02"
"residual_run_order_gam_mean_deviance",0.0212577725468103,"lower",5000,"proportion","","simulation","G_SA","selective/all","SIM02"
"residual_run_order_gam_sd_deviance",0.0357384078257813,"lower",5000,"proportion","","simulation","G_SA","selective/all","SIM02"
"residual_ljung_box_proportion_significant",0.0044,"lower",5000,"proportion","","simulation","G_SA","selective/all","SIM02"
"batch_weighted_pc_r2_categorical",0.00018917184049508,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","G_SA","selective/all","SIM02"
"retained_features",1000,"higher",1000,"features","","simulation","G_SA","selective/all","SIM02"
"retained_samples",500,"higher",500,"samples","","simulation","G_SA","selective/all","SIM02"
"runtime_sec",6.97,"lower",1,"seconds","","simulation","G_SA","selective/all","SIM02"
"drift_profiles_corrected",1459,"descriptive",5000,"profiles","","simulation","G_SA","selective/all","SIM02"
"drift_features_corrected",649,"descriptive",1000,"features","","simulation","G_SA","selective/all","SIM02"
"batch_features_corrected",1000,"descriptive",1000,"features","","simulation","G_SA","selective/all","SIM02"
"truth_metabolite_profile_icc_mean",0.917257452150145,"higher",1000,"ICC(A,1)","","simulation","G_SA","selective/all","SIM02"
"truth_sample_profile_pearson_mean",0.918328080798937,"higher",450,"correlation","","simulation","G_SA","selective/all","SIM02"
"truth_log1p_rmse",0.0746723272808705,"lower",450000,"log1p intensity","","simulation","G_SA","selective/all","SIM02"
"heldout_qc_cv_mean",11.3428163532053,"lower",1000,"percent","","simulation","G_AA","all/all","SIM02"
"heldout_qc_cv_sd",5.29154343576131,"lower",1000,"percent","","simulation","G_AA","all/all","SIM02"
"heldout_qc_cv_median",10.3215187837184,"lower",1000,"percent","","simulation","G_AA","all/all","SIM02"
"residual_run_order_gam_mean_deviance",0.000797449033982749,"lower",5000,"proportion","","simulation","G_AA","all/all","SIM02"
"residual_run_order_gam_sd_deviance",0.00320930990044767,"lower",5000,"proportion","","simulation","G_AA","all/all","SIM02"
"residual_ljung_box_proportion_significant",0.0122,"lower",5000,"proportion","","simulation","G_AA","all/all","SIM02"
"batch_weighted_pc_r2_categorical",0.000121105245101806,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","G_AA","all/all","SIM02"
"retained_features",1000,"higher",1000,"features","","simulation","G_AA","all/all","SIM02"
"retained_samples",500,"higher",500,"samples","","simulation","G_AA","all/all","SIM02"
"runtime_sec",15.722,"lower",1,"seconds","","simulation","G_AA","all/all","SIM02"
"drift_profiles_corrected",5000,"descriptive",5000,"profiles","","simulation","G_AA","all/all","SIM02"
"drift_features_corrected",1000,"descriptive",1000,"features","","simulation","G_AA","all/all","SIM02"
"batch_features_corrected",1000,"descriptive",1000,"features","","simulation","G_AA","all/all","SIM02"
"truth_metabolite_profile_icc_mean",0.90524028844811,"higher",1000,"ICC(A,1)","","simulation","G_AA","all/all","SIM02"
"truth_sample_profile_pearson_mean",0.907011343525634,"higher",450,"correlation","","simulation","G_AA","all/all","SIM02"
"truth_log1p_rmse",0.0784032483228111,"lower",450000,"log1p intensity","","simulation","G_AA","all/all","SIM02"
"heldout_qc_cv_mean",45.3978250493888,"lower",1000,"percent","","simulation","C0_RAW","Raw","SIM03"
"heldout_qc_cv_sd",32.4350416307392,"lower",1000,"percent","","simulation","C0_RAW","Raw","SIM03"
"heldout_qc_cv_median",43.8324936074846,"lower",1000,"percent","","simulation","C0_RAW","Raw","SIM03"
"residual_run_order_gam_mean_deviance",0.127101627479104,"lower",5000,"proportion","","simulation","C0_RAW","Raw","SIM03"
"residual_run_order_gam_sd_deviance",0.195972995897499,"lower",5000,"proportion","","simulation","C0_RAW","Raw","SIM03"
"residual_ljung_box_proportion_significant",0.2444,"lower",5000,"proportion","","simulation","C0_RAW","Raw","SIM03"
"batch_weighted_pc_r2_categorical",0.962280227771194,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","C0_RAW","Raw","SIM03"
"retained_features",1000,"higher",1000,"features","","simulation","C0_RAW","Raw","SIM03"
"retained_samples",500,"higher",500,"samples","","simulation","C0_RAW","Raw","SIM03"
"runtime_sec",0,"lower",1,"seconds","","simulation","C0_RAW","Raw","SIM03"
"drift_profiles_corrected",,"descriptive",5000,"profiles","","simulation","C0_RAW","Raw","SIM03"
"drift_features_corrected",,"descriptive",1000,"features","","simulation","C0_RAW","Raw","SIM03"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","C0_RAW","Raw","SIM03"
"truth_metabolite_profile_icc_mean",0.589126836225825,"higher",1000,"ICC(A,1)","","simulation","C0_RAW","Raw","SIM03"
"truth_sample_profile_pearson_mean",0.513319176839328,"higher",450,"correlation","","simulation","C0_RAW","Raw","SIM03"
"truth_log1p_rmse",0.296671614858162,"lower",450000,"log1p intensity","","simulation","C0_RAW","Raw","SIM03"
"heldout_qc_cv_mean",41.8817070140062,"lower",1000,"percent","","simulation","C1_OUTLIER","Outlier","SIM03"
"heldout_qc_cv_sd",26.9233774867271,"lower",1000,"percent","","simulation","C1_OUTLIER","Outlier","SIM03"
"heldout_qc_cv_median",42.9295894554209,"lower",1000,"percent","","simulation","C1_OUTLIER","Outlier","SIM03"
"residual_run_order_gam_mean_deviance",0.127458299379363,"lower",5000,"proportion","","simulation","C1_OUTLIER","Outlier","SIM03"
"residual_run_order_gam_sd_deviance",0.197549614528938,"lower",5000,"proportion","","simulation","C1_OUTLIER","Outlier","SIM03"
"residual_ljung_box_proportion_significant",0.2424,"lower",5000,"proportion","","simulation","C1_OUTLIER","Outlier","SIM03"
"batch_weighted_pc_r2_categorical",0.963277839643851,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","C1_OUTLIER","Outlier","SIM03"
"retained_features",1000,"higher",1000,"features","","simulation","C1_OUTLIER","Outlier","SIM03"
"retained_samples",500,"higher",500,"samples","","simulation","C1_OUTLIER","Outlier","SIM03"
"runtime_sec",0.256,"lower",1,"seconds","","simulation","C1_OUTLIER","Outlier","SIM03"
"drift_profiles_corrected",,"descriptive",5000,"profiles","","simulation","C1_OUTLIER","Outlier","SIM03"
"drift_features_corrected",,"descriptive",1000,"features","","simulation","C1_OUTLIER","Outlier","SIM03"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","C1_OUTLIER","Outlier","SIM03"
"truth_metabolite_profile_icc_mean",0.596680981153466,"higher",1000,"ICC(A,1)","","simulation","C1_OUTLIER","Outlier","SIM03"
"truth_sample_profile_pearson_mean",0.541613506751959,"higher",450,"correlation","","simulation","C1_OUTLIER","Outlier","SIM03"
"truth_log1p_rmse",0.2557228483617,"lower",450000,"log1p intensity","","simulation","C1_OUTLIER","Outlier","SIM03"
"heldout_qc_cv_mean",38.1796996176649,"lower",1000,"percent","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM03"
"heldout_qc_cv_sd",27.7488914193389,"lower",1000,"percent","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM03"
"heldout_qc_cv_median",40.1224675860563,"lower",1000,"percent","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM03"
"residual_run_order_gam_mean_deviance",0.0213022966505099,"lower",5000,"proportion","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM03"
"residual_run_order_gam_sd_deviance",0.0345896286448126,"lower",5000,"proportion","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM03"
"residual_ljung_box_proportion_significant",0.007,"lower",5000,"proportion","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM03"
"batch_weighted_pc_r2_categorical",0.988628280313025,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM03"
"retained_features",1000,"higher",1000,"features","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM03"
"retained_samples",500,"higher",500,"samples","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM03"
"runtime_sec",5.255,"lower",1,"seconds","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM03"
"drift_profiles_corrected",1406,"descriptive",5000,"profiles","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM03"
"drift_features_corrected",641,"descriptive",1000,"features","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM03"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM03"
"truth_metabolite_profile_icc_mean",0.632496052933253,"higher",1000,"ICC(A,1)","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM03"
"truth_sample_profile_pearson_mean",0.552679346958849,"higher",450,"correlation","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM03"
"truth_log1p_rmse",0.244389359267828,"lower",450000,"log1p intensity","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM03"
"heldout_qc_cv_mean",8.74467176482345,"lower",1000,"percent","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM03"
"heldout_qc_cv_sd",6.39877497520399,"lower",1000,"percent","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM03"
"heldout_qc_cv_median",8.03418621153419,"lower",1000,"percent","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM03"
"residual_run_order_gam_mean_deviance",0.0213022966505099,"lower",5000,"proportion","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM03"
"residual_run_order_gam_sd_deviance",0.0345896286448126,"lower",5000,"proportion","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM03"
"residual_ljung_box_proportion_significant",0.007,"lower",5000,"proportion","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM03"
"batch_weighted_pc_r2_categorical",0.000694872302359098,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM03"
"retained_features",1000,"higher",1000,"features","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM03"
"retained_samples",500,"higher",500,"samples","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM03"
"runtime_sec",6.797,"lower",1,"seconds","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM03"
"drift_profiles_corrected",1406,"descriptive",5000,"profiles","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM03"
"drift_features_corrected",641,"descriptive",1000,"features","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM03"
"batch_features_corrected",692,"descriptive",1000,"features","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM03"
"truth_metabolite_profile_icc_mean",0.922046752581547,"higher",1000,"ICC(A,1)","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM03"
"truth_sample_profile_pearson_mean",0.920878145989864,"higher",450,"correlation","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM03"
"truth_log1p_rmse",0.0731292683538744,"lower",450000,"log1p intensity","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM03"
"heldout_qc_cv_mean",8.74467176482345,"lower",1000,"percent","","simulation","C4_FULL_FIXED","+ PQN","SIM03"
"heldout_qc_cv_sd",6.39877497520399,"lower",1000,"percent","","simulation","C4_FULL_FIXED","+ PQN","SIM03"
"heldout_qc_cv_median",8.03418621153419,"lower",1000,"percent","","simulation","C4_FULL_FIXED","+ PQN","SIM03"
"residual_run_order_gam_mean_deviance",0.0213438612364564,"lower",5000,"proportion","","simulation","C4_FULL_FIXED","+ PQN","SIM03"
"residual_run_order_gam_sd_deviance",0.0346228532488215,"lower",5000,"proportion","","simulation","C4_FULL_FIXED","+ PQN","SIM03"
"residual_ljung_box_proportion_significant",0.007,"lower",5000,"proportion","","simulation","C4_FULL_FIXED","+ PQN","SIM03"
"batch_weighted_pc_r2_categorical",0.00068104865188373,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","C4_FULL_FIXED","+ PQN","SIM03"
"retained_features",1000,"higher",1000,"features","","simulation","C4_FULL_FIXED","+ PQN","SIM03"
"retained_samples",500,"higher",500,"samples","","simulation","C4_FULL_FIXED","+ PQN","SIM03"
"runtime_sec",7.364,"lower",1,"seconds","","simulation","C4_FULL_FIXED","+ PQN","SIM03"
"drift_profiles_corrected",1406,"descriptive",5000,"profiles","","simulation","C4_FULL_FIXED","+ PQN","SIM03"
"drift_features_corrected",641,"descriptive",1000,"features","","simulation","C4_FULL_FIXED","+ PQN","SIM03"
"batch_features_corrected",692,"descriptive",1000,"features","","simulation","C4_FULL_FIXED","+ PQN","SIM03"
"truth_metabolite_profile_icc_mean",0.92196663424219,"higher",1000,"ICC(A,1)","","simulation","C4_FULL_FIXED","+ PQN","SIM03"
"truth_sample_profile_pearson_mean",0.920878251094504,"higher",450,"correlation","","simulation","C4_FULL_FIXED","+ PQN","SIM03"
"truth_log1p_rmse",0.0731452104192044,"lower",450000,"log1p intensity","","simulation","C4_FULL_FIXED","+ PQN","SIM03"
"heldout_qc_cv_mean",8.74467176482345,"lower",1000,"percent","","simulation","G_SS","selective/selective","SIM03"
"heldout_qc_cv_sd",6.39877497520399,"lower",1000,"percent","","simulation","G_SS","selective/selective","SIM03"
"heldout_qc_cv_median",8.03418621153419,"lower",1000,"percent","","simulation","G_SS","selective/selective","SIM03"
"residual_run_order_gam_mean_deviance",0.0213438612364564,"lower",5000,"proportion","","simulation","G_SS","selective/selective","SIM03"
"residual_run_order_gam_sd_deviance",0.0346228532488215,"lower",5000,"proportion","","simulation","G_SS","selective/selective","SIM03"
"residual_ljung_box_proportion_significant",0.007,"lower",5000,"proportion","","simulation","G_SS","selective/selective","SIM03"
"batch_weighted_pc_r2_categorical",0.00068104865188373,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","G_SS","selective/selective","SIM03"
"retained_features",1000,"higher",1000,"features","","simulation","G_SS","selective/selective","SIM03"
"retained_samples",500,"higher",500,"samples","","simulation","G_SS","selective/selective","SIM03"
"runtime_sec",7.364,"lower",1,"seconds","","simulation","G_SS","selective/selective","SIM03"
"drift_profiles_corrected",1406,"descriptive",5000,"profiles","","simulation","G_SS","selective/selective","SIM03"
"drift_features_corrected",641,"descriptive",1000,"features","","simulation","G_SS","selective/selective","SIM03"
"batch_features_corrected",692,"descriptive",1000,"features","","simulation","G_SS","selective/selective","SIM03"
"truth_metabolite_profile_icc_mean",0.92196663424219,"higher",1000,"ICC(A,1)","","simulation","G_SS","selective/selective","SIM03"
"truth_sample_profile_pearson_mean",0.920878251094504,"higher",450,"correlation","","simulation","G_SS","selective/selective","SIM03"
"truth_log1p_rmse",0.0731452104192044,"lower",450000,"log1p intensity","","simulation","G_SS","selective/selective","SIM03"
"heldout_qc_cv_mean",11.1983730965468,"lower",1000,"percent","","simulation","G_AS","all/selective","SIM03"
"heldout_qc_cv_sd",5.25767374385642,"lower",1000,"percent","","simulation","G_AS","all/selective","SIM03"
"heldout_qc_cv_median",10.1081043807533,"lower",1000,"percent","","simulation","G_AS","all/selective","SIM03"
"residual_run_order_gam_mean_deviance",0.00075861883767736,"lower",5000,"proportion","","simulation","G_AS","all/selective","SIM03"
"residual_run_order_gam_sd_deviance",0.00206299242900785,"lower",5000,"proportion","","simulation","G_AS","all/selective","SIM03"
"residual_ljung_box_proportion_significant",0.0142,"lower",5000,"proportion","","simulation","G_AS","all/selective","SIM03"
"batch_weighted_pc_r2_categorical",0.000950419971564147,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","G_AS","all/selective","SIM03"
"retained_features",1000,"higher",1000,"features","","simulation","G_AS","all/selective","SIM03"
"retained_samples",500,"higher",500,"samples","","simulation","G_AS","all/selective","SIM03"
"runtime_sec",15.397,"lower",1,"seconds","","simulation","G_AS","all/selective","SIM03"
"drift_profiles_corrected",5000,"descriptive",5000,"profiles","","simulation","G_AS","all/selective","SIM03"
"drift_features_corrected",1000,"descriptive",1000,"features","","simulation","G_AS","all/selective","SIM03"
"batch_features_corrected",692,"descriptive",1000,"features","","simulation","G_AS","all/selective","SIM03"
"truth_metabolite_profile_icc_mean",0.909426822232142,"higher",1000,"ICC(A,1)","","simulation","G_AS","all/selective","SIM03"
"truth_sample_profile_pearson_mean",0.909048337411183,"higher",450,"correlation","","simulation","G_AS","all/selective","SIM03"
"truth_log1p_rmse",0.0771751126475367,"lower",450000,"log1p intensity","","simulation","G_AS","all/selective","SIM03"
"heldout_qc_cv_mean",9.14630345837142,"lower",1000,"percent","","simulation","G_SA","selective/all","SIM03"
"heldout_qc_cv_sd",5.96477613856288,"lower",1000,"percent","","simulation","G_SA","selective/all","SIM03"
"heldout_qc_cv_median",8.07640704634819,"lower",1000,"percent","","simulation","G_SA","selective/all","SIM03"
"residual_run_order_gam_mean_deviance",0.021339121756111,"lower",5000,"proportion","","simulation","G_SA","selective/all","SIM03"
"residual_run_order_gam_sd_deviance",0.0346246490073996,"lower",5000,"proportion","","simulation","G_SA","selective/all","SIM03"
"residual_ljung_box_proportion_significant",0.007,"lower",5000,"proportion","","simulation","G_SA","selective/all","SIM03"
"batch_weighted_pc_r2_categorical",4.57133167911249e-05,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","G_SA","selective/all","SIM03"
"retained_features",1000,"higher",1000,"features","","simulation","G_SA","selective/all","SIM03"
"retained_samples",500,"higher",500,"samples","","simulation","G_SA","selective/all","SIM03"
"runtime_sec",6.878,"lower",1,"seconds","","simulation","G_SA","selective/all","SIM03"
"drift_profiles_corrected",1406,"descriptive",5000,"profiles","","simulation","G_SA","selective/all","SIM03"
"drift_features_corrected",641,"descriptive",1000,"features","","simulation","G_SA","selective/all","SIM03"
"batch_features_corrected",1000,"descriptive",1000,"features","","simulation","G_SA","selective/all","SIM03"
"truth_metabolite_profile_icc_mean",0.921024450232845,"higher",1000,"ICC(A,1)","","simulation","G_SA","selective/all","SIM03"
"truth_sample_profile_pearson_mean",0.919906025120044,"higher",450,"correlation","","simulation","G_SA","selective/all","SIM03"
"truth_log1p_rmse",0.073521168496006,"lower",450000,"log1p intensity","","simulation","G_SA","selective/all","SIM03"
"heldout_qc_cv_mean",11.2986634180329,"lower",1000,"percent","","simulation","G_AA","all/all","SIM03"
"heldout_qc_cv_sd",5.19866371678686,"lower",1000,"percent","","simulation","G_AA","all/all","SIM03"
"heldout_qc_cv_median",10.286552859295,"lower",1000,"percent","","simulation","G_AA","all/all","SIM03"
"residual_run_order_gam_mean_deviance",0.000757167471504539,"lower",5000,"proportion","","simulation","G_AA","all/all","SIM03"
"residual_run_order_gam_sd_deviance",0.00206601120345065,"lower",5000,"proportion","","simulation","G_AA","all/all","SIM03"
"residual_ljung_box_proportion_significant",0.0142,"lower",5000,"proportion","","simulation","G_AA","all/all","SIM03"
"batch_weighted_pc_r2_categorical",5.88808133361638e-05,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","G_AA","all/all","SIM03"
"retained_features",1000,"higher",1000,"features","","simulation","G_AA","all/all","SIM03"
"retained_samples",500,"higher",500,"samples","","simulation","G_AA","all/all","SIM03"
"runtime_sec",15.826,"lower",1,"seconds","","simulation","G_AA","all/all","SIM03"
"drift_profiles_corrected",5000,"descriptive",5000,"profiles","","simulation","G_AA","all/all","SIM03"
"drift_features_corrected",1000,"descriptive",1000,"features","","simulation","G_AA","all/all","SIM03"
"batch_features_corrected",1000,"descriptive",1000,"features","","simulation","G_AA","all/all","SIM03"
"truth_metabolite_profile_icc_mean",0.908459052801652,"higher",1000,"ICC(A,1)","","simulation","G_AA","all/all","SIM03"
"truth_sample_profile_pearson_mean",0.908065639714874,"higher",450,"correlation","","simulation","G_AA","all/all","SIM03"
"truth_log1p_rmse",0.0775192833097724,"lower",450000,"log1p intensity","","simulation","G_AA","all/all","SIM03"
"heldout_qc_cv_mean",44.4829301439678,"lower",1000,"percent","","simulation","C0_RAW","Raw","SIM04"
"heldout_qc_cv_sd",30.1981686175231,"lower",1000,"percent","","simulation","C0_RAW","Raw","SIM04"
"heldout_qc_cv_median",43.0178459736734,"lower",1000,"percent","","simulation","C0_RAW","Raw","SIM04"
"residual_run_order_gam_mean_deviance",0.128999212207027,"lower",5000,"proportion","","simulation","C0_RAW","Raw","SIM04"
"residual_run_order_gam_sd_deviance",0.196120206114209,"lower",5000,"proportion","","simulation","C0_RAW","Raw","SIM04"
"residual_ljung_box_proportion_significant",0.2542,"lower",5000,"proportion","","simulation","C0_RAW","Raw","SIM04"
"batch_weighted_pc_r2_categorical",0.963672277422109,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","C0_RAW","Raw","SIM04"
"retained_features",1000,"higher",1000,"features","","simulation","C0_RAW","Raw","SIM04"
"retained_samples",500,"higher",500,"samples","","simulation","C0_RAW","Raw","SIM04"
"runtime_sec",0,"lower",1,"seconds","","simulation","C0_RAW","Raw","SIM04"
"drift_profiles_corrected",,"descriptive",5000,"profiles","","simulation","C0_RAW","Raw","SIM04"
"drift_features_corrected",,"descriptive",1000,"features","","simulation","C0_RAW","Raw","SIM04"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","C0_RAW","Raw","SIM04"
"truth_metabolite_profile_icc_mean",0.583460354029746,"higher",1000,"ICC(A,1)","","simulation","C0_RAW","Raw","SIM04"
"truth_sample_profile_pearson_mean",0.527958759118997,"higher",450,"correlation","","simulation","C0_RAW","Raw","SIM04"
"truth_log1p_rmse",0.28712493486875,"lower",450000,"log1p intensity","","simulation","C0_RAW","Raw","SIM04"
"heldout_qc_cv_mean",41.6432743535276,"lower",1000,"percent","","simulation","C1_OUTLIER","Outlier","SIM04"
"heldout_qc_cv_sd",25.3022466030015,"lower",1000,"percent","","simulation","C1_OUTLIER","Outlier","SIM04"
"heldout_qc_cv_median",42.2172499255813,"lower",1000,"percent","","simulation","C1_OUTLIER","Outlier","SIM04"
"residual_run_order_gam_mean_deviance",0.129392930376925,"lower",5000,"proportion","","simulation","C1_OUTLIER","Outlier","SIM04"
"residual_run_order_gam_sd_deviance",0.197518263111437,"lower",5000,"proportion","","simulation","C1_OUTLIER","Outlier","SIM04"
"residual_ljung_box_proportion_significant",0.251,"lower",5000,"proportion","","simulation","C1_OUTLIER","Outlier","SIM04"
"batch_weighted_pc_r2_categorical",0.964586366202905,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","C1_OUTLIER","Outlier","SIM04"
"retained_features",1000,"higher",1000,"features","","simulation","C1_OUTLIER","Outlier","SIM04"
"retained_samples",500,"higher",500,"samples","","simulation","C1_OUTLIER","Outlier","SIM04"
"runtime_sec",0.226,"lower",1,"seconds","","simulation","C1_OUTLIER","Outlier","SIM04"
"drift_profiles_corrected",,"descriptive",5000,"profiles","","simulation","C1_OUTLIER","Outlier","SIM04"
"drift_features_corrected",,"descriptive",1000,"features","","simulation","C1_OUTLIER","Outlier","SIM04"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","C1_OUTLIER","Outlier","SIM04"
"truth_metabolite_profile_icc_mean",0.589272574579495,"higher",1000,"ICC(A,1)","","simulation","C1_OUTLIER","Outlier","SIM04"
"truth_sample_profile_pearson_mean",0.551512740230193,"higher",450,"correlation","","simulation","C1_OUTLIER","Outlier","SIM04"
"truth_log1p_rmse",0.252013246118387,"lower",450000,"log1p intensity","","simulation","C1_OUTLIER","Outlier","SIM04"
"heldout_qc_cv_mean",38.112285674881,"lower",1000,"percent","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM04"
"heldout_qc_cv_sd",26.3646112462603,"lower",1000,"percent","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM04"
"heldout_qc_cv_median",40.7197546195837,"lower",1000,"percent","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM04"
"residual_run_order_gam_mean_deviance",0.0205446862144894,"lower",5000,"proportion","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM04"
"residual_run_order_gam_sd_deviance",0.0344801567524678,"lower",5000,"proportion","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM04"
"residual_ljung_box_proportion_significant",0.008,"lower",5000,"proportion","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM04"
"batch_weighted_pc_r2_categorical",0.988645069427629,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM04"
"retained_features",1000,"higher",1000,"features","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM04"
"retained_samples",500,"higher",500,"samples","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM04"
"runtime_sec",5.123,"lower",1,"seconds","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM04"
"drift_profiles_corrected",1472,"descriptive",5000,"profiles","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM04"
"drift_features_corrected",665,"descriptive",1000,"features","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM04"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM04"
"truth_metabolite_profile_icc_mean",0.625154637434923,"higher",1000,"ICC(A,1)","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM04"
"truth_sample_profile_pearson_mean",0.563585176129012,"higher",450,"correlation","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM04"
