"metric","value","direction","denominator","units","notes","dataset_key","method_id","method","seed_id"
"truth_log1p_rmse",0.240136588685245,"lower",450000,"log1p intensity","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM04"
"heldout_qc_cv_mean",8.66243326850821,"lower",1000,"percent","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM04"
"heldout_qc_cv_sd",6.0423678631643,"lower",1000,"percent","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM04"
"heldout_qc_cv_median",7.71947677044646,"lower",1000,"percent","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM04"
"residual_run_order_gam_mean_deviance",0.0205446862144895,"lower",5000,"proportion","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM04"
"residual_run_order_gam_sd_deviance",0.0344801567524678,"lower",5000,"proportion","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM04"
"residual_ljung_box_proportion_significant",0.008,"lower",5000,"proportion","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM04"
"batch_weighted_pc_r2_categorical",0.000897261273698356,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM04"
"retained_features",1000,"higher",1000,"features","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM04"
"retained_samples",500,"higher",500,"samples","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM04"
"runtime_sec",6.556,"lower",1,"seconds","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM04"
"drift_profiles_corrected",1472,"descriptive",5000,"profiles","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM04"
"drift_features_corrected",665,"descriptive",1000,"features","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM04"
"batch_features_corrected",716,"descriptive",1000,"features","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM04"
"truth_metabolite_profile_icc_mean",0.922430914558266,"higher",1000,"ICC(A,1)","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM04"
"truth_sample_profile_pearson_mean",0.927334951644991,"higher",450,"correlation","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM04"
"truth_log1p_rmse",0.0709449116611078,"lower",450000,"log1p intensity","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM04"
"heldout_qc_cv_mean",8.66243326850821,"lower",1000,"percent","","simulation","C4_FULL_FIXED","+ PQN","SIM04"
"heldout_qc_cv_sd",6.0423678631643,"lower",1000,"percent","","simulation","C4_FULL_FIXED","+ PQN","SIM04"
"heldout_qc_cv_median",7.71947677044646,"lower",1000,"percent","","simulation","C4_FULL_FIXED","+ PQN","SIM04"
"residual_run_order_gam_mean_deviance",0.0204872060459964,"lower",5000,"proportion","","simulation","C4_FULL_FIXED","+ PQN","SIM04"
"residual_run_order_gam_sd_deviance",0.0344602154295272,"lower",5000,"proportion","","simulation","C4_FULL_FIXED","+ PQN","SIM04"
"residual_ljung_box_proportion_significant",0.008,"lower",5000,"proportion","","simulation","C4_FULL_FIXED","+ PQN","SIM04"
"batch_weighted_pc_r2_categorical",0.000919023895528327,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","C4_FULL_FIXED","+ PQN","SIM04"
"retained_features",1000,"higher",1000,"features","","simulation","C4_FULL_FIXED","+ PQN","SIM04"
"retained_samples",500,"higher",500,"samples","","simulation","C4_FULL_FIXED","+ PQN","SIM04"
"runtime_sec",7.1,"lower",1,"seconds","","simulation","C4_FULL_FIXED","+ PQN","SIM04"
"drift_profiles_corrected",1472,"descriptive",5000,"profiles","","simulation","C4_FULL_FIXED","+ PQN","SIM04"
"drift_features_corrected",665,"descriptive",1000,"features","","simulation","C4_FULL_FIXED","+ PQN","SIM04"
"batch_features_corrected",716,"descriptive",1000,"features","","simulation","C4_FULL_FIXED","+ PQN","SIM04"
"truth_metabolite_profile_icc_mean",0.922349683552122,"higher",1000,"ICC(A,1)","","simulation","C4_FULL_FIXED","+ PQN","SIM04"
"truth_sample_profile_pearson_mean",0.927334726044255,"higher",450,"correlation","","simulation","C4_FULL_FIXED","+ PQN","SIM04"
"truth_log1p_rmse",0.0709686009455053,"lower",450000,"log1p intensity","","simulation","C4_FULL_FIXED","+ PQN","SIM04"
"heldout_qc_cv_mean",8.66243326850821,"lower",1000,"percent","","simulation","G_SS","selective/selective","SIM04"
"heldout_qc_cv_sd",6.0423678631643,"lower",1000,"percent","","simulation","G_SS","selective/selective","SIM04"
"heldout_qc_cv_median",7.71947677044646,"lower",1000,"percent","","simulation","G_SS","selective/selective","SIM04"
"residual_run_order_gam_mean_deviance",0.0204872060459964,"lower",5000,"proportion","","simulation","G_SS","selective/selective","SIM04"
"residual_run_order_gam_sd_deviance",0.0344602154295272,"lower",5000,"proportion","","simulation","G_SS","selective/selective","SIM04"
"residual_ljung_box_proportion_significant",0.008,"lower",5000,"proportion","","simulation","G_SS","selective/selective","SIM04"
"batch_weighted_pc_r2_categorical",0.000919023895528327,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","G_SS","selective/selective","SIM04"
"retained_features",1000,"higher",1000,"features","","simulation","G_SS","selective/selective","SIM04"
"retained_samples",500,"higher",500,"samples","","simulation","G_SS","selective/selective","SIM04"
"runtime_sec",7.1,"lower",1,"seconds","","simulation","G_SS","selective/selective","SIM04"
"drift_profiles_corrected",1472,"descriptive",5000,"profiles","","simulation","G_SS","selective/selective","SIM04"
"drift_features_corrected",665,"descriptive",1000,"features","","simulation","G_SS","selective/selective","SIM04"
"batch_features_corrected",716,"descriptive",1000,"features","","simulation","G_SS","selective/selective","SIM04"
"truth_metabolite_profile_icc_mean",0.922349683552122,"higher",1000,"ICC(A,1)","","simulation","G_SS","selective/selective","SIM04"
"truth_sample_profile_pearson_mean",0.927334726044255,"higher",450,"correlation","","simulation","G_SS","selective/selective","SIM04"
"truth_log1p_rmse",0.0709686009455053,"lower",450000,"log1p intensity","","simulation","G_SS","selective/selective","SIM04"
"heldout_qc_cv_mean",10.2405484892695,"lower",1000,"percent","","simulation","G_AS","all/selective","SIM04"
"heldout_qc_cv_sd",4.95135242404991,"lower",1000,"percent","","simulation","G_AS","all/selective","SIM04"
"heldout_qc_cv_median",9.05279304223069,"lower",1000,"percent","","simulation","G_AS","all/selective","SIM04"
"residual_run_order_gam_mean_deviance",0.000736547718355962,"lower",5000,"proportion","","simulation","G_AS","all/selective","SIM04"
"residual_run_order_gam_sd_deviance",0.00172223417518509,"lower",5000,"proportion","","simulation","G_AS","all/selective","SIM04"
"residual_ljung_box_proportion_significant",0.0126,"lower",5000,"proportion","","simulation","G_AS","all/selective","SIM04"
"batch_weighted_pc_r2_categorical",0.000895462842144889,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","G_AS","all/selective","SIM04"
"retained_features",1000,"higher",1000,"features","","simulation","G_AS","all/selective","SIM04"
"retained_samples",500,"higher",500,"samples","","simulation","G_AS","all/selective","SIM04"
"runtime_sec",14.472,"lower",1,"seconds","","simulation","G_AS","all/selective","SIM04"
"drift_profiles_corrected",5000,"descriptive",5000,"profiles","","simulation","G_AS","all/selective","SIM04"
"drift_features_corrected",1000,"descriptive",1000,"features","","simulation","G_AS","all/selective","SIM04"
"batch_features_corrected",716,"descriptive",1000,"features","","simulation","G_AS","all/selective","SIM04"
"truth_metabolite_profile_icc_mean",0.910467071750891,"higher",1000,"ICC(A,1)","","simulation","G_AS","all/selective","SIM04"
"truth_sample_profile_pearson_mean",0.916394231672736,"higher",450,"correlation","","simulation","G_AS","all/selective","SIM04"
"truth_log1p_rmse",0.0748886351528768,"lower",450000,"log1p intensity","","simulation","G_AS","all/selective","SIM04"
"heldout_qc_cv_mean",9.00060248957032,"lower",1000,"percent","","simulation","G_SA","selective/all","SIM04"
"heldout_qc_cv_sd",5.70126371512042,"lower",1000,"percent","","simulation","G_SA","selective/all","SIM04"
"heldout_qc_cv_median",7.82654997926656,"lower",1000,"percent","","simulation","G_SA","selective/all","SIM04"
"residual_run_order_gam_mean_deviance",0.0204851638095617,"lower",5000,"proportion","","simulation","G_SA","selective/all","SIM04"
"residual_run_order_gam_sd_deviance",0.0344557769416494,"lower",5000,"proportion","","simulation","G_SA","selective/all","SIM04"
"residual_ljung_box_proportion_significant",0.0082,"lower",5000,"proportion","","simulation","G_SA","selective/all","SIM04"
"batch_weighted_pc_r2_categorical",0.000107826713715381,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","G_SA","selective/all","SIM04"
"retained_features",1000,"higher",1000,"features","","simulation","G_SA","selective/all","SIM04"
"retained_samples",500,"higher",500,"samples","","simulation","G_SA","selective/all","SIM04"
"runtime_sec",6.659,"lower",1,"seconds","","simulation","G_SA","selective/all","SIM04"
"drift_profiles_corrected",1472,"descriptive",5000,"profiles","","simulation","G_SA","selective/all","SIM04"
"drift_features_corrected",665,"descriptive",1000,"features","","simulation","G_SA","selective/all","SIM04"
"batch_features_corrected",1000,"descriptive",1000,"features","","simulation","G_SA","selective/all","SIM04"
"truth_metabolite_profile_icc_mean",0.921411434567429,"higher",1000,"ICC(A,1)","","simulation","G_SA","selective/all","SIM04"
"truth_sample_profile_pearson_mean",0.926371015124546,"higher",450,"correlation","","simulation","G_SA","selective/all","SIM04"
"truth_log1p_rmse",0.0713521544711866,"lower",450000,"log1p intensity","","simulation","G_SA","selective/all","SIM04"
"heldout_qc_cv_mean",10.3516776271671,"lower",1000,"percent","","simulation","G_AA","all/all","SIM04"
"heldout_qc_cv_sd",4.91919479668984,"lower",1000,"percent","","simulation","G_AA","all/all","SIM04"
"heldout_qc_cv_median",9.14677906675037,"lower",1000,"percent","","simulation","G_AA","all/all","SIM04"
"residual_run_order_gam_mean_deviance",0.000737151082492633,"lower",5000,"proportion","","simulation","G_AA","all/all","SIM04"
"residual_run_order_gam_sd_deviance",0.00173452809845638,"lower",5000,"proportion","","simulation","G_AA","all/all","SIM04"
"residual_ljung_box_proportion_significant",0.0126,"lower",5000,"proportion","","simulation","G_AA","all/all","SIM04"
"batch_weighted_pc_r2_categorical",0.000106169076480479,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","G_AA","all/all","SIM04"
"retained_features",1000,"higher",1000,"features","","simulation","G_AA","all/all","SIM04"
"retained_samples",500,"higher",500,"samples","","simulation","G_AA","all/all","SIM04"
"runtime_sec",14.944,"lower",1,"seconds","","simulation","G_AA","all/all","SIM04"
"drift_profiles_corrected",5000,"descriptive",5000,"profiles","","simulation","G_AA","all/all","SIM04"
"drift_features_corrected",1000,"descriptive",1000,"features","","simulation","G_AA","all/all","SIM04"
"batch_features_corrected",1000,"descriptive",1000,"features","","simulation","G_AA","all/all","SIM04"
"truth_metabolite_profile_icc_mean",0.90950533671215,"higher",1000,"ICC(A,1)","","simulation","G_AA","all/all","SIM04"
"truth_sample_profile_pearson_mean",0.915420750845472,"higher",450,"correlation","","simulation","G_AA","all/all","SIM04"
"truth_log1p_rmse",0.0752437839130377,"lower",450000,"log1p intensity","","simulation","G_AA","all/all","SIM04"
"heldout_qc_cv_mean",43.6862535911735,"lower",1000,"percent","","simulation","C0_RAW","Raw","SIM05"
"heldout_qc_cv_sd",31.4713401878222,"lower",1000,"percent","","simulation","C0_RAW","Raw","SIM05"
"heldout_qc_cv_median",40.5278650392218,"lower",1000,"percent","","simulation","C0_RAW","Raw","SIM05"
"residual_run_order_gam_mean_deviance",0.125547724513172,"lower",5000,"proportion","","simulation","C0_RAW","Raw","SIM05"
"residual_run_order_gam_sd_deviance",0.192574174163373,"lower",5000,"proportion","","simulation","C0_RAW","Raw","SIM05"
"residual_ljung_box_proportion_significant",0.2468,"lower",5000,"proportion","","simulation","C0_RAW","Raw","SIM05"
"batch_weighted_pc_r2_categorical",0.962076478387943,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","C0_RAW","Raw","SIM05"
"retained_features",1000,"higher",1000,"features","","simulation","C0_RAW","Raw","SIM05"
"retained_samples",500,"higher",500,"samples","","simulation","C0_RAW","Raw","SIM05"
"runtime_sec",0,"lower",1,"seconds","","simulation","C0_RAW","Raw","SIM05"
"drift_profiles_corrected",,"descriptive",5000,"profiles","","simulation","C0_RAW","Raw","SIM05"
"drift_features_corrected",,"descriptive",1000,"features","","simulation","C0_RAW","Raw","SIM05"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","C0_RAW","Raw","SIM05"
"truth_metabolite_profile_icc_mean",0.591238414674297,"higher",1000,"ICC(A,1)","","simulation","C0_RAW","Raw","SIM05"
"truth_sample_profile_pearson_mean",0.520200802978565,"higher",450,"correlation","","simulation","C0_RAW","Raw","SIM05"
"truth_log1p_rmse",0.290233101916151,"lower",450000,"log1p intensity","","simulation","C0_RAW","Raw","SIM05"
"heldout_qc_cv_mean",40.3438141394109,"lower",1000,"percent","","simulation","C1_OUTLIER","Outlier","SIM05"
"heldout_qc_cv_sd",25.4586342416037,"lower",1000,"percent","","simulation","C1_OUTLIER","Outlier","SIM05"
"heldout_qc_cv_median",40.0652334985461,"lower",1000,"percent","","simulation","C1_OUTLIER","Outlier","SIM05"
"residual_run_order_gam_mean_deviance",0.125317078608971,"lower",5000,"proportion","","simulation","C1_OUTLIER","Outlier","SIM05"
"residual_run_order_gam_sd_deviance",0.193609633807943,"lower",5000,"proportion","","simulation","C1_OUTLIER","Outlier","SIM05"
"residual_ljung_box_proportion_significant",0.2448,"lower",5000,"proportion","","simulation","C1_OUTLIER","Outlier","SIM05"
"batch_weighted_pc_r2_categorical",0.96345595795502,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","C1_OUTLIER","Outlier","SIM05"
"retained_features",1000,"higher",1000,"features","","simulation","C1_OUTLIER","Outlier","SIM05"
"retained_samples",500,"higher",500,"samples","","simulation","C1_OUTLIER","Outlier","SIM05"
"runtime_sec",0.229,"lower",1,"seconds","","simulation","C1_OUTLIER","Outlier","SIM05"
"drift_profiles_corrected",,"descriptive",5000,"profiles","","simulation","C1_OUTLIER","Outlier","SIM05"
"drift_features_corrected",,"descriptive",1000,"features","","simulation","C1_OUTLIER","Outlier","SIM05"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","C1_OUTLIER","Outlier","SIM05"
"truth_metabolite_profile_icc_mean",0.598589282342856,"higher",1000,"ICC(A,1)","","simulation","C1_OUTLIER","Outlier","SIM05"
"truth_sample_profile_pearson_mean",0.548624963640656,"higher",450,"correlation","","simulation","C1_OUTLIER","Outlier","SIM05"
"truth_log1p_rmse",0.251507830396449,"lower",450000,"log1p intensity","","simulation","C1_OUTLIER","Outlier","SIM05"
"heldout_qc_cv_mean",37.2672994479798,"lower",1000,"percent","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM05"
"heldout_qc_cv_sd",26.5012369759692,"lower",1000,"percent","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM05"
"heldout_qc_cv_median",38.3967433118748,"lower",1000,"percent","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM05"
"residual_run_order_gam_mean_deviance",0.021605538743276,"lower",5000,"proportion","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM05"
"residual_run_order_gam_sd_deviance",0.0353241032560539,"lower",5000,"proportion","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM05"
"residual_ljung_box_proportion_significant",0.007,"lower",5000,"proportion","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM05"
"batch_weighted_pc_r2_categorical",0.987815786197479,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM05"
"retained_features",1000,"higher",1000,"features","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM05"
"retained_samples",500,"higher",500,"samples","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM05"
"runtime_sec",5.03,"lower",1,"seconds","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM05"
"drift_profiles_corrected",1427,"descriptive",5000,"profiles","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM05"
"drift_features_corrected",638,"descriptive",1000,"features","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM05"
"batch_features_corrected",,"descriptive",1000,"features","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM05"
"truth_metabolite_profile_icc_mean",0.635560274841045,"higher",1000,"ICC(A,1)","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM05"
"truth_sample_profile_pearson_mean",0.560261011328002,"higher",450,"correlation","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM05"
"truth_log1p_rmse",0.240176557711115,"lower",450000,"log1p intensity","","simulation","C2_SELECTIVE_DRIFT","+ selective drift","SIM05"
"heldout_qc_cv_mean",8.42898920927422,"lower",1000,"percent","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM05"
"heldout_qc_cv_sd",5.83850402782076,"lower",1000,"percent","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM05"
"heldout_qc_cv_median",7.71111413043609,"lower",1000,"percent","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM05"
"residual_run_order_gam_mean_deviance",0.0216056028745686,"lower",5000,"proportion","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM05"
"residual_run_order_gam_sd_deviance",0.0353238300355872,"lower",5000,"proportion","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM05"
"residual_ljung_box_proportion_significant",0.007,"lower",5000,"proportion","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM05"
"batch_weighted_pc_r2_categorical",0.000733474747550475,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM05"
"retained_features",1000,"higher",1000,"features","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM05"
"retained_samples",500,"higher",500,"samples","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM05"
"runtime_sec",6.474,"lower",1,"seconds","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM05"
"drift_profiles_corrected",1427,"descriptive",5000,"profiles","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM05"
"drift_features_corrected",638,"descriptive",1000,"features","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM05"
"batch_features_corrected",698,"descriptive",1000,"features","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM05"
"truth_metabolite_profile_icc_mean",0.921285928059329,"higher",1000,"ICC(A,1)","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM05"
"truth_sample_profile_pearson_mean",0.920629922116633,"higher",450,"correlation","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM05"
"truth_log1p_rmse",0.0733651043343867,"lower",450000,"log1p intensity","","simulation","C3_SELECTIVE_BATCH","+ selective batch","SIM05"
"heldout_qc_cv_mean",8.42898920927422,"lower",1000,"percent","","simulation","C4_FULL_FIXED","+ PQN","SIM05"
"heldout_qc_cv_sd",5.83850402782076,"lower",1000,"percent","","simulation","C4_FULL_FIXED","+ PQN","SIM05"
"heldout_qc_cv_median",7.71111413043609,"lower",1000,"percent","","simulation","C4_FULL_FIXED","+ PQN","SIM05"
"residual_run_order_gam_mean_deviance",0.0216195779295135,"lower",5000,"proportion","","simulation","C4_FULL_FIXED","+ PQN","SIM05"
"residual_run_order_gam_sd_deviance",0.0353376507537231,"lower",5000,"proportion","","simulation","C4_FULL_FIXED","+ PQN","SIM05"
"residual_ljung_box_proportion_significant",0.0068,"lower",5000,"proportion","","simulation","C4_FULL_FIXED","+ PQN","SIM05"
"batch_weighted_pc_r2_categorical",0.000739759376116102,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","C4_FULL_FIXED","+ PQN","SIM05"
"retained_features",1000,"higher",1000,"features","","simulation","C4_FULL_FIXED","+ PQN","SIM05"
"retained_samples",500,"higher",500,"samples","","simulation","C4_FULL_FIXED","+ PQN","SIM05"
"runtime_sec",7.002,"lower",1,"seconds","","simulation","C4_FULL_FIXED","+ PQN","SIM05"
"drift_profiles_corrected",1427,"descriptive",5000,"profiles","","simulation","C4_FULL_FIXED","+ PQN","SIM05"
"drift_features_corrected",638,"descriptive",1000,"features","","simulation","C4_FULL_FIXED","+ PQN","SIM05"
"batch_features_corrected",698,"descriptive",1000,"features","","simulation","C4_FULL_FIXED","+ PQN","SIM05"
"truth_metabolite_profile_icc_mean",0.921185897206306,"higher",1000,"ICC(A,1)","","simulation","C4_FULL_FIXED","+ PQN","SIM05"
"truth_sample_profile_pearson_mean",0.920629899455086,"higher",450,"correlation","","simulation","C4_FULL_FIXED","+ PQN","SIM05"
"truth_log1p_rmse",0.0733976076017738,"lower",450000,"log1p intensity","","simulation","C4_FULL_FIXED","+ PQN","SIM05"
"heldout_qc_cv_mean",8.42898920927422,"lower",1000,"percent","","simulation","G_SS","selective/selective","SIM05"
"heldout_qc_cv_sd",5.83850402782076,"lower",1000,"percent","","simulation","G_SS","selective/selective","SIM05"
"heldout_qc_cv_median",7.71111413043609,"lower",1000,"percent","","simulation","G_SS","selective/selective","SIM05"
"residual_run_order_gam_mean_deviance",0.0216195779295135,"lower",5000,"proportion","","simulation","G_SS","selective/selective","SIM05"
"residual_run_order_gam_sd_deviance",0.0353376507537231,"lower",5000,"proportion","","simulation","G_SS","selective/selective","SIM05"
"residual_ljung_box_proportion_significant",0.0068,"lower",5000,"proportion","","simulation","G_SS","selective/selective","SIM05"
"batch_weighted_pc_r2_categorical",0.000739759376116102,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","G_SS","selective/selective","SIM05"
"retained_features",1000,"higher",1000,"features","","simulation","G_SS","selective/selective","SIM05"
"retained_samples",500,"higher",500,"samples","","simulation","G_SS","selective/selective","SIM05"
"runtime_sec",7.002,"lower",1,"seconds","","simulation","G_SS","selective/selective","SIM05"
"drift_profiles_corrected",1427,"descriptive",5000,"profiles","","simulation","G_SS","selective/selective","SIM05"
"drift_features_corrected",638,"descriptive",1000,"features","","simulation","G_SS","selective/selective","SIM05"
"batch_features_corrected",698,"descriptive",1000,"features","","simulation","G_SS","selective/selective","SIM05"
"truth_metabolite_profile_icc_mean",0.921185897206306,"higher",1000,"ICC(A,1)","","simulation","G_SS","selective/selective","SIM05"
"truth_sample_profile_pearson_mean",0.920629899455086,"higher",450,"correlation","","simulation","G_SS","selective/selective","SIM05"
"truth_log1p_rmse",0.0733976076017738,"lower",450000,"log1p intensity","","simulation","G_SS","selective/selective","SIM05"
"heldout_qc_cv_mean",10.1600638211297,"lower",1000,"percent","","simulation","G_AS","all/selective","SIM05"
"heldout_qc_cv_sd",4.61190154387017,"lower",1000,"percent","","simulation","G_AS","all/selective","SIM05"
"heldout_qc_cv_median",9.07980548628554,"lower",1000,"percent","","simulation","G_AS","all/selective","SIM05"
"residual_run_order_gam_mean_deviance",0.000737209983080708,"lower",5000,"proportion","","simulation","G_AS","all/selective","SIM05"
"residual_run_order_gam_sd_deviance",0.00127643430573004,"lower",5000,"proportion","","simulation","G_AS","all/selective","SIM05"
"residual_ljung_box_proportion_significant",0.0136,"lower",5000,"proportion","","simulation","G_AS","all/selective","SIM05"
"batch_weighted_pc_r2_categorical",0.000707698906219315,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","G_AS","all/selective","SIM05"
"retained_features",1000,"higher",1000,"features","","simulation","G_AS","all/selective","SIM05"
"retained_samples",500,"higher",500,"samples","","simulation","G_AS","all/selective","SIM05"
"runtime_sec",14.526,"lower",1,"seconds","","simulation","G_AS","all/selective","SIM05"
"drift_profiles_corrected",5000,"descriptive",5000,"profiles","","simulation","G_AS","all/selective","SIM05"
"drift_features_corrected",1000,"descriptive",1000,"features","","simulation","G_AS","all/selective","SIM05"
"batch_features_corrected",701,"descriptive",1000,"features","","simulation","G_AS","all/selective","SIM05"
"truth_metabolite_profile_icc_mean",0.909495612025812,"higher",1000,"ICC(A,1)","","simulation","G_AS","all/selective","SIM05"
"truth_sample_profile_pearson_mean",0.909296806767598,"higher",450,"correlation","","simulation","G_AS","all/selective","SIM05"
"truth_log1p_rmse",0.0771289241487446,"lower",450000,"log1p intensity","","simulation","G_AS","all/selective","SIM05"
"heldout_qc_cv_mean",8.79110279307352,"lower",1000,"percent","","simulation","G_SA","selective/all","SIM05"
"heldout_qc_cv_sd",5.49783574052319,"lower",1000,"percent","","simulation","G_SA","selective/all","SIM05"
"heldout_qc_cv_median",7.7666731532272,"lower",1000,"percent","","simulation","G_SA","selective/all","SIM05"
"residual_run_order_gam_mean_deviance",0.021627386687601,"lower",5000,"proportion","","simulation","G_SA","selective/all","SIM05"
"residual_run_order_gam_sd_deviance",0.0353379141815767,"lower",5000,"proportion","","simulation","G_SA","selective/all","SIM05"
"residual_ljung_box_proportion_significant",0.007,"lower",5000,"proportion","","simulation","G_SA","selective/all","SIM05"
"batch_weighted_pc_r2_categorical",6.34853124834882e-05,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","G_SA","selective/all","SIM05"
"retained_features",1000,"higher",1000,"features","","simulation","G_SA","selective/all","SIM05"
"retained_samples",500,"higher",500,"samples","","simulation","G_SA","selective/all","SIM05"
"runtime_sec",6.56,"lower",1,"seconds","","simulation","G_SA","selective/all","SIM05"
"drift_profiles_corrected",1427,"descriptive",5000,"profiles","","simulation","G_SA","selective/all","SIM05"
"drift_features_corrected",638,"descriptive",1000,"features","","simulation","G_SA","selective/all","SIM05"
"batch_features_corrected",1000,"descriptive",1000,"features","","simulation","G_SA","selective/all","SIM05"
"truth_metabolite_profile_icc_mean",0.920261943149621,"higher",1000,"ICC(A,1)","","simulation","G_SA","selective/all","SIM05"
"truth_sample_profile_pearson_mean",0.919655347032044,"higher",450,"correlation","","simulation","G_SA","selective/all","SIM05"
"truth_log1p_rmse",0.0737577944600939,"lower",450000,"log1p intensity","","simulation","G_SA","selective/all","SIM05"
"heldout_qc_cv_mean",10.292258921765,"lower",1000,"percent","","simulation","G_AA","all/all","SIM05"
"heldout_qc_cv_sd",4.55951886966594,"lower",1000,"percent","","simulation","G_AA","all/all","SIM05"
"heldout_qc_cv_median",9.18561181913803,"lower",1000,"percent","","simulation","G_AA","all/all","SIM05"
"residual_run_order_gam_mean_deviance",0.000736687525669132,"lower",5000,"proportion","","simulation","G_AA","all/all","SIM05"
"residual_run_order_gam_sd_deviance",0.00127733906349981,"lower",5000,"proportion","","simulation","G_AA","all/all","SIM05"
"residual_ljung_box_proportion_significant",0.0134,"lower",5000,"proportion","","simulation","G_AA","all/all","SIM05"
"batch_weighted_pc_r2_categorical",5.46892208500888e-05,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","G_AA","all/all","SIM05"
"retained_features",1000,"higher",1000,"features","","simulation","G_AA","all/all","SIM05"
"retained_samples",500,"higher",500,"samples","","simulation","G_AA","all/all","SIM05"
"runtime_sec",15.056,"lower",1,"seconds","","simulation","G_AA","all/all","SIM05"
"drift_profiles_corrected",5000,"descriptive",5000,"profiles","","simulation","G_AA","all/all","SIM05"
"drift_features_corrected",1000,"descriptive",1000,"features","","simulation","G_AA","all/all","SIM05"
"batch_features_corrected",1000,"descriptive",1000,"features","","simulation","G_AA","all/all","SIM05"
"truth_metabolite_profile_icc_mean",0.908542463250937,"higher",1000,"ICC(A,1)","","simulation","G_AA","all/all","SIM05"
"truth_sample_profile_pearson_mean",0.908337724487343,"higher",450,"correlation","","simulation","G_AA","all/all","SIM05"
"truth_log1p_rmse",0.0774700741497001,"lower",450000,"log1p intensity","","simulation","G_AA","all/all","SIM05"
"heldout_qc_cv_mean",45.4455913430314,"lower",1000,"percent","","simulation","C0_RAW","Raw","SIM06"
"heldout_qc_cv_sd",32.0025593716647,"lower",1000,"percent","","simulation","C0_RAW","Raw","SIM06"
