"dataset_key","dataset","table_id","metric","direction","Outlier_shrinkage","Selective_drift","Selective_batch","PQN","impact_definition"
"simulation","Simulation","batch_r2","batch_weighted_pc_r2_categorical","lower",-0.000894470577412987,-0.989634924336427,-0.99063495878503,-0.991619536820684,"Positive values favor the newly added stage; negative values indicate deterioration."
"mtbls79","MTBLS79","batch_r2","batch_weighted_pc_r2_categorical","lower",0.00300055572340802,-0.355248984733687,-0.366106964445726,-0.376954974882812,"Positive values favor the newly added stage; negative values indicate deterioration."
"clinical_fiams","Clinical FIA-MS","batch_r2","batch_weighted_pc_r2_categorical","lower",-0.00771058423011298,-0.184694083943866,-0.186441249672076,-0.188495556841996,"Positive values favor the newly added stage; negative values indicate deterioration."
"batchcorr_set1","BatchCorr Set 1","batch_r2","batch_weighted_pc_r2_categorical","lower",-0.00700992870856698,-0.626824783655946,-0.627105919607607,-0.627673067576525,"Positive values favor the newly added stage; negative values indicate deterioration."
"sacurine","Sacurine","batch_r2","batch_weighted_pc_r2_categorical","lower",0.002016996436978,-0.138576698614688,-0.13908263880063,-0.13982038641013,"Positive values favor the newly added stage; negative values indicate deterioration."
"waveica","WaveICA","batch_r2","batch_weighted_pc_r2_categorical","lower",-0.00215300528064599,-0.817552586764001,-0.819946274707505,-0.822025282862554,"Positive values favor the newly added stage; negative values indicate deterioration."
