"dataset_key","dataset","method_id","method","metric","direction","units","n","mean","sd","median","q1","q3","minimum","maximum"
"batchcorr_set1","BatchCorr Set 1","combat","ComBat","batch_features_corrected","descriptive","features",0,,,,,,,
"batchcorr_set1","BatchCorr Set 1","combat","ComBat","batch_weighted_pc_r2_categorical","lower","weighted R-squared",10,0.000909667279143741,0.000597105411207014,0.000447151416436721,0.000447151416436721,0.00160344107320427,0.000447151416436721,0.00160344107320427
"batchcorr_set1","BatchCorr Set 1","combat","ComBat","biological_associated_features","context","features",10,195.2,1.03279555898864,196,194,196,194,196
"batchcorr_set1","BatchCorr Set 1","combat","ComBat","biological_weighted_pc_r2","higher","weighted R-squared",10,0.762897276555842,0.00102692859647866,0.762101821085461,0.762101821085461,0.764090459761414,0.762101821085461,0.764090459761414
"batchcorr_set1","BatchCorr Set 1","combat","ComBat","drift_features_corrected","descriptive","features",0,,,,,,,
"batchcorr_set1","BatchCorr Set 1","combat","ComBat","drift_profiles_corrected","descriptive","profiles",0,,,,,,,
"batchcorr_set1","BatchCorr Set 1","combat","ComBat","feature_repeatability_ratio_median","higher","repeatability ratio",10,0.677399020577431,0.00104121287356963,0.676592500553593,0.676592500553593,0.678608800613189,0.676592500553593,0.678608800613189
"batchcorr_set1","BatchCorr Set 1","combat","ComBat","genuine_replicate_icc_median","higher","ICC(A,1)",10,0.940158192706369,0.000154757393336279,0.940278067267788,0.939978380864241,0.940278067267788,0.939978380864241,0.940278067267788
"batchcorr_set1","BatchCorr Set 1","combat","ComBat","heldout_qc_cv_mean","lower","percent",10,40.0353544264081,6.6294802490393,42.2630133127218,36.374781682068,44.1128297856807,29.6826535304583,50.1834000158205
"batchcorr_set1","BatchCorr Set 1","combat","ComBat","heldout_qc_cv_median","lower","percent",10,35.4819737935518,6.73651333680418,37.0764571822248,33.4039527859295,39.2682741466784,23.6044006607496,44.8150363500149
"batchcorr_set1","BatchCorr Set 1","combat","ComBat","heldout_qc_cv_sd","lower","percent",10,20.7274544409779,3.92784895121129,19.5213959863641,17.7299756651455,24.7197158630308,15.0217048510993,25.8156150981902
"batchcorr_set1","BatchCorr Set 1","combat","ComBat","residual_ljung_box_proportion_significant","lower","proportion",10,0.175376884422111,0,0.175376884422111,0.175376884422111,0.175376884422111,0.175376884422111,0.175376884422111
"batchcorr_set1","BatchCorr Set 1","combat","ComBat","residual_run_order_gam_mean_deviance","lower","proportion",10,0.12243870823,2.50758816409013e-08,0.122438727653694,0.122438679094458,0.122438727653694,0.122438679094458,0.122438727653694
"batchcorr_set1","BatchCorr Set 1","combat","ComBat","residual_run_order_gam_sd_deviance","lower","proportion",10,0.165539378749338,1.43214667046237e-08,0.165539367655978,0.165539367655978,0.165539395389379,0.165539367655978,0.165539395389379
"batchcorr_set1","BatchCorr Set 1","combat","ComBat","retained_features","higher","features",10,199,0,199,199,199,199,199
"batchcorr_set1","BatchCorr Set 1","combat","ComBat","retained_samples","higher","samples",10,761,0,761,761,761,761,761
"batchcorr_set1","BatchCorr Set 1","combat","ComBat","runtime_sec","lower","seconds",10,3.1178,0.288942439481176,3.1945,2.931,3.262,2.662,3.536
"batchcorr_set1","BatchCorr Set 1","combat","ComBat","sample_replicate_pearson_median","higher","correlation",10,0.949269924112456,0.000111028506628917,0.949355926423882,0.949140920645318,0.949355926423882,0.949140920645318,0.949355926423882
"batchcorr_set1","BatchCorr Set 1","qc_rfsc","QC-RFSC","batch_features_corrected","descriptive","features",0,,,,,,,
"batchcorr_set1","BatchCorr Set 1","qc_rfsc","QC-RFSC","batch_weighted_pc_r2_categorical","lower","weighted R-squared",10,0.237139185061584,0.0745276560231149,0.232255858117121,0.172750818143385,0.298139974583489,0.154372226009796,0.333723871709183
"batchcorr_set1","BatchCorr Set 1","qc_rfsc","QC-RFSC","biological_associated_features","context","features",10,179.6,1.7763883459299,180,178,181,177,182
"batchcorr_set1","BatchCorr Set 1","qc_rfsc","QC-RFSC","biological_weighted_pc_r2","higher","weighted R-squared",10,0.679539802444212,0.0297295918755418,0.6777367077658,0.653157085307558,0.696484355927873,0.647008146811297,0.730711205797965
"batchcorr_set1","BatchCorr Set 1","qc_rfsc","QC-RFSC","drift_features_corrected","descriptive","features",0,,,,,,,
"batchcorr_set1","BatchCorr Set 1","qc_rfsc","QC-RFSC","drift_profiles_corrected","descriptive","profiles",0,,,,,,,
"batchcorr_set1","BatchCorr Set 1","qc_rfsc","QC-RFSC","feature_repeatability_ratio_median","higher","repeatability ratio",10,0.625765415225833,0.0233845592886625,0.621965875460186,0.606892313708002,0.634518237864711,0.600341919332323,0.671956957055006
"batchcorr_set1","BatchCorr Set 1","qc_rfsc","QC-RFSC","genuine_replicate_icc_median","higher","ICC(A,1)",10,0.993555820429415,0.000205744130073834,0.993522153128692,0.993416779925911,0.993751314860839,0.993234712363787,0.993823872760427
"batchcorr_set1","BatchCorr Set 1","qc_rfsc","QC-RFSC","heldout_qc_cv_mean","lower","percent",10,55.643080789204,5.76083934956969,57.7001051142026,50.7089883969042,60.065132250431,47.1686024453589,62.5210274435229
"batchcorr_set1","BatchCorr Set 1","qc_rfsc","QC-RFSC","heldout_qc_cv_median","lower","percent",10,46.1660308162193,8.0005355871118,49.995817398857,37.4038600041764,52.0762066871263,36.585194230101,56.0575420777426
"batchcorr_set1","BatchCorr Set 1","qc_rfsc","QC-RFSC","heldout_qc_cv_sd","lower","percent",10,32.6112964572513,3.76224637027183,30.5479335553824,29.8272798317443,35.7100482005383,28.4147825897929,38.1865608472386
"batchcorr_set1","BatchCorr Set 1","qc_rfsc","QC-RFSC","residual_ljung_box_proportion_significant","lower","proportion",10,0.162261306532663,0.0150109361598266,0.162311557788945,0.160427135678392,0.169221105527638,0.125628140703518,0.18391959798995
"batchcorr_set1","BatchCorr Set 1","qc_rfsc","QC-RFSC","residual_run_order_gam_mean_deviance","lower","proportion",10,0.117818980201026,0.0059328215785685,0.117909727819253,0.117198681474832,0.119661633106161,0.103271738825628,0.12653331947487
"batchcorr_set1","BatchCorr Set 1","qc_rfsc","QC-RFSC","residual_run_order_gam_sd_deviance","lower","proportion",10,0.154743610470418,0.00496160612768708,0.154657915019152,0.154096631060754,0.157467972526694,0.142433065545618,0.161357376601589
"batchcorr_set1","BatchCorr Set 1","qc_rfsc","QC-RFSC","retained_features","higher","features",10,199,0,199,199,199,199,199
"batchcorr_set1","BatchCorr Set 1","qc_rfsc","QC-RFSC","retained_samples","higher","samples",10,761,0,761,761,761,761,761
"batchcorr_set1","BatchCorr Set 1","qc_rfsc","QC-RFSC","runtime_sec","lower","seconds",10,34.6642,5.31053250730199,32.7175,32.10625,34.99825,31.09,49.21
"batchcorr_set1","BatchCorr Set 1","qc_rfsc","QC-RFSC","sample_replicate_pearson_median","higher","correlation",10,0.994908496038828,0.000138359927918577,0.994891207864582,0.994810342620867,0.994960110721867,0.994720911844029,0.995177579151791
"batchcorr_set1","BatchCorr Set 1","qc_rlsc","QC-RLSC","batch_features_corrected","descriptive","features",0,,,,,,,
"batchcorr_set1","BatchCorr Set 1","qc_rlsc","QC-RLSC","batch_weighted_pc_r2_categorical","lower","weighted R-squared",10,0.000191977105179642,6.77397283314783e-06,0.000193051149833161,0.000187074777474559,0.000195807906458234,0.000181390621432216,0.000204560462422342
"batchcorr_set1","BatchCorr Set 1","qc_rlsc","QC-RLSC","biological_associated_features","context","features",10,196,0,196,196,196,196,196
"batchcorr_set1","BatchCorr Set 1","qc_rlsc","QC-RLSC","biological_weighted_pc_r2","higher","weighted R-squared",10,0.795914496546766,0.00900729140639533,0.790838399810736,0.789662224054947,0.804222217584715,0.785487178055279,0.810527061041405
"batchcorr_set1","BatchCorr Set 1","qc_rlsc","QC-RLSC","drift_features_corrected","descriptive","features",0,,,,,,,
"batchcorr_set1","BatchCorr Set 1","qc_rlsc","QC-RLSC","drift_profiles_corrected","descriptive","profiles",0,,,,,,,
"batchcorr_set1","BatchCorr Set 1","qc_rlsc","QC-RLSC","feature_repeatability_ratio_median","higher","repeatability ratio",10,0.690958258293051,0.00613487431593199,0.68893247076359,0.686582903147024,0.695972093859676,0.684242258415689,0.700349901263738
"batchcorr_set1","BatchCorr Set 1","qc_rlsc","QC-RLSC","genuine_replicate_icc_median","higher","ICC(A,1)",10,0.941468726785789,0.000992006894605917,0.941214712176427,0.940714184583286,0.94213402702395,0.940114981367896,0.942941226993229
"batchcorr_set1","BatchCorr Set 1","qc_rlsc","QC-RLSC","heldout_qc_cv_mean","lower","percent",10,39.3772089259529,5.81297702500337,40.1757470727341,35.5363404864241,42.5142937377366,28.9838773681281,49.3235586032174
"batchcorr_set1","BatchCorr Set 1","qc_rlsc","QC-RLSC","heldout_qc_cv_median","lower","percent",10,36.1689742573532,6.04814501713237,36.6690354253035,31.8904360042586,40.1362867613871,26.4635953337887,46.0555792166823
"batchcorr_set1","BatchCorr Set 1","qc_rlsc","QC-RLSC","heldout_qc_cv_sd","lower","percent",10,18.579595794097,2.93084026940261,18.00776329954,15.7678218747887,21.6630244779073,15.2292333694774,22.2676940748088
"batchcorr_set1","BatchCorr Set 1","qc_rlsc","QC-RLSC","residual_ljung_box_proportion_significant","lower","proportion",10,0.109447236180905,0.015846285687238,0.111809045226131,0.100879396984925,0.119974874371859,0.0829145728643216,0.135175879396985
"batchcorr_set1","BatchCorr Set 1","qc_rlsc","QC-RLSC","residual_run_order_gam_mean_deviance","lower","proportion",10,0.0946846930366809,0.00564644043349592,0.0954796516732752,0.0912283152657529,0.0978378535891705,0.0857098169867236,0.103625850455616
