"dataset_key","dataset","method_id","method","metric","value","direction","denominator","units"
"batchcorr_set1","BatchCorr Set 1","G_SA","selective/all","residual_ljung_box_proportion_significant",0.00904522613065327,"lower",1990,"proportion"
"batchcorr_set1","BatchCorr Set 1","G_SA","selective/all","batch_weighted_pc_r2_categorical",0.00050452677871665,"lower",710,"weighted R-squared"
"batchcorr_set1","BatchCorr Set 1","G_SA","selective/all","retained_features",199,"higher",199,"features"
"batchcorr_set1","BatchCorr Set 1","G_SA","selective/all","retained_samples",761,"higher",761,"samples"
"batchcorr_set1","BatchCorr Set 1","G_SA","selective/all","runtime_sec",1.731,"lower",1,"seconds"
"batchcorr_set1","BatchCorr Set 1","G_SA","selective/all","drift_profiles_corrected",373,"descriptive",1990,"profiles"
"batchcorr_set1","BatchCorr Set 1","G_SA","selective/all","drift_features_corrected",150,"descriptive",199,"features"
"batchcorr_set1","BatchCorr Set 1","G_SA","selective/all","batch_features_corrected",199,"descriptive",199,"features"
"batchcorr_set1","BatchCorr Set 1","G_SA","selective/all","biological_weighted_pc_r2",0.829369310301113,"higher",710,"weighted R-squared"
"batchcorr_set1","BatchCorr Set 1","G_SA","selective/all","feature_repeatability_ratio_median",0.695081216990993,"higher",199,"repeatability ratio"
"batchcorr_set1","BatchCorr Set 1","G_SA","selective/all","sample_replicate_pearson_median",0.957090033886896,"higher",352,"correlation"
"batchcorr_set1","BatchCorr Set 1","G_SA","selective/all","genuine_replicate_icc_median",0.953801644472076,"higher",352,"ICC(A,1)"
"batchcorr_set1","BatchCorr Set 1","G_SA","selective/all","biological_associated_features",197,"context",199,"features"
"batchcorr_set1","BatchCorr Set 1","G_AA","all/all","heldout_qc_cv_mean",28.5016433990488,"lower",199,"percent"
"batchcorr_set1","BatchCorr Set 1","G_AA","all/all","heldout_qc_cv_sd",15.5870816657865,"lower",199,"percent"
"batchcorr_set1","BatchCorr Set 1","G_AA","all/all","heldout_qc_cv_median",24.4426790675521,"lower",199,"percent"
"batchcorr_set1","BatchCorr Set 1","G_AA","all/all","residual_run_order_gam_mean_deviance",0.00082464809783633,"lower",1990,"proportion"
"batchcorr_set1","BatchCorr Set 1","G_AA","all/all","residual_run_order_gam_sd_deviance",0.00160510618679957,"lower",1990,"proportion"
"batchcorr_set1","BatchCorr Set 1","G_AA","all/all","residual_ljung_box_proportion_significant",0.0226130653266332,"lower",1990,"proportion"
"batchcorr_set1","BatchCorr Set 1","G_AA","all/all","batch_weighted_pc_r2_categorical",0.000726388982066674,"lower",710,"weighted R-squared"
"batchcorr_set1","BatchCorr Set 1","G_AA","all/all","retained_features",199,"higher",199,"features"
"batchcorr_set1","BatchCorr Set 1","G_AA","all/all","retained_samples",761,"higher",761,"samples"
"batchcorr_set1","BatchCorr Set 1","G_AA","all/all","runtime_sec",5.125,"lower",1,"seconds"
"batchcorr_set1","BatchCorr Set 1","G_AA","all/all","drift_profiles_corrected",1990,"descriptive",1990,"profiles"
"batchcorr_set1","BatchCorr Set 1","G_AA","all/all","drift_features_corrected",199,"descriptive",199,"features"
"batchcorr_set1","BatchCorr Set 1","G_AA","all/all","batch_features_corrected",199,"descriptive",199,"features"
"batchcorr_set1","BatchCorr Set 1","G_AA","all/all","biological_weighted_pc_r2",0.812721013011039,"higher",710,"weighted R-squared"
"batchcorr_set1","BatchCorr Set 1","G_AA","all/all","feature_repeatability_ratio_median",0.682518978311824,"higher",199,"repeatability ratio"
"batchcorr_set1","BatchCorr Set 1","G_AA","all/all","sample_replicate_pearson_median",0.956969722286409,"higher",352,"correlation"
"batchcorr_set1","BatchCorr Set 1","G_AA","all/all","genuine_replicate_icc_median",0.953957258246792,"higher",352,"ICC(A,1)"
"batchcorr_set1","BatchCorr Set 1","G_AA","all/all","biological_associated_features",196,"context",199,"features"
"sacurine","Sacurine","G_SS","selective/selective","heldout_qc_cv_mean",22.421913234801,"lower",113,"percent"
"sacurine","Sacurine","G_SS","selective/selective","heldout_qc_cv_sd",10.0042736885185,"lower",113,"percent"
"sacurine","Sacurine","G_SS","selective/selective","heldout_qc_cv_median",20.7262308662042,"lower",113,"percent"
"sacurine","Sacurine","G_SS","selective/selective","residual_run_order_gam_mean_deviance",0.0520147926987853,"lower",226,"proportion"
"sacurine","Sacurine","G_SS","selective/selective","residual_run_order_gam_sd_deviance",0.0673011809210797,"lower",226,"proportion"
"sacurine","Sacurine","G_SS","selective/selective","residual_ljung_box_proportion_significant",0.0309734513274336,"lower",226,"proportion"
"sacurine","Sacurine","G_SS","selective/selective","batch_weighted_pc_r2_categorical",0.000737747609499402,"lower",184,"weighted R-squared"
"sacurine","Sacurine","G_SS","selective/selective","retained_features",113,"higher",113,"features"
"sacurine","Sacurine","G_SS","selective/selective","retained_samples",210,"higher",210,"samples"
"sacurine","Sacurine","G_SS","selective/selective","runtime_sec",1.119,"lower",1,"seconds"
"sacurine","Sacurine","G_SS","selective/selective","drift_profiles_corrected",44,"descriptive",226,"profiles"
"sacurine","Sacurine","G_SS","selective/selective","drift_features_corrected",37,"descriptive",113,"features"
"sacurine","Sacurine","G_SS","selective/selective","batch_features_corrected",82,"descriptive",113,"features"
"sacurine","Sacurine","G_SS","selective/selective","biological_weighted_pc_r2",0.0457852706905809,"higher",3,"weighted R-squared"
"sacurine","Sacurine","G_SS","selective/selective","biological_associated_features",48,"context",339,"feature-variable tests"
"sacurine","Sacurine","G_SS","selective/selective","cross_batch_effect_pearson_median",0.537221386297552,"higher",3,"correlation"
"sacurine","Sacurine","G_AS","all/selective","heldout_qc_cv_mean",23.5042049558585,"lower",113,"percent"
"sacurine","Sacurine","G_AS","all/selective","heldout_qc_cv_sd",13.13972369563,"lower",113,"percent"
"sacurine","Sacurine","G_AS","all/selective","heldout_qc_cv_median",20.1101016219649,"lower",113,"percent"
"sacurine","Sacurine","G_AS","all/selective","residual_run_order_gam_mean_deviance",0.00452082116102002,"lower",226,"proportion"
"sacurine","Sacurine","G_AS","all/selective","residual_run_order_gam_sd_deviance",0.00802249478855206,"lower",226,"proportion"
"sacurine","Sacurine","G_AS","all/selective","residual_ljung_box_proportion_significant",0.00884955752212389,"lower",226,"proportion"
"sacurine","Sacurine","G_AS","all/selective","batch_weighted_pc_r2_categorical",0.00105850874958049,"lower",184,"weighted R-squared"
"sacurine","Sacurine","G_AS","all/selective","retained_features",113,"higher",113,"features"
"sacurine","Sacurine","G_AS","all/selective","retained_samples",210,"higher",210,"samples"
"sacurine","Sacurine","G_AS","all/selective","runtime_sec",2.481,"lower",1,"seconds"
"sacurine","Sacurine","G_AS","all/selective","drift_profiles_corrected",226,"descriptive",226,"profiles"
"sacurine","Sacurine","G_AS","all/selective","drift_features_corrected",113,"descriptive",113,"features"
"sacurine","Sacurine","G_AS","all/selective","batch_features_corrected",84,"descriptive",113,"features"
"sacurine","Sacurine","G_AS","all/selective","biological_weighted_pc_r2",0.0450719311645159,"higher",3,"weighted R-squared"
"sacurine","Sacurine","G_AS","all/selective","biological_associated_features",49,"context",339,"feature-variable tests"
"sacurine","Sacurine","G_AS","all/selective","cross_batch_effect_pearson_median",0.551099930668215,"higher",3,"correlation"
"sacurine","Sacurine","G_SA","selective/all","heldout_qc_cv_mean",21.9299926994854,"lower",113,"percent"
"sacurine","Sacurine","G_SA","selective/all","heldout_qc_cv_sd",9.48529918475739,"lower",113,"percent"
"sacurine","Sacurine","G_SA","selective/all","heldout_qc_cv_median",20.579994922013,"lower",113,"percent"
"sacurine","Sacurine","G_SA","selective/all","residual_run_order_gam_mean_deviance",0.0523762634412072,"lower",226,"proportion"
"sacurine","Sacurine","G_SA","selective/all","residual_run_order_gam_sd_deviance",0.0678248666680279,"lower",226,"proportion"
"sacurine","Sacurine","G_SA","selective/all","residual_ljung_box_proportion_significant",0.0309734513274336,"lower",226,"proportion"
"sacurine","Sacurine","G_SA","selective/all","batch_weighted_pc_r2_categorical",0.000442153745158434,"lower",184,"weighted R-squared"
"sacurine","Sacurine","G_SA","selective/all","retained_features",113,"higher",113,"features"
"sacurine","Sacurine","G_SA","selective/all","retained_samples",210,"higher",210,"samples"
"sacurine","Sacurine","G_SA","selective/all","runtime_sec",1.127,"lower",1,"seconds"
"sacurine","Sacurine","G_SA","selective/all","drift_profiles_corrected",44,"descriptive",226,"profiles"
"sacurine","Sacurine","G_SA","selective/all","drift_features_corrected",37,"descriptive",113,"features"
"sacurine","Sacurine","G_SA","selective/all","batch_features_corrected",113,"descriptive",113,"features"
"sacurine","Sacurine","G_SA","selective/all","biological_weighted_pc_r2",0.0459713960769054,"higher",3,"weighted R-squared"
"sacurine","Sacurine","G_SA","selective/all","biological_associated_features",48,"context",339,"feature-variable tests"
"sacurine","Sacurine","G_SA","selective/all","cross_batch_effect_pearson_median",0.537207329596118,"higher",3,"correlation"
"sacurine","Sacurine","G_AA","all/all","heldout_qc_cv_mean",22.9626454620396,"lower",113,"percent"
"sacurine","Sacurine","G_AA","all/all","heldout_qc_cv_sd",13.2345168393841,"lower",113,"percent"
"sacurine","Sacurine","G_AA","all/all","heldout_qc_cv_median",19.6126702631388,"lower",113,"percent"
"sacurine","Sacurine","G_AA","all/all","residual_run_order_gam_mean_deviance",0.00483435797740552,"lower",226,"proportion"
"sacurine","Sacurine","G_AA","all/all","residual_run_order_gam_sd_deviance",0.00826134899584249,"lower",226,"proportion"
"sacurine","Sacurine","G_AA","all/all","residual_ljung_box_proportion_significant",0.00884955752212389,"lower",226,"proportion"
"sacurine","Sacurine","G_AA","all/all","batch_weighted_pc_r2_categorical",0.000841918579778785,"lower",184,"weighted R-squared"
"sacurine","Sacurine","G_AA","all/all","retained_features",113,"higher",113,"features"
"sacurine","Sacurine","G_AA","all/all","retained_samples",210,"higher",210,"samples"
"sacurine","Sacurine","G_AA","all/all","runtime_sec",2.461,"lower",1,"seconds"
"sacurine","Sacurine","G_AA","all/all","drift_profiles_corrected",226,"descriptive",226,"profiles"
"sacurine","Sacurine","G_AA","all/all","drift_features_corrected",113,"descriptive",113,"features"
"sacurine","Sacurine","G_AA","all/all","batch_features_corrected",113,"descriptive",113,"features"
"sacurine","Sacurine","G_AA","all/all","biological_weighted_pc_r2",0.0451397139096627,"higher",3,"weighted R-squared"
"sacurine","Sacurine","G_AA","all/all","biological_associated_features",49,"context",339,"feature-variable tests"
"sacurine","Sacurine","G_AA","all/all","cross_batch_effect_pearson_median",0.551496323775515,"higher",3,"correlation"
"waveica","WaveICA","G_SS","selective/selective","heldout_qc_cv_mean",38.3003440498814,"lower",6461,"percent"
"waveica","WaveICA","G_SS","selective/selective","heldout_qc_cv_sd",39.5165917241963,"lower",6461,"percent"
"waveica","WaveICA","G_SS","selective/selective","heldout_qc_cv_median",27.2736232431653,"lower",6461,"percent"
"waveica","WaveICA","G_SS","selective/selective","residual_run_order_gam_mean_deviance",0.0141634445598343,"lower",19383,"proportion"
"waveica","WaveICA","G_SS","selective/selective","residual_run_order_gam_sd_deviance",0.0256953788431241,"lower",19383,"proportion"
"waveica","WaveICA","G_SS","selective/selective","residual_ljung_box_proportion_significant",0.135118402724037,"lower",19383,"proportion"
"waveica","WaveICA","G_SS","selective/selective","batch_weighted_pc_r2_categorical",0.00207900815504909,"lower",568,"weighted R-squared"
"waveica","WaveICA","G_SS","selective/selective","retained_features",6461,"higher",6461,"features"
"waveica","WaveICA","G_SS","selective/selective","retained_samples",642,"higher",642,"samples"
"waveica","WaveICA","G_SS","selective/selective","runtime_sec",45.344,"lower",1,"seconds"
"waveica","WaveICA","G_SS","selective/selective","drift_profiles_corrected",12480,"descriptive",19383,"profiles"
"waveica","WaveICA","G_SS","selective/selective","drift_features_corrected",5675,"descriptive",6461,"features"
"waveica","WaveICA","G_SS","selective/selective","batch_features_corrected",6298,"descriptive",6461,"features"
"waveica","WaveICA","G_SS","selective/selective","biological_weighted_pc_r2",0.0142279960061751,"higher",568,"weighted R-squared"
"waveica","WaveICA","G_SS","selective/selective","biological_associated_features",515,"context",6461,"features"
"waveica","WaveICA","G_SS","selective/selective","cross_batch_effect_pearson_median",0.266637781078006,"higher",3,"correlation"
"waveica","WaveICA","G_AS","all/selective","heldout_qc_cv_mean",38.973854310665,"lower",6461,"percent"
"waveica","WaveICA","G_AS","all/selective","heldout_qc_cv_sd",40.1404373812242,"lower",6461,"percent"
"waveica","WaveICA","G_AS","all/selective","heldout_qc_cv_median",27.5344306874526,"lower",6461,"percent"
"waveica","WaveICA","G_AS","all/selective","residual_run_order_gam_mean_deviance",0.00187501034065054,"lower",19383,"proportion"
"waveica","WaveICA","G_AS","all/selective","residual_run_order_gam_sd_deviance",0.00880851910715437,"lower",19383,"proportion"
"waveica","WaveICA","G_AS","all/selective","residual_ljung_box_proportion_significant",0.135015219522262,"lower",19383,"proportion"
"waveica","WaveICA","G_AS","all/selective","batch_weighted_pc_r2_categorical",0.00148661487004652,"lower",568,"weighted R-squared"
"waveica","WaveICA","G_AS","all/selective","retained_features",6461,"higher",6461,"features"
"waveica","WaveICA","G_AS","all/selective","retained_samples",642,"higher",642,"samples"
"waveica","WaveICA","G_AS","all/selective","runtime_sec",61.763,"lower",1,"seconds"
"waveica","WaveICA","G_AS","all/selective","drift_profiles_corrected",19383,"descriptive",19383,"profiles"
"waveica","WaveICA","G_AS","all/selective","drift_features_corrected",6461,"descriptive",6461,"features"
"waveica","WaveICA","G_AS","all/selective","batch_features_corrected",6304,"descriptive",6461,"features"
"waveica","WaveICA","G_AS","all/selective","biological_weighted_pc_r2",0.0144339199379805,"higher",568,"weighted R-squared"
"waveica","WaveICA","G_AS","all/selective","biological_associated_features",549,"context",6461,"features"
"waveica","WaveICA","G_AS","all/selective","cross_batch_effect_pearson_median",0.270022278327921,"higher",3,"correlation"
"waveica","WaveICA","G_SA","selective/all","heldout_qc_cv_mean",38.2939983950556,"lower",6461,"percent"
"waveica","WaveICA","G_SA","selective/all","heldout_qc_cv_sd",39.5206030193524,"lower",6461,"percent"
"waveica","WaveICA","G_SA","selective/all","heldout_qc_cv_median",27.2469138993001,"lower",6461,"percent"
"waveica","WaveICA","G_SA","selective/all","residual_run_order_gam_mean_deviance",0.0141637417979582,"lower",19383,"proportion"
"waveica","WaveICA","G_SA","selective/all","residual_run_order_gam_sd_deviance",0.0256959470065599,"lower",19383,"proportion"
"waveica","WaveICA","G_SA","selective/all","residual_ljung_box_proportion_significant",0.135066811123149,"lower",19383,"proportion"
"waveica","WaveICA","G_SA","selective/all","batch_weighted_pc_r2_categorical",0.0020631185319165,"lower",568,"weighted R-squared"
"waveica","WaveICA","G_SA","selective/all","retained_features",6461,"higher",6461,"features"
"waveica","WaveICA","G_SA","selective/all","retained_samples",642,"higher",642,"samples"
"waveica","WaveICA","G_SA","selective/all","runtime_sec",44.921,"lower",1,"seconds"
"waveica","WaveICA","G_SA","selective/all","drift_profiles_corrected",12480,"descriptive",19383,"profiles"
"waveica","WaveICA","G_SA","selective/all","drift_features_corrected",5675,"descriptive",6461,"features"
"waveica","WaveICA","G_SA","selective/all","batch_features_corrected",6461,"descriptive",6461,"features"
"waveica","WaveICA","G_SA","selective/all","biological_weighted_pc_r2",0.01422870765154,"higher",568,"weighted R-squared"
"waveica","WaveICA","G_SA","selective/all","biological_associated_features",515,"context",6461,"features"
"waveica","WaveICA","G_SA","selective/all","cross_batch_effect_pearson_median",0.26668278836203,"higher",3,"correlation"
"waveica","WaveICA","G_AA","all/all","heldout_qc_cv_mean",38.9695454458858,"lower",6461,"percent"
"waveica","WaveICA","G_AA","all/all","heldout_qc_cv_sd",40.142041322147,"lower",6461,"percent"
"waveica","WaveICA","G_AA","all/all","heldout_qc_cv_median",27.5321433796179,"lower",6461,"percent"
"waveica","WaveICA","G_AA","all/all","residual_run_order_gam_mean_deviance",0.00187535250880175,"lower",19383,"proportion"
"waveica","WaveICA","G_AA","all/all","residual_run_order_gam_sd_deviance",0.00880913823753104,"lower",19383,"proportion"
"waveica","WaveICA","G_AA","all/all","residual_ljung_box_proportion_significant",0.135015219522262,"lower",19383,"proportion"
"waveica","WaveICA","G_AA","all/all","batch_weighted_pc_r2_categorical",0.0014695177526822,"lower",568,"weighted R-squared"
"waveica","WaveICA","G_AA","all/all","retained_features",6461,"higher",6461,"features"
"waveica","WaveICA","G_AA","all/all","retained_samples",642,"higher",642,"samples"
"waveica","WaveICA","G_AA","all/all","runtime_sec",61.834,"lower",1,"seconds"
"waveica","WaveICA","G_AA","all/all","drift_profiles_corrected",19383,"descriptive",19383,"profiles"
"waveica","WaveICA","G_AA","all/all","drift_features_corrected",6461,"descriptive",6461,"features"
"waveica","WaveICA","G_AA","all/all","batch_features_corrected",6461,"descriptive",6461,"features"
"waveica","WaveICA","G_AA","all/all","biological_weighted_pc_r2",0.0144348910953949,"higher",568,"weighted R-squared"
"waveica","WaveICA","G_AA","all/all","biological_associated_features",549,"context",6461,"features"
"waveica","WaveICA","G_AA","all/all","cross_batch_effect_pearson_median",0.270076397548034,"higher",3,"correlation"
