"analysis_family","task_id","dataset_key","seed_id","split_id","method_id","method","output_dir","floor_applied","negative_values_floored","features_with_flooring","samples_with_flooring","minimum_before_floor","rule"
"reference_split","REF_017","simulation",,"SPLIT03","raw","Raw","results/reference_splits/simulation/SPLIT03/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_018","simulation",,"SPLIT03","combat","ComBat","results/reference_splits/simulation/SPLIT03/combat",TRUE,1,1,1,-0.0280105824579054,"Negative corrected intensities were floored at zero before evaluation."
"reference_split","REF_019","simulation",,"SPLIT03","qc_rlsc","QC-RLSC","results/reference_splits/simulation/SPLIT03/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_020","simulation",,"SPLIT03","qc_rfsc","QC-RFSC","results/reference_splits/simulation/SPLIT03/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_021","simulation",,"SPLIT03","serrf","SERRF","results/reference_splits/simulation/SPLIT03/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_022","simulation",,"SPLIT03","winn_auto_qc","WiNN auto (QC)","results/reference_splits/simulation/SPLIT03/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_023","simulation",,"SPLIT03","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/simulation/SPLIT03/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_024","simulation",,"SPLIT03","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/simulation/SPLIT03/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_025","simulation",,"SPLIT04","raw","Raw","results/reference_splits/simulation/SPLIT04/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_026","simulation",,"SPLIT04","combat","ComBat","results/reference_splits/simulation/SPLIT04/combat",TRUE,1,1,1,-0.0280105824579054,"Negative corrected intensities were floored at zero before evaluation."
"reference_split","REF_027","simulation",,"SPLIT04","qc_rlsc","QC-RLSC","results/reference_splits/simulation/SPLIT04/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_028","simulation",,"SPLIT04","qc_rfsc","QC-RFSC","results/reference_splits/simulation/SPLIT04/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_029","simulation",,"SPLIT04","serrf","SERRF","results/reference_splits/simulation/SPLIT04/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_030","simulation",,"SPLIT04","winn_auto_qc","WiNN auto (QC)","results/reference_splits/simulation/SPLIT04/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_031","simulation",,"SPLIT04","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/simulation/SPLIT04/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_032","simulation",,"SPLIT04","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/simulation/SPLIT04/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_033","simulation",,"SPLIT05","raw","Raw","results/reference_splits/simulation/SPLIT05/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_034","simulation",,"SPLIT05","combat","ComBat","results/reference_splits/simulation/SPLIT05/combat",TRUE,1,1,1,-0.0280105824579054,"Negative corrected intensities were floored at zero before evaluation."
"reference_split","REF_035","simulation",,"SPLIT05","qc_rlsc","QC-RLSC","results/reference_splits/simulation/SPLIT05/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_036","simulation",,"SPLIT05","qc_rfsc","QC-RFSC","results/reference_splits/simulation/SPLIT05/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_037","simulation",,"SPLIT05","serrf","SERRF","results/reference_splits/simulation/SPLIT05/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_038","simulation",,"SPLIT05","winn_auto_qc","WiNN auto (QC)","results/reference_splits/simulation/SPLIT05/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_039","simulation",,"SPLIT05","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/simulation/SPLIT05/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_040","simulation",,"SPLIT05","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/simulation/SPLIT05/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_041","simulation",,"SPLIT06","raw","Raw","results/reference_splits/simulation/SPLIT06/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_042","simulation",,"SPLIT06","combat","ComBat","results/reference_splits/simulation/SPLIT06/combat",TRUE,1,1,1,-0.0280105824579054,"Negative corrected intensities were floored at zero before evaluation."
"reference_split","REF_043","simulation",,"SPLIT06","qc_rlsc","QC-RLSC","results/reference_splits/simulation/SPLIT06/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_044","simulation",,"SPLIT06","qc_rfsc","QC-RFSC","results/reference_splits/simulation/SPLIT06/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_045","simulation",,"SPLIT06","serrf","SERRF","results/reference_splits/simulation/SPLIT06/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_046","simulation",,"SPLIT06","winn_auto_qc","WiNN auto (QC)","results/reference_splits/simulation/SPLIT06/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_047","simulation",,"SPLIT06","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/simulation/SPLIT06/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_048","simulation",,"SPLIT06","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/simulation/SPLIT06/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_049","simulation",,"SPLIT07","raw","Raw","results/reference_splits/simulation/SPLIT07/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_050","simulation",,"SPLIT07","combat","ComBat","results/reference_splits/simulation/SPLIT07/combat",TRUE,1,1,1,-0.0280105824579054,"Negative corrected intensities were floored at zero before evaluation."
"reference_split","REF_051","simulation",,"SPLIT07","qc_rlsc","QC-RLSC","results/reference_splits/simulation/SPLIT07/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_052","simulation",,"SPLIT07","qc_rfsc","QC-RFSC","results/reference_splits/simulation/SPLIT07/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_053","simulation",,"SPLIT07","serrf","SERRF","results/reference_splits/simulation/SPLIT07/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_054","simulation",,"SPLIT07","winn_auto_qc","WiNN auto (QC)","results/reference_splits/simulation/SPLIT07/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_055","simulation",,"SPLIT07","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/simulation/SPLIT07/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_056","simulation",,"SPLIT07","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/simulation/SPLIT07/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_057","simulation",,"SPLIT08","raw","Raw","results/reference_splits/simulation/SPLIT08/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_058","simulation",,"SPLIT08","combat","ComBat","results/reference_splits/simulation/SPLIT08/combat",TRUE,1,1,1,-0.0280105824579054,"Negative corrected intensities were floored at zero before evaluation."
"reference_split","REF_059","simulation",,"SPLIT08","qc_rlsc","QC-RLSC","results/reference_splits/simulation/SPLIT08/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_060","simulation",,"SPLIT08","qc_rfsc","QC-RFSC","results/reference_splits/simulation/SPLIT08/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_061","simulation",,"SPLIT08","serrf","SERRF","results/reference_splits/simulation/SPLIT08/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_062","simulation",,"SPLIT08","winn_auto_qc","WiNN auto (QC)","results/reference_splits/simulation/SPLIT08/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_063","simulation",,"SPLIT08","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/simulation/SPLIT08/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_064","simulation",,"SPLIT08","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/simulation/SPLIT08/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_065","simulation",,"SPLIT09","raw","Raw","results/reference_splits/simulation/SPLIT09/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_066","simulation",,"SPLIT09","combat","ComBat","results/reference_splits/simulation/SPLIT09/combat",TRUE,1,1,1,-0.0280105824579054,"Negative corrected intensities were floored at zero before evaluation."
"reference_split","REF_067","simulation",,"SPLIT09","qc_rlsc","QC-RLSC","results/reference_splits/simulation/SPLIT09/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_068","simulation",,"SPLIT09","qc_rfsc","QC-RFSC","results/reference_splits/simulation/SPLIT09/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_069","simulation",,"SPLIT09","serrf","SERRF","results/reference_splits/simulation/SPLIT09/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_070","simulation",,"SPLIT09","winn_auto_qc","WiNN auto (QC)","results/reference_splits/simulation/SPLIT09/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_071","simulation",,"SPLIT09","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/simulation/SPLIT09/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_072","simulation",,"SPLIT09","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/simulation/SPLIT09/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_073","simulation",,"SPLIT10","raw","Raw","results/reference_splits/simulation/SPLIT10/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_074","simulation",,"SPLIT10","combat","ComBat","results/reference_splits/simulation/SPLIT10/combat",TRUE,1,1,1,-0.0280105824579054,"Negative corrected intensities were floored at zero before evaluation."
"reference_split","REF_075","simulation",,"SPLIT10","qc_rlsc","QC-RLSC","results/reference_splits/simulation/SPLIT10/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_076","simulation",,"SPLIT10","qc_rfsc","QC-RFSC","results/reference_splits/simulation/SPLIT10/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_077","simulation",,"SPLIT10","serrf","SERRF","results/reference_splits/simulation/SPLIT10/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_078","simulation",,"SPLIT10","winn_auto_qc","WiNN auto (QC)","results/reference_splits/simulation/SPLIT10/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_079","simulation",,"SPLIT10","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/simulation/SPLIT10/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_080","simulation",,"SPLIT10","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/simulation/SPLIT10/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_081","mtbls79",,"SPLIT01","raw","Raw","results/reference_splits/mtbls79/SPLIT01/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_082","mtbls79",,"SPLIT01","combat","ComBat","results/reference_splits/mtbls79/SPLIT01/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_083","mtbls79",,"SPLIT01","qc_rlsc","QC-RLSC","results/reference_splits/mtbls79/SPLIT01/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_084","mtbls79",,"SPLIT01","qc_rfsc","QC-RFSC","results/reference_splits/mtbls79/SPLIT01/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_085","mtbls79",,"SPLIT01","serrf","SERRF","results/reference_splits/mtbls79/SPLIT01/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_086","mtbls79",,"SPLIT01","winn_auto_qc","WiNN auto (QC)","results/reference_splits/mtbls79/SPLIT01/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_087","mtbls79",,"SPLIT01","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/mtbls79/SPLIT01/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_088","mtbls79",,"SPLIT01","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/mtbls79/SPLIT01/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_089","mtbls79",,"SPLIT02","raw","Raw","results/reference_splits/mtbls79/SPLIT02/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_090","mtbls79",,"SPLIT02","combat","ComBat","results/reference_splits/mtbls79/SPLIT02/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_091","mtbls79",,"SPLIT02","qc_rlsc","QC-RLSC","results/reference_splits/mtbls79/SPLIT02/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_092","mtbls79",,"SPLIT02","qc_rfsc","QC-RFSC","results/reference_splits/mtbls79/SPLIT02/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_093","mtbls79",,"SPLIT02","serrf","SERRF","results/reference_splits/mtbls79/SPLIT02/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_094","mtbls79",,"SPLIT02","winn_auto_qc","WiNN auto (QC)","results/reference_splits/mtbls79/SPLIT02/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_095","mtbls79",,"SPLIT02","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/mtbls79/SPLIT02/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_096","mtbls79",,"SPLIT02","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/mtbls79/SPLIT02/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_097","mtbls79",,"SPLIT03","raw","Raw","results/reference_splits/mtbls79/SPLIT03/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_098","mtbls79",,"SPLIT03","combat","ComBat","results/reference_splits/mtbls79/SPLIT03/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_099","mtbls79",,"SPLIT03","qc_rlsc","QC-RLSC","results/reference_splits/mtbls79/SPLIT03/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_100","mtbls79",,"SPLIT03","qc_rfsc","QC-RFSC","results/reference_splits/mtbls79/SPLIT03/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_101","mtbls79",,"SPLIT03","serrf","SERRF","results/reference_splits/mtbls79/SPLIT03/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_102","mtbls79",,"SPLIT03","winn_auto_qc","WiNN auto (QC)","results/reference_splits/mtbls79/SPLIT03/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_103","mtbls79",,"SPLIT03","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/mtbls79/SPLIT03/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_104","mtbls79",,"SPLIT03","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/mtbls79/SPLIT03/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_105","mtbls79",,"SPLIT04","raw","Raw","results/reference_splits/mtbls79/SPLIT04/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_106","mtbls79",,"SPLIT04","combat","ComBat","results/reference_splits/mtbls79/SPLIT04/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_107","mtbls79",,"SPLIT04","qc_rlsc","QC-RLSC","results/reference_splits/mtbls79/SPLIT04/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_108","mtbls79",,"SPLIT04","qc_rfsc","QC-RFSC","results/reference_splits/mtbls79/SPLIT04/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_109","mtbls79",,"SPLIT04","serrf","SERRF","results/reference_splits/mtbls79/SPLIT04/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_110","mtbls79",,"SPLIT04","winn_auto_qc","WiNN auto (QC)","results/reference_splits/mtbls79/SPLIT04/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_111","mtbls79",,"SPLIT04","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/mtbls79/SPLIT04/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_112","mtbls79",,"SPLIT04","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/mtbls79/SPLIT04/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_113","mtbls79",,"SPLIT05","raw","Raw","results/reference_splits/mtbls79/SPLIT05/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_114","mtbls79",,"SPLIT05","combat","ComBat","results/reference_splits/mtbls79/SPLIT05/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_115","mtbls79",,"SPLIT05","qc_rlsc","QC-RLSC","results/reference_splits/mtbls79/SPLIT05/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_116","mtbls79",,"SPLIT05","qc_rfsc","QC-RFSC","results/reference_splits/mtbls79/SPLIT05/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_117","mtbls79",,"SPLIT05","serrf","SERRF","results/reference_splits/mtbls79/SPLIT05/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_118","mtbls79",,"SPLIT05","winn_auto_qc","WiNN auto (QC)","results/reference_splits/mtbls79/SPLIT05/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_119","mtbls79",,"SPLIT05","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/mtbls79/SPLIT05/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_120","mtbls79",,"SPLIT05","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/mtbls79/SPLIT05/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_121","mtbls79",,"SPLIT06","raw","Raw","results/reference_splits/mtbls79/SPLIT06/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_122","mtbls79",,"SPLIT06","combat","ComBat","results/reference_splits/mtbls79/SPLIT06/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_123","mtbls79",,"SPLIT06","qc_rlsc","QC-RLSC","results/reference_splits/mtbls79/SPLIT06/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_124","mtbls79",,"SPLIT06","qc_rfsc","QC-RFSC","results/reference_splits/mtbls79/SPLIT06/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_125","mtbls79",,"SPLIT06","serrf","SERRF","results/reference_splits/mtbls79/SPLIT06/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_126","mtbls79",,"SPLIT06","winn_auto_qc","WiNN auto (QC)","results/reference_splits/mtbls79/SPLIT06/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_127","mtbls79",,"SPLIT06","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/mtbls79/SPLIT06/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_128","mtbls79",,"SPLIT06","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/mtbls79/SPLIT06/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_129","mtbls79",,"SPLIT07","raw","Raw","results/reference_splits/mtbls79/SPLIT07/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_130","mtbls79",,"SPLIT07","combat","ComBat","results/reference_splits/mtbls79/SPLIT07/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_131","mtbls79",,"SPLIT07","qc_rlsc","QC-RLSC","results/reference_splits/mtbls79/SPLIT07/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_132","mtbls79",,"SPLIT07","qc_rfsc","QC-RFSC","results/reference_splits/mtbls79/SPLIT07/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_133","mtbls79",,"SPLIT07","serrf","SERRF","results/reference_splits/mtbls79/SPLIT07/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_134","mtbls79",,"SPLIT07","winn_auto_qc","WiNN auto (QC)","results/reference_splits/mtbls79/SPLIT07/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_135","mtbls79",,"SPLIT07","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/mtbls79/SPLIT07/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_136","mtbls79",,"SPLIT07","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/mtbls79/SPLIT07/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_137","mtbls79",,"SPLIT08","raw","Raw","results/reference_splits/mtbls79/SPLIT08/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_138","mtbls79",,"SPLIT08","combat","ComBat","results/reference_splits/mtbls79/SPLIT08/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_139","mtbls79",,"SPLIT08","qc_rlsc","QC-RLSC","results/reference_splits/mtbls79/SPLIT08/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_140","mtbls79",,"SPLIT08","qc_rfsc","QC-RFSC","results/reference_splits/mtbls79/SPLIT08/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_141","mtbls79",,"SPLIT08","serrf","SERRF","results/reference_splits/mtbls79/SPLIT08/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_142","mtbls79",,"SPLIT08","winn_auto_qc","WiNN auto (QC)","results/reference_splits/mtbls79/SPLIT08/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_143","mtbls79",,"SPLIT08","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/mtbls79/SPLIT08/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_144","mtbls79",,"SPLIT08","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/mtbls79/SPLIT08/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_145","mtbls79",,"SPLIT09","raw","Raw","results/reference_splits/mtbls79/SPLIT09/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_146","mtbls79",,"SPLIT09","combat","ComBat","results/reference_splits/mtbls79/SPLIT09/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_147","mtbls79",,"SPLIT09","qc_rlsc","QC-RLSC","results/reference_splits/mtbls79/SPLIT09/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_148","mtbls79",,"SPLIT09","qc_rfsc","QC-RFSC","results/reference_splits/mtbls79/SPLIT09/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_149","mtbls79",,"SPLIT09","serrf","SERRF","results/reference_splits/mtbls79/SPLIT09/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_150","mtbls79",,"SPLIT09","winn_auto_qc","WiNN auto (QC)","results/reference_splits/mtbls79/SPLIT09/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_151","mtbls79",,"SPLIT09","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/mtbls79/SPLIT09/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_152","mtbls79",,"SPLIT09","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/mtbls79/SPLIT09/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_153","mtbls79",,"SPLIT10","raw","Raw","results/reference_splits/mtbls79/SPLIT10/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_154","mtbls79",,"SPLIT10","combat","ComBat","results/reference_splits/mtbls79/SPLIT10/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_155","mtbls79",,"SPLIT10","qc_rlsc","QC-RLSC","results/reference_splits/mtbls79/SPLIT10/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_156","mtbls79",,"SPLIT10","qc_rfsc","QC-RFSC","results/reference_splits/mtbls79/SPLIT10/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_157","mtbls79",,"SPLIT10","serrf","SERRF","results/reference_splits/mtbls79/SPLIT10/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_158","mtbls79",,"SPLIT10","winn_auto_qc","WiNN auto (QC)","results/reference_splits/mtbls79/SPLIT10/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_159","mtbls79",,"SPLIT10","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/mtbls79/SPLIT10/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_160","mtbls79",,"SPLIT10","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/mtbls79/SPLIT10/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_161","clinical_fiams",,"SPLIT01","raw","Raw","results/reference_splits/clinical_fiams/SPLIT01/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_162","clinical_fiams",,"SPLIT01","combat","ComBat","results/reference_splits/clinical_fiams/SPLIT01/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_163","clinical_fiams",,"SPLIT01","qc_rlsc","QC-RLSC","results/reference_splits/clinical_fiams/SPLIT01/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_164","clinical_fiams",,"SPLIT01","qc_rfsc","QC-RFSC","results/reference_splits/clinical_fiams/SPLIT01/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
