"analysis_family","task_id","dataset_key","seed_id","split_id","method_id","method","output_dir","floor_applied","negative_values_floored","features_with_flooring","samples_with_flooring","minimum_before_floor","rule"
"reference_split","REF_304","batchcorr_set1",,"SPLIT08","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/batchcorr_set1/SPLIT08/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_305","batchcorr_set1",,"SPLIT09","raw","Raw","results/reference_splits/batchcorr_set1/SPLIT09/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_306","batchcorr_set1",,"SPLIT09","combat","ComBat","results/reference_splits/batchcorr_set1/SPLIT09/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_307","batchcorr_set1",,"SPLIT09","qc_rlsc","QC-RLSC","results/reference_splits/batchcorr_set1/SPLIT09/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_308","batchcorr_set1",,"SPLIT09","qc_rfsc","QC-RFSC","results/reference_splits/batchcorr_set1/SPLIT09/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_309","batchcorr_set1",,"SPLIT09","serrf","SERRF","results/reference_splits/batchcorr_set1/SPLIT09/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_310","batchcorr_set1",,"SPLIT09","winn_auto_qc","WiNN auto (QC)","results/reference_splits/batchcorr_set1/SPLIT09/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_311","batchcorr_set1",,"SPLIT09","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/batchcorr_set1/SPLIT09/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_312","batchcorr_set1",,"SPLIT09","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/batchcorr_set1/SPLIT09/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_313","batchcorr_set1",,"SPLIT10","raw","Raw","results/reference_splits/batchcorr_set1/SPLIT10/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_314","batchcorr_set1",,"SPLIT10","combat","ComBat","results/reference_splits/batchcorr_set1/SPLIT10/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_315","batchcorr_set1",,"SPLIT10","qc_rlsc","QC-RLSC","results/reference_splits/batchcorr_set1/SPLIT10/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_316","batchcorr_set1",,"SPLIT10","qc_rfsc","QC-RFSC","results/reference_splits/batchcorr_set1/SPLIT10/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_317","batchcorr_set1",,"SPLIT10","serrf","SERRF","results/reference_splits/batchcorr_set1/SPLIT10/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_318","batchcorr_set1",,"SPLIT10","winn_auto_qc","WiNN auto (QC)","results/reference_splits/batchcorr_set1/SPLIT10/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_319","batchcorr_set1",,"SPLIT10","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/batchcorr_set1/SPLIT10/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_320","batchcorr_set1",,"SPLIT10","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/batchcorr_set1/SPLIT10/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_321","sacurine",,"SPLIT01","raw","Raw","results/reference_splits/sacurine/SPLIT01/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_322","sacurine",,"SPLIT01","combat","ComBat","results/reference_splits/sacurine/SPLIT01/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_323","sacurine",,"SPLIT01","qc_rlsc","QC-RLSC","results/reference_splits/sacurine/SPLIT01/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_324","sacurine",,"SPLIT01","qc_rfsc","QC-RFSC","results/reference_splits/sacurine/SPLIT01/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_325","sacurine",,"SPLIT01","serrf","SERRF","results/reference_splits/sacurine/SPLIT01/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_326","sacurine",,"SPLIT01","winn_auto_qc","WiNN auto (QC)","results/reference_splits/sacurine/SPLIT01/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_327","sacurine",,"SPLIT01","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/sacurine/SPLIT01/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_328","sacurine",,"SPLIT01","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/sacurine/SPLIT01/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_329","sacurine",,"SPLIT02","raw","Raw","results/reference_splits/sacurine/SPLIT02/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_330","sacurine",,"SPLIT02","combat","ComBat","results/reference_splits/sacurine/SPLIT02/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_331","sacurine",,"SPLIT02","qc_rlsc","QC-RLSC","results/reference_splits/sacurine/SPLIT02/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_332","sacurine",,"SPLIT02","qc_rfsc","QC-RFSC","results/reference_splits/sacurine/SPLIT02/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_333","sacurine",,"SPLIT02","serrf","SERRF","results/reference_splits/sacurine/SPLIT02/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_334","sacurine",,"SPLIT02","winn_auto_qc","WiNN auto (QC)","results/reference_splits/sacurine/SPLIT02/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_335","sacurine",,"SPLIT02","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/sacurine/SPLIT02/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_336","sacurine",,"SPLIT02","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/sacurine/SPLIT02/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_337","sacurine",,"SPLIT03","raw","Raw","results/reference_splits/sacurine/SPLIT03/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_338","sacurine",,"SPLIT03","combat","ComBat","results/reference_splits/sacurine/SPLIT03/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_339","sacurine",,"SPLIT03","qc_rlsc","QC-RLSC","results/reference_splits/sacurine/SPLIT03/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_340","sacurine",,"SPLIT03","qc_rfsc","QC-RFSC","results/reference_splits/sacurine/SPLIT03/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_341","sacurine",,"SPLIT03","serrf","SERRF","results/reference_splits/sacurine/SPLIT03/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_342","sacurine",,"SPLIT03","winn_auto_qc","WiNN auto (QC)","results/reference_splits/sacurine/SPLIT03/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_343","sacurine",,"SPLIT03","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/sacurine/SPLIT03/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_344","sacurine",,"SPLIT03","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/sacurine/SPLIT03/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_345","sacurine",,"SPLIT04","raw","Raw","results/reference_splits/sacurine/SPLIT04/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_346","sacurine",,"SPLIT04","combat","ComBat","results/reference_splits/sacurine/SPLIT04/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_347","sacurine",,"SPLIT04","qc_rlsc","QC-RLSC","results/reference_splits/sacurine/SPLIT04/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_348","sacurine",,"SPLIT04","qc_rfsc","QC-RFSC","results/reference_splits/sacurine/SPLIT04/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_349","sacurine",,"SPLIT04","serrf","SERRF","results/reference_splits/sacurine/SPLIT04/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_350","sacurine",,"SPLIT04","winn_auto_qc","WiNN auto (QC)","results/reference_splits/sacurine/SPLIT04/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_351","sacurine",,"SPLIT04","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/sacurine/SPLIT04/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_352","sacurine",,"SPLIT04","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/sacurine/SPLIT04/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_353","sacurine",,"SPLIT05","raw","Raw","results/reference_splits/sacurine/SPLIT05/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_354","sacurine",,"SPLIT05","combat","ComBat","results/reference_splits/sacurine/SPLIT05/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_355","sacurine",,"SPLIT05","qc_rlsc","QC-RLSC","results/reference_splits/sacurine/SPLIT05/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_356","sacurine",,"SPLIT05","qc_rfsc","QC-RFSC","results/reference_splits/sacurine/SPLIT05/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_357","sacurine",,"SPLIT05","serrf","SERRF","results/reference_splits/sacurine/SPLIT05/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_358","sacurine",,"SPLIT05","winn_auto_qc","WiNN auto (QC)","results/reference_splits/sacurine/SPLIT05/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_359","sacurine",,"SPLIT05","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/sacurine/SPLIT05/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_360","sacurine",,"SPLIT05","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/sacurine/SPLIT05/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_361","sacurine",,"SPLIT06","raw","Raw","results/reference_splits/sacurine/SPLIT06/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_362","sacurine",,"SPLIT06","combat","ComBat","results/reference_splits/sacurine/SPLIT06/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_363","sacurine",,"SPLIT06","qc_rlsc","QC-RLSC","results/reference_splits/sacurine/SPLIT06/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_364","sacurine",,"SPLIT06","qc_rfsc","QC-RFSC","results/reference_splits/sacurine/SPLIT06/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_365","sacurine",,"SPLIT06","serrf","SERRF","results/reference_splits/sacurine/SPLIT06/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_366","sacurine",,"SPLIT06","winn_auto_qc","WiNN auto (QC)","results/reference_splits/sacurine/SPLIT06/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_367","sacurine",,"SPLIT06","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/sacurine/SPLIT06/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_368","sacurine",,"SPLIT06","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/sacurine/SPLIT06/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_369","sacurine",,"SPLIT07","raw","Raw","results/reference_splits/sacurine/SPLIT07/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_370","sacurine",,"SPLIT07","combat","ComBat","results/reference_splits/sacurine/SPLIT07/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_371","sacurine",,"SPLIT07","qc_rlsc","QC-RLSC","results/reference_splits/sacurine/SPLIT07/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_372","sacurine",,"SPLIT07","qc_rfsc","QC-RFSC","results/reference_splits/sacurine/SPLIT07/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_373","sacurine",,"SPLIT07","serrf","SERRF","results/reference_splits/sacurine/SPLIT07/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_374","sacurine",,"SPLIT07","winn_auto_qc","WiNN auto (QC)","results/reference_splits/sacurine/SPLIT07/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_375","sacurine",,"SPLIT07","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/sacurine/SPLIT07/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_376","sacurine",,"SPLIT07","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/sacurine/SPLIT07/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_377","sacurine",,"SPLIT08","raw","Raw","results/reference_splits/sacurine/SPLIT08/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_378","sacurine",,"SPLIT08","combat","ComBat","results/reference_splits/sacurine/SPLIT08/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_379","sacurine",,"SPLIT08","qc_rlsc","QC-RLSC","results/reference_splits/sacurine/SPLIT08/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_380","sacurine",,"SPLIT08","qc_rfsc","QC-RFSC","results/reference_splits/sacurine/SPLIT08/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_381","sacurine",,"SPLIT08","serrf","SERRF","results/reference_splits/sacurine/SPLIT08/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_382","sacurine",,"SPLIT08","winn_auto_qc","WiNN auto (QC)","results/reference_splits/sacurine/SPLIT08/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_383","sacurine",,"SPLIT08","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/sacurine/SPLIT08/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_384","sacurine",,"SPLIT08","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/sacurine/SPLIT08/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_385","sacurine",,"SPLIT09","raw","Raw","results/reference_splits/sacurine/SPLIT09/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_386","sacurine",,"SPLIT09","combat","ComBat","results/reference_splits/sacurine/SPLIT09/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_387","sacurine",,"SPLIT09","qc_rlsc","QC-RLSC","results/reference_splits/sacurine/SPLIT09/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_388","sacurine",,"SPLIT09","qc_rfsc","QC-RFSC","results/reference_splits/sacurine/SPLIT09/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_389","sacurine",,"SPLIT09","serrf","SERRF","results/reference_splits/sacurine/SPLIT09/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_390","sacurine",,"SPLIT09","winn_auto_qc","WiNN auto (QC)","results/reference_splits/sacurine/SPLIT09/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_391","sacurine",,"SPLIT09","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/sacurine/SPLIT09/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_392","sacurine",,"SPLIT09","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/sacurine/SPLIT09/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_393","sacurine",,"SPLIT10","raw","Raw","results/reference_splits/sacurine/SPLIT10/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_394","sacurine",,"SPLIT10","combat","ComBat","results/reference_splits/sacurine/SPLIT10/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_395","sacurine",,"SPLIT10","qc_rlsc","QC-RLSC","results/reference_splits/sacurine/SPLIT10/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_396","sacurine",,"SPLIT10","qc_rfsc","QC-RFSC","results/reference_splits/sacurine/SPLIT10/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_397","sacurine",,"SPLIT10","serrf","SERRF","results/reference_splits/sacurine/SPLIT10/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_398","sacurine",,"SPLIT10","winn_auto_qc","WiNN auto (QC)","results/reference_splits/sacurine/SPLIT10/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_399","sacurine",,"SPLIT10","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/sacurine/SPLIT10/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_400","sacurine",,"SPLIT10","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/sacurine/SPLIT10/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_401","waveica",,"SPLIT01","raw","Raw","results/reference_splits/waveica/SPLIT01/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_402","waveica",,"SPLIT01","combat","ComBat","results/reference_splits/waveica/SPLIT01/combat",TRUE,5484,806,600,-0.999999999994558,"Negative corrected intensities were floored at zero before evaluation."
"reference_split","REF_403","waveica",,"SPLIT01","qc_rlsc","QC-RLSC","results/reference_splits/waveica/SPLIT01/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_404","waveica",,"SPLIT01","qc_rfsc","QC-RFSC","results/reference_splits/waveica/SPLIT01/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_405","waveica",,"SPLIT01","serrf","SERRF","results/reference_splits/waveica/SPLIT01/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_406","waveica",,"SPLIT01","winn_auto_qc","WiNN auto (QC)","results/reference_splits/waveica/SPLIT01/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_407","waveica",,"SPLIT01","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/waveica/SPLIT01/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_408","waveica",,"SPLIT01","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/waveica/SPLIT01/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_409","waveica",,"SPLIT02","raw","Raw","results/reference_splits/waveica/SPLIT02/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_410","waveica",,"SPLIT02","combat","ComBat","results/reference_splits/waveica/SPLIT02/combat",TRUE,5484,806,600,-0.999999999994558,"Negative corrected intensities were floored at zero before evaluation."
"reference_split","REF_411","waveica",,"SPLIT02","qc_rlsc","QC-RLSC","results/reference_splits/waveica/SPLIT02/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_412","waveica",,"SPLIT02","qc_rfsc","QC-RFSC","results/reference_splits/waveica/SPLIT02/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_413","waveica",,"SPLIT02","serrf","SERRF","results/reference_splits/waveica/SPLIT02/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_414","waveica",,"SPLIT02","winn_auto_qc","WiNN auto (QC)","results/reference_splits/waveica/SPLIT02/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_415","waveica",,"SPLIT02","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/waveica/SPLIT02/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_416","waveica",,"SPLIT02","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/waveica/SPLIT02/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_417","waveica",,"SPLIT03","raw","Raw","results/reference_splits/waveica/SPLIT03/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_418","waveica",,"SPLIT03","combat","ComBat","results/reference_splits/waveica/SPLIT03/combat",TRUE,5484,806,600,-0.999999999994558,"Negative corrected intensities were floored at zero before evaluation."
"reference_split","REF_419","waveica",,"SPLIT03","qc_rlsc","QC-RLSC","results/reference_splits/waveica/SPLIT03/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_420","waveica",,"SPLIT03","qc_rfsc","QC-RFSC","results/reference_splits/waveica/SPLIT03/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_421","waveica",,"SPLIT03","serrf","SERRF","results/reference_splits/waveica/SPLIT03/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_422","waveica",,"SPLIT03","winn_auto_qc","WiNN auto (QC)","results/reference_splits/waveica/SPLIT03/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_423","waveica",,"SPLIT03","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/waveica/SPLIT03/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_424","waveica",,"SPLIT03","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/waveica/SPLIT03/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_425","waveica",,"SPLIT04","raw","Raw","results/reference_splits/waveica/SPLIT04/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_426","waveica",,"SPLIT04","combat","ComBat","results/reference_splits/waveica/SPLIT04/combat",TRUE,5484,806,600,-0.999999999994558,"Negative corrected intensities were floored at zero before evaluation."
"reference_split","REF_427","waveica",,"SPLIT04","qc_rlsc","QC-RLSC","results/reference_splits/waveica/SPLIT04/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_428","waveica",,"SPLIT04","qc_rfsc","QC-RFSC","results/reference_splits/waveica/SPLIT04/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_429","waveica",,"SPLIT04","serrf","SERRF","results/reference_splits/waveica/SPLIT04/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_430","waveica",,"SPLIT04","winn_auto_qc","WiNN auto (QC)","results/reference_splits/waveica/SPLIT04/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_431","waveica",,"SPLIT04","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/waveica/SPLIT04/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_432","waveica",,"SPLIT04","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/waveica/SPLIT04/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_433","waveica",,"SPLIT05","raw","Raw","results/reference_splits/waveica/SPLIT05/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_434","waveica",,"SPLIT05","combat","ComBat","results/reference_splits/waveica/SPLIT05/combat",TRUE,5484,806,600,-0.999999999994558,"Negative corrected intensities were floored at zero before evaluation."
"reference_split","REF_435","waveica",,"SPLIT05","qc_rlsc","QC-RLSC","results/reference_splits/waveica/SPLIT05/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_436","waveica",,"SPLIT05","qc_rfsc","QC-RFSC","results/reference_splits/waveica/SPLIT05/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_437","waveica",,"SPLIT05","serrf","SERRF","results/reference_splits/waveica/SPLIT05/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_438","waveica",,"SPLIT05","winn_auto_qc","WiNN auto (QC)","results/reference_splits/waveica/SPLIT05/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_439","waveica",,"SPLIT05","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/waveica/SPLIT05/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_440","waveica",,"SPLIT05","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/waveica/SPLIT05/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_441","waveica",,"SPLIT06","raw","Raw","results/reference_splits/waveica/SPLIT06/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_442","waveica",,"SPLIT06","combat","ComBat","results/reference_splits/waveica/SPLIT06/combat",TRUE,5484,806,600,-0.999999999994558,"Negative corrected intensities were floored at zero before evaluation."
"reference_split","REF_443","waveica",,"SPLIT06","qc_rlsc","QC-RLSC","results/reference_splits/waveica/SPLIT06/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_444","waveica",,"SPLIT06","qc_rfsc","QC-RFSC","results/reference_splits/waveica/SPLIT06/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_445","waveica",,"SPLIT06","serrf","SERRF","results/reference_splits/waveica/SPLIT06/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_446","waveica",,"SPLIT06","winn_auto_qc","WiNN auto (QC)","results/reference_splits/waveica/SPLIT06/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_447","waveica",,"SPLIT06","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/waveica/SPLIT06/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_448","waveica",,"SPLIT06","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/waveica/SPLIT06/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_449","waveica",,"SPLIT07","raw","Raw","results/reference_splits/waveica/SPLIT07/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_450","waveica",,"SPLIT07","combat","ComBat","results/reference_splits/waveica/SPLIT07/combat",TRUE,5484,806,600,-0.999999999994558,"Negative corrected intensities were floored at zero before evaluation."
"reference_split","REF_451","waveica",,"SPLIT07","qc_rlsc","QC-RLSC","results/reference_splits/waveica/SPLIT07/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
