"metric","value","direction","denominator","units","notes","dataset_key","method_id","method","dataset"
"feature_repeatability_ratio_median",0.637410705558402,"higher",1594,"repeatability ratio","","clinical_fiams","G_AA","all/all","Clinical FIA-MS"
"sample_replicate_pearson_median",0.990914257339101,"higher",267,"correlation","","clinical_fiams","G_AA","all/all","Clinical FIA-MS"
"genuine_replicate_icc_median",0.98992385975622,"higher",267,"ICC(A,1)","","clinical_fiams","G_AA","all/all","Clinical FIA-MS"
"heldout_qc_cv_mean",66.5698818959707,"lower",199,"percent","","batchcorr_set1","C0_RAW","Raw","BatchCorr Set 1"
"heldout_qc_cv_sd",31.7107776545374,"lower",199,"percent","","batchcorr_set1","C0_RAW","Raw","BatchCorr Set 1"
"heldout_qc_cv_median",56.4902088016956,"lower",199,"percent","","batchcorr_set1","C0_RAW","Raw","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.122438628105699,"lower",1990,"proportion","","batchcorr_set1","C0_RAW","Raw","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.165539431290999,"lower",1990,"proportion","","batchcorr_set1","C0_RAW","Raw","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.175376884422111,"lower",1990,"proportion","","batchcorr_set1","C0_RAW","Raw","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.561111591272931,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","C0_RAW","Raw","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","C0_RAW","Raw","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","C0_RAW","Raw","BatchCorr Set 1"
"runtime_sec",0,"lower",1,"seconds","","batchcorr_set1","C0_RAW","Raw","BatchCorr Set 1"
"drift_profiles_corrected",,"descriptive",1990,"profiles","","batchcorr_set1","C0_RAW","Raw","BatchCorr Set 1"
"drift_features_corrected",,"descriptive",199,"features","","batchcorr_set1","C0_RAW","Raw","BatchCorr Set 1"
"batch_features_corrected",,"descriptive",199,"features","","batchcorr_set1","C0_RAW","Raw","BatchCorr Set 1"
"biological_weighted_pc_r2",0.589667357711897,"higher",710,"weighted R-squared","","batchcorr_set1","C0_RAW","Raw","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.52175027169439,"higher",199,"repeatability ratio","","batchcorr_set1","C0_RAW","Raw","BatchCorr Set 1"
"sample_replicate_pearson_median",0.911453639180002,"higher",352,"correlation","","batchcorr_set1","C0_RAW","Raw","BatchCorr Set 1"
"genuine_replicate_icc_median",0.8853604114021,"higher",352,"ICC(A,1)","","batchcorr_set1","C0_RAW","Raw","BatchCorr Set 1"
"biological_associated_features",172,"context",199,"features","","batchcorr_set1","C0_RAW","Raw","BatchCorr Set 1"
"heldout_qc_cv_mean",59.7578237515348,"lower",199,"percent","","batchcorr_set1","C1_OUTLIER","Outlier","BatchCorr Set 1"
"heldout_qc_cv_sd",21.7185653205951,"lower",199,"percent","","batchcorr_set1","C1_OUTLIER","Outlier","BatchCorr Set 1"
"heldout_qc_cv_median",54.7849548892636,"lower",199,"percent","","batchcorr_set1","C1_OUTLIER","Outlier","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.119881853906658,"lower",1990,"proportion","","batchcorr_set1","C1_OUTLIER","Outlier","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.164223581348323,"lower",1990,"proportion","","batchcorr_set1","C1_OUTLIER","Outlier","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.164321608040201,"lower",1990,"proportion","","batchcorr_set1","C1_OUTLIER","Outlier","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.568121519981498,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","C1_OUTLIER","Outlier","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","C1_OUTLIER","Outlier","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","C1_OUTLIER","Outlier","BatchCorr Set 1"
"runtime_sec",0.0730000000000004,"lower",1,"seconds","","batchcorr_set1","C1_OUTLIER","Outlier","BatchCorr Set 1"
"drift_profiles_corrected",,"descriptive",1990,"profiles","","batchcorr_set1","C1_OUTLIER","Outlier","BatchCorr Set 1"
"drift_features_corrected",,"descriptive",199,"features","","batchcorr_set1","C1_OUTLIER","Outlier","BatchCorr Set 1"
"batch_features_corrected",,"descriptive",199,"features","","batchcorr_set1","C1_OUTLIER","Outlier","BatchCorr Set 1"
"biological_weighted_pc_r2",0.587178418396029,"higher",710,"weighted R-squared","","batchcorr_set1","C1_OUTLIER","Outlier","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.518537827710072,"higher",199,"repeatability ratio","","batchcorr_set1","C1_OUTLIER","Outlier","BatchCorr Set 1"
"sample_replicate_pearson_median",0.925076871110984,"higher",352,"correlation","","batchcorr_set1","C1_OUTLIER","Outlier","BatchCorr Set 1"
"genuine_replicate_icc_median",0.901238608279027,"higher",352,"ICC(A,1)","","batchcorr_set1","C1_OUTLIER","Outlier","BatchCorr Set 1"
"biological_associated_features",173,"context",199,"features","","batchcorr_set1","C1_OUTLIER","Outlier","BatchCorr Set 1"
"heldout_qc_cv_mean",58.7494741855028,"lower",199,"percent","","batchcorr_set1","C2_SELECTIVE_DRIFT","+ selective drift","BatchCorr Set 1"
"heldout_qc_cv_sd",21.8169554356981,"lower",199,"percent","","batchcorr_set1","C2_SELECTIVE_DRIFT","+ selective drift","BatchCorr Set 1"
"heldout_qc_cv_median",54.4138581258468,"lower",199,"percent","","batchcorr_set1","C2_SELECTIVE_DRIFT","+ selective drift","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.0463195481072315,"lower",1990,"proportion","","batchcorr_set1","C2_SELECTIVE_DRIFT","+ selective drift","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.0577342673857648,"lower",1990,"proportion","","batchcorr_set1","C2_SELECTIVE_DRIFT","+ selective drift","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.0125628140703518,"lower",1990,"proportion","","batchcorr_set1","C2_SELECTIVE_DRIFT","+ selective drift","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.619814854947379,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","C2_SELECTIVE_DRIFT","+ selective drift","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","C2_SELECTIVE_DRIFT","+ selective drift","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","C2_SELECTIVE_DRIFT","+ selective drift","BatchCorr Set 1"
"runtime_sec",1.375,"lower",1,"seconds","","batchcorr_set1","C2_SELECTIVE_DRIFT","+ selective drift","BatchCorr Set 1"
"drift_profiles_corrected",373,"descriptive",1990,"profiles","","batchcorr_set1","C2_SELECTIVE_DRIFT","+ selective drift","BatchCorr Set 1"
"drift_features_corrected",150,"descriptive",199,"features","","batchcorr_set1","C2_SELECTIVE_DRIFT","+ selective drift","BatchCorr Set 1"
"batch_features_corrected",,"descriptive",199,"features","","batchcorr_set1","C2_SELECTIVE_DRIFT","+ selective drift","BatchCorr Set 1"
"biological_weighted_pc_r2",0.585071080433094,"higher",710,"weighted R-squared","","batchcorr_set1","C2_SELECTIVE_DRIFT","+ selective drift","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.511477204554755,"higher",199,"repeatability ratio","","batchcorr_set1","C2_SELECTIVE_DRIFT","+ selective drift","BatchCorr Set 1"
"sample_replicate_pearson_median",0.929158441184189,"higher",352,"correlation","","batchcorr_set1","C2_SELECTIVE_DRIFT","+ selective drift","BatchCorr Set 1"
"genuine_replicate_icc_median",0.907368864162828,"higher",352,"ICC(A,1)","","batchcorr_set1","C2_SELECTIVE_DRIFT","+ selective drift","BatchCorr Set 1"
"biological_associated_features",173,"context",199,"features","","batchcorr_set1","C2_SELECTIVE_DRIFT","+ selective drift","BatchCorr Set 1"
"heldout_qc_cv_mean",27.3320670980223,"lower",199,"percent","","batchcorr_set1","C3_SELECTIVE_BATCH","+ selective batch","BatchCorr Set 1"
"heldout_qc_cv_sd",16.3666830975476,"lower",199,"percent","","batchcorr_set1","C3_SELECTIVE_BATCH","+ selective batch","BatchCorr Set 1"
"heldout_qc_cv_median",22.4595520946646,"lower",199,"percent","","batchcorr_set1","C3_SELECTIVE_BATCH","+ selective batch","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.0463195481072314,"lower",1990,"proportion","","batchcorr_set1","C3_SELECTIVE_BATCH","+ selective batch","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.0577342673857648,"lower",1990,"proportion","","batchcorr_set1","C3_SELECTIVE_BATCH","+ selective batch","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.0125628140703518,"lower",1990,"proportion","","batchcorr_set1","C3_SELECTIVE_BATCH","+ selective batch","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.000281135951661512,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","C3_SELECTIVE_BATCH","+ selective batch","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","C3_SELECTIVE_BATCH","+ selective batch","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","C3_SELECTIVE_BATCH","+ selective batch","BatchCorr Set 1"
"runtime_sec",1.736,"lower",1,"seconds","","batchcorr_set1","C3_SELECTIVE_BATCH","+ selective batch","BatchCorr Set 1"
"drift_profiles_corrected",373,"descriptive",1990,"profiles","","batchcorr_set1","C3_SELECTIVE_BATCH","+ selective batch","BatchCorr Set 1"
"drift_features_corrected",150,"descriptive",199,"features","","batchcorr_set1","C3_SELECTIVE_BATCH","+ selective batch","BatchCorr Set 1"
"batch_features_corrected",195,"descriptive",199,"features","","batchcorr_set1","C3_SELECTIVE_BATCH","+ selective batch","BatchCorr Set 1"
"biological_weighted_pc_r2",0.813840584124155,"higher",710,"weighted R-squared","","batchcorr_set1","C3_SELECTIVE_BATCH","+ selective batch","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.682829004795503,"higher",199,"repeatability ratio","","batchcorr_set1","C3_SELECTIVE_BATCH","+ selective batch","BatchCorr Set 1"
"sample_replicate_pearson_median",0.957541057766609,"higher",352,"correlation","","batchcorr_set1","C3_SELECTIVE_BATCH","+ selective batch","BatchCorr Set 1"
"genuine_replicate_icc_median",0.951060172641988,"higher",352,"ICC(A,1)","","batchcorr_set1","C3_SELECTIVE_BATCH","+ selective batch","BatchCorr Set 1"
"biological_associated_features",197,"context",199,"features","","batchcorr_set1","C3_SELECTIVE_BATCH","+ selective batch","BatchCorr Set 1"
"heldout_qc_cv_mean",26.6652760811313,"lower",199,"percent","","batchcorr_set1","C4_FULL_FIXED","+ PQN","BatchCorr Set 1"
"heldout_qc_cv_sd",16.1017669031863,"lower",199,"percent","","batchcorr_set1","C4_FULL_FIXED","+ PQN","BatchCorr Set 1"
"heldout_qc_cv_median",21.6389016588586,"lower",199,"percent","","batchcorr_set1","C4_FULL_FIXED","+ PQN","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.043772965202549,"lower",1990,"proportion","","batchcorr_set1","C4_FULL_FIXED","+ PQN","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.0555122121880683,"lower",1990,"proportion","","batchcorr_set1","C4_FULL_FIXED","+ PQN","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.0085427135678392,"lower",1990,"proportion","","batchcorr_set1","C4_FULL_FIXED","+ PQN","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.000567147968917397,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","C4_FULL_FIXED","+ PQN","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","C4_FULL_FIXED","+ PQN","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","C4_FULL_FIXED","+ PQN","BatchCorr Set 1"
"runtime_sec",1.787,"lower",1,"seconds","","batchcorr_set1","C4_FULL_FIXED","+ PQN","BatchCorr Set 1"
"drift_profiles_corrected",373,"descriptive",1990,"profiles","","batchcorr_set1","C4_FULL_FIXED","+ PQN","BatchCorr Set 1"
"drift_features_corrected",150,"descriptive",199,"features","","batchcorr_set1","C4_FULL_FIXED","+ PQN","BatchCorr Set 1"
"batch_features_corrected",195,"descriptive",199,"features","","batchcorr_set1","C4_FULL_FIXED","+ PQN","BatchCorr Set 1"
"biological_weighted_pc_r2",0.829484175037435,"higher",710,"weighted R-squared","","batchcorr_set1","C4_FULL_FIXED","+ PQN","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.695315540683156,"higher",199,"repeatability ratio","","batchcorr_set1","C4_FULL_FIXED","+ PQN","BatchCorr Set 1"
"sample_replicate_pearson_median",0.957541057965195,"higher",352,"correlation","","batchcorr_set1","C4_FULL_FIXED","+ PQN","BatchCorr Set 1"
"genuine_replicate_icc_median",0.953917516280415,"higher",352,"ICC(A,1)","","batchcorr_set1","C4_FULL_FIXED","+ PQN","BatchCorr Set 1"
"biological_associated_features",197,"context",199,"features","","batchcorr_set1","C4_FULL_FIXED","+ PQN","BatchCorr Set 1"
"heldout_qc_cv_mean",26.6652760811313,"lower",199,"percent","","batchcorr_set1","G_SS","selective/selective","BatchCorr Set 1"
"heldout_qc_cv_sd",16.1017669031863,"lower",199,"percent","","batchcorr_set1","G_SS","selective/selective","BatchCorr Set 1"
"heldout_qc_cv_median",21.6389016588586,"lower",199,"percent","","batchcorr_set1","G_SS","selective/selective","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.043772965202549,"lower",1990,"proportion","","batchcorr_set1","G_SS","selective/selective","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.0555122121880683,"lower",1990,"proportion","","batchcorr_set1","G_SS","selective/selective","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.0085427135678392,"lower",1990,"proportion","","batchcorr_set1","G_SS","selective/selective","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.000567147968917397,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","G_SS","selective/selective","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","G_SS","selective/selective","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","G_SS","selective/selective","BatchCorr Set 1"
"runtime_sec",1.787,"lower",1,"seconds","","batchcorr_set1","G_SS","selective/selective","BatchCorr Set 1"
"drift_profiles_corrected",373,"descriptive",1990,"profiles","","batchcorr_set1","G_SS","selective/selective","BatchCorr Set 1"
"drift_features_corrected",150,"descriptive",199,"features","","batchcorr_set1","G_SS","selective/selective","BatchCorr Set 1"
"batch_features_corrected",195,"descriptive",199,"features","","batchcorr_set1","G_SS","selective/selective","BatchCorr Set 1"
"biological_weighted_pc_r2",0.829484175037435,"higher",710,"weighted R-squared","","batchcorr_set1","G_SS","selective/selective","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.695315540683156,"higher",199,"repeatability ratio","","batchcorr_set1","G_SS","selective/selective","BatchCorr Set 1"
"sample_replicate_pearson_median",0.957541057965195,"higher",352,"correlation","","batchcorr_set1","G_SS","selective/selective","BatchCorr Set 1"
"genuine_replicate_icc_median",0.953917516280415,"higher",352,"ICC(A,1)","","batchcorr_set1","G_SS","selective/selective","BatchCorr Set 1"
"biological_associated_features",197,"context",199,"features","","batchcorr_set1","G_SS","selective/selective","BatchCorr Set 1"
"heldout_qc_cv_mean",28.4664171686162,"lower",199,"percent","","batchcorr_set1","G_AS","all/selective","BatchCorr Set 1"
"heldout_qc_cv_sd",15.5588669924787,"lower",199,"percent","","batchcorr_set1","G_AS","all/selective","BatchCorr Set 1"
"heldout_qc_cv_median",24.4433577471299,"lower",199,"percent","","batchcorr_set1","G_AS","all/selective","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.000826500461473387,"lower",1990,"proportion","","batchcorr_set1","G_AS","all/selective","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.00160521216270995,"lower",1990,"proportion","","batchcorr_set1","G_AS","all/selective","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.0226130653266332,"lower",1990,"proportion","","batchcorr_set1","G_AS","all/selective","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.000779443758318777,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","G_AS","all/selective","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","G_AS","all/selective","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","G_AS","all/selective","BatchCorr Set 1"
"runtime_sec",5.123,"lower",1,"seconds","","batchcorr_set1","G_AS","all/selective","BatchCorr Set 1"
"drift_profiles_corrected",1990,"descriptive",1990,"profiles","","batchcorr_set1","G_AS","all/selective","BatchCorr Set 1"
"drift_features_corrected",199,"descriptive",199,"features","","batchcorr_set1","G_AS","all/selective","BatchCorr Set 1"
"batch_features_corrected",196,"descriptive",199,"features","","batchcorr_set1","G_AS","all/selective","BatchCorr Set 1"
"biological_weighted_pc_r2",0.812807386397425,"higher",710,"weighted R-squared","","batchcorr_set1","G_AS","all/selective","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.682738476706889,"higher",199,"repeatability ratio","","batchcorr_set1","G_AS","all/selective","BatchCorr Set 1"
"sample_replicate_pearson_median",0.957378256759523,"higher",352,"correlation","","batchcorr_set1","G_AS","all/selective","BatchCorr Set 1"
"genuine_replicate_icc_median",0.953921039363089,"higher",352,"ICC(A,1)","","batchcorr_set1","G_AS","all/selective","BatchCorr Set 1"
"biological_associated_features",196,"context",199,"features","","batchcorr_set1","G_AS","all/selective","BatchCorr Set 1"
"heldout_qc_cv_mean",26.7656305295088,"lower",199,"percent","","batchcorr_set1","G_SA","selective/all","BatchCorr Set 1"
"heldout_qc_cv_sd",16.1415114714907,"lower",199,"percent","","batchcorr_set1","G_SA","selective/all","BatchCorr Set 1"
"heldout_qc_cv_median",21.6837490986621,"lower",199,"percent","","batchcorr_set1","G_SA","selective/all","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.043732849175648,"lower",1990,"proportion","","batchcorr_set1","G_SA","selective/all","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.055466943974921,"lower",1990,"proportion","","batchcorr_set1","G_SA","selective/all","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.00904522613065327,"lower",1990,"proportion","","batchcorr_set1","G_SA","selective/all","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.00050452677871665,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","G_SA","selective/all","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","G_SA","selective/all","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","G_SA","selective/all","BatchCorr Set 1"
"runtime_sec",1.731,"lower",1,"seconds","","batchcorr_set1","G_SA","selective/all","BatchCorr Set 1"
"drift_profiles_corrected",373,"descriptive",1990,"profiles","","batchcorr_set1","G_SA","selective/all","BatchCorr Set 1"
"drift_features_corrected",150,"descriptive",199,"features","","batchcorr_set1","G_SA","selective/all","BatchCorr Set 1"
"batch_features_corrected",199,"descriptive",199,"features","","batchcorr_set1","G_SA","selective/all","BatchCorr Set 1"
"biological_weighted_pc_r2",0.829369310301113,"higher",710,"weighted R-squared","","batchcorr_set1","G_SA","selective/all","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.695081216990993,"higher",199,"repeatability ratio","","batchcorr_set1","G_SA","selective/all","BatchCorr Set 1"
"sample_replicate_pearson_median",0.957090033886896,"higher",352,"correlation","","batchcorr_set1","G_SA","selective/all","BatchCorr Set 1"
"genuine_replicate_icc_median",0.953801644472076,"higher",352,"ICC(A,1)","","batchcorr_set1","G_SA","selective/all","BatchCorr Set 1"
"biological_associated_features",197,"context",199,"features","","batchcorr_set1","G_SA","selective/all","BatchCorr Set 1"
"heldout_qc_cv_mean",28.5016433990488,"lower",199,"percent","","batchcorr_set1","G_AA","all/all","BatchCorr Set 1"
"heldout_qc_cv_sd",15.5870816657865,"lower",199,"percent","","batchcorr_set1","G_AA","all/all","BatchCorr Set 1"
"heldout_qc_cv_median",24.4426790675521,"lower",199,"percent","","batchcorr_set1","G_AA","all/all","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.00082464809783633,"lower",1990,"proportion","","batchcorr_set1","G_AA","all/all","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.00160510618679957,"lower",1990,"proportion","","batchcorr_set1","G_AA","all/all","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.0226130653266332,"lower",1990,"proportion","","batchcorr_set1","G_AA","all/all","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.000726388982066674,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","G_AA","all/all","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","G_AA","all/all","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","G_AA","all/all","BatchCorr Set 1"
"runtime_sec",5.125,"lower",1,"seconds","","batchcorr_set1","G_AA","all/all","BatchCorr Set 1"
"drift_profiles_corrected",1990,"descriptive",1990,"profiles","","batchcorr_set1","G_AA","all/all","BatchCorr Set 1"
"drift_features_corrected",199,"descriptive",199,"features","","batchcorr_set1","G_AA","all/all","BatchCorr Set 1"
"batch_features_corrected",199,"descriptive",199,"features","","batchcorr_set1","G_AA","all/all","BatchCorr Set 1"
"biological_weighted_pc_r2",0.812721013011039,"higher",710,"weighted R-squared","","batchcorr_set1","G_AA","all/all","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.682518978311824,"higher",199,"repeatability ratio","","batchcorr_set1","G_AA","all/all","BatchCorr Set 1"
"sample_replicate_pearson_median",0.956969722286409,"higher",352,"correlation","","batchcorr_set1","G_AA","all/all","BatchCorr Set 1"
"genuine_replicate_icc_median",0.953957258246792,"higher",352,"ICC(A,1)","","batchcorr_set1","G_AA","all/all","BatchCorr Set 1"
"biological_associated_features",196,"context",199,"features","","batchcorr_set1","G_AA","all/all","BatchCorr Set 1"
"heldout_qc_cv_mean",32.5994242278841,"lower",113,"percent","","sacurine","C0_RAW","Raw","Sacurine"
"heldout_qc_cv_sd",16.559428139738,"lower",113,"percent","","sacurine","C0_RAW","Raw","Sacurine"
"heldout_qc_cv_median",28.9001231259555,"lower",113,"percent","","sacurine","C0_RAW","Raw","Sacurine"
"residual_run_order_gam_mean_deviance",0.0684058304178776,"lower",226,"proportion","","sacurine","C0_RAW","Raw","Sacurine"
"residual_run_order_gam_sd_deviance",0.0800503403159908,"lower",226,"proportion","","sacurine","C0_RAW","Raw","Sacurine"
"residual_ljung_box_proportion_significant",0.128318584070796,"lower",226,"proportion","","sacurine","C0_RAW","Raw","Sacurine"
"batch_weighted_pc_r2_categorical",0.131658082609212,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","C0_RAW","Raw","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","C0_RAW","Raw","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","C0_RAW","Raw","Sacurine"
"runtime_sec",0,"lower",1,"seconds","","sacurine","C0_RAW","Raw","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","C0_RAW","Raw","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","C0_RAW","Raw","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","C0_RAW","Raw","Sacurine"
"biological_weighted_pc_r2",0.0241181676205405,"higher",3,"weighted R-squared","","sacurine","C0_RAW","Raw","Sacurine"
"biological_associated_features",30,"context",339,"feature-variable tests","","sacurine","C0_RAW","Raw","Sacurine"
"cross_batch_effect_pearson_median",0.535009679276094,"higher",3,"correlation","","sacurine","C0_RAW","Raw","Sacurine"
"heldout_qc_cv_mean",31.8089866995627,"lower",113,"percent","","sacurine","C1_OUTLIER","Outlier","Sacurine"
"heldout_qc_cv_sd",15.301151932928,"lower",113,"percent","","sacurine","C1_OUTLIER","Outlier","Sacurine"
"heldout_qc_cv_median",28.6062701021981,"lower",113,"percent","","sacurine","C1_OUTLIER","Outlier","Sacurine"
"residual_run_order_gam_mean_deviance",0.0689385055060147,"lower",226,"proportion","","sacurine","C1_OUTLIER","Outlier","Sacurine"
"residual_run_order_gam_sd_deviance",0.0804192167532568,"lower",226,"proportion","","sacurine","C1_OUTLIER","Outlier","Sacurine"
"residual_ljung_box_proportion_significant",0.123893805309735,"lower",226,"proportion","","sacurine","C1_OUTLIER","Outlier","Sacurine"
"batch_weighted_pc_r2_categorical",0.129641086172234,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","C1_OUTLIER","Outlier","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","C1_OUTLIER","Outlier","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","C1_OUTLIER","Outlier","Sacurine"
"runtime_sec",0.0839999999999996,"lower",1,"seconds","","sacurine","C1_OUTLIER","Outlier","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","C1_OUTLIER","Outlier","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","C1_OUTLIER","Outlier","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","C1_OUTLIER","Outlier","Sacurine"
"biological_weighted_pc_r2",0.0233378570149478,"higher",3,"weighted R-squared","","sacurine","C1_OUTLIER","Outlier","Sacurine"
"biological_associated_features",31,"context",339,"feature-variable tests","","sacurine","C1_OUTLIER","Outlier","Sacurine"
"cross_batch_effect_pearson_median",0.546482682681913,"higher",3,"correlation","","sacurine","C1_OUTLIER","Outlier","Sacurine"
"heldout_qc_cv_mean",30.5758192628179,"lower",113,"percent","","sacurine","C2_SELECTIVE_DRIFT","+ selective drift","Sacurine"
"heldout_qc_cv_sd",13.1784492312924,"lower",113,"percent","","sacurine","C2_SELECTIVE_DRIFT","+ selective drift","Sacurine"
"heldout_qc_cv_median",28.3210688805244,"lower",113,"percent","","sacurine","C2_SELECTIVE_DRIFT","+ selective drift","Sacurine"
"residual_run_order_gam_mean_deviance",0.0317341115811118,"lower",226,"proportion","","sacurine","C2_SELECTIVE_DRIFT","+ selective drift","Sacurine"
"residual_run_order_gam_sd_deviance",0.0420603724899108,"lower",226,"proportion","","sacurine","C2_SELECTIVE_DRIFT","+ selective drift","Sacurine"
"residual_ljung_box_proportion_significant",0,"lower",226,"proportion","","sacurine","C2_SELECTIVE_DRIFT","+ selective drift","Sacurine"
"batch_weighted_pc_r2_categorical",0.140593695051666,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","C2_SELECTIVE_DRIFT","+ selective drift","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","C2_SELECTIVE_DRIFT","+ selective drift","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","C2_SELECTIVE_DRIFT","+ selective drift","Sacurine"
"runtime_sec",0.602,"lower",1,"seconds","","sacurine","C2_SELECTIVE_DRIFT","+ selective drift","Sacurine"
"drift_profiles_corrected",44,"descriptive",226,"profiles","","sacurine","C2_SELECTIVE_DRIFT","+ selective drift","Sacurine"
"drift_features_corrected",37,"descriptive",113,"features","","sacurine","C2_SELECTIVE_DRIFT","+ selective drift","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","C2_SELECTIVE_DRIFT","+ selective drift","Sacurine"
"biological_weighted_pc_r2",0.0275658419521433,"higher",3,"weighted R-squared","","sacurine","C2_SELECTIVE_DRIFT","+ selective drift","Sacurine"
