"scenario_id","seed_id","method","metric","value","metric_direction","units","status","confounding_type","level","zero_value","delta_vs_paired_zero"
"CONF04_batch_0p25","CONF04","WiNN fixed default (no QC)","heldout_qc_cv_sd",6.48538244298034,"lower","percent","calculated","batch",0.25,6.50090737687296,-0.0155249338926202
"CONF04_batch_0p25","CONF04","WiNN fixed default (no QC)","batch_weighted_pc_r2_categorical",0.00248015784938156,"lower","weighted_R2","calculated","batch",0.25,0.00062352205197348,0.00185663579740808
"CONF04_batch_0p25","CONF04","WiNN fixed default (no QC)","phenotype_weighted_pc_r2_categorical",0.429004778296875,"descriptive","weighted_R2","calculated","batch",0.25,0.451438530140817,-0.022433751843942
"CONF04_batch_0p25","CONF04","WiNN fixed default (no QC)","residual_ljung_box_profiles_tested",5000,"descriptive","count","calculated_full_feature_batch_profiles","batch",0.25,5000,0
"CONF04_batch_0p25","CONF04","WiNN fixed default (no QC)","residual_ljung_box_profiles_significant",38,"lower","count","calculated_full_feature_batch_profiles","batch",0.25,41,-3
"CONF04_batch_0p25","CONF04","WiNN fixed default (no QC)","residual_ljung_box_proportion_significant",0.0076,"lower","proportion","calculated_full_feature_batch_profiles","batch",0.25,0.0082,-0.000600000000000001
"CONF04_batch_0p25","CONF04","WiNN fixed default (no QC)","residual_ljung_box_median_statistic",10.3809232706454,"lower","value","calculated_full_feature_batch_profiles","batch",0.25,10.3771790269349,0.00374424371049997
"CONF04_batch_0p25","CONF04","WiNN fixed default (no QC)","residual_run_order_gam_mean_deviance",0.0205222137394345,"lower","value","calculated_full_feature_batch_profiles","batch",0.25,0.0202745955707738,0.000247618168660702
"CONF04_batch_0p25","CONF04","WiNN fixed default (no QC)","retained_features",1000,"higher","count","calculated","batch",0.25,1000,0
"CONF04_batch_0p25","CONF04","WiNN fixed default (no QC)","retained_samples",500,"higher","count","calculated","batch",0.25,500,0
"CONF04_batch_0p25","CONF04","WiNN fixed default (no QC)","runtime_sec",6.499,"lower","seconds","calculated","batch",0.25,7.989,-1.49
"CONF05_batch_0p25","CONF05","Raw","coefficient_pearson_vs_injected_all",0.946503509517659,"higher","correlation_or_proportion","calculated","batch",0.25,0.949623061860457,-0.00311955234279793
"CONF05_batch_0p25","CONF05","Raw","coefficient_spearman_vs_injected_all",0.520336689798318,"higher","correlation_or_proportion","calculated","batch",0.25,0.520336689798318,0
"CONF05_batch_0p25","CONF05","Raw","coefficient_pearson_vs_injected_responsive",0.994572056351069,"higher","correlation_or_proportion","calculated","batch",0.25,0.994226525061451,0.000345531289618006
"CONF05_batch_0p25","CONF05","Raw","coefficient_pearson_vs_clean_all",0.990498172665832,"higher","correlation_or_proportion","calculated","batch",0.25,0.991919688261146,-0.001421515595314
"CONF05_batch_0p25","CONF05","Raw","effect_rmse_vs_injected_all",0.0586349636591082,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.0581599440611083,0.0004750195979999
"CONF05_batch_0p25","CONF05","Raw","effect_rmse_vs_injected_responsive",0.176578156228445,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.175593585088616,0.000984571139828999
"CONF05_batch_0p25","CONF05","Raw","effect_rmse_vs_clean_all",0.0080139936516666,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.00742472668136754,0.00058926697029906
"CONF05_batch_0p25","CONF05","Raw","effect_rmse_vs_clean_responsive",0.00742379889078657,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.00766684089702036,-0.00024304200623379
"CONF05_batch_0p25","CONF05","Raw","recovered_vs_injected_slope",0.498232493033363,"descriptive","log1p_effect_or_ratio","calculated","batch",0.25,0.50127518126262,-0.00304268822925707
"CONF05_batch_0p25","CONF05","Raw","recovered_vs_injected_intercept",-0.000641903739983619,"descriptive","log1p_effect_or_ratio","calculated","batch",0.25,-0.000656075591264396,1.4171851280777e-05
"CONF05_batch_0p25","CONF05","Raw","median_attenuation_ratio_injected_responsive",0.499943355007553,"higher","log1p_effect_or_ratio","calculated","batch",0.25,0.499488649271128,0.000454705736424976
"CONF05_batch_0p25","CONF05","Raw","median_attenuation_ratio_clean_responsive",1,"higher","log1p_effect_or_ratio","calculated","batch",0.25,0.998217208300437,0.00178279169956297
"CONF05_batch_0p25","CONF05","Raw","sign_concordance_responsive",1,"higher","correlation_or_proportion","calculated","batch",0.25,1,0
"CONF05_batch_0p25","CONF05","Raw","n_discoveries_bh_0p05",104,"descriptive","count","calculated","batch",0.25,103,1
"CONF05_batch_0p25","CONF05","Raw","true_positive_rate",1,"higher","proportion","calculated","batch",0.25,1,0
"CONF05_batch_0p25","CONF05","Raw","empirical_fdr",0.0384615384615385,"lower","proportion","calculated","batch",0.25,0.029126213592233,0.0093353248693055
"CONF05_batch_0p25","CONF05","Raw","null_feature_false_positive_rate",0.00444444444444444,"lower","proportion","calculated","batch",0.25,0.00333333333333333,0.00111111111111111
"CONF05_batch_0p25","CONF05","Raw","clean_log1p_rmse_study",0.285722422190877,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.285673273596321,4.91485945560144e-05
"CONF05_batch_0p25","CONF05","Raw","clean_sample_profile_pearson_mean",0.532004720815541,"higher","correlation_or_proportion","calculated","batch",0.25,0.53203382124,-2.91004244590276e-05
"CONF05_batch_0p25","CONF05","Raw","clean_sample_profile_pearson_median",0.534384696767879,"higher","correlation_or_proportion","calculated","batch",0.25,0.534251513014288,0.00013318375359106
"CONF05_batch_0p25","CONF05","Raw","clean_feature_profile_pearson_mean",0.653987977533655,"higher","correlation_or_proportion","calculated","batch",0.25,0.654002885194296,-1.49076606409393e-05
"CONF05_batch_0p25","CONF05","Raw","clean_feature_profile_pearson_median",0.624940362058573,"higher","correlation_or_proportion","calculated","batch",0.25,0.625411824063368,-0.000471462004795087
"CONF05_batch_0p25","CONF05","Raw","clean_feature_icc_a1_mean",0.590363116218051,"higher","value","calculated","batch",0.25,0.590433622846325,-7.05066282739031e-05
"CONF05_batch_0p25","CONF05","Raw","clean_feature_icc_a1_median",0.549957104196357,"higher","value","calculated","batch",0.25,0.550701536543409,-0.000744432347052015
"CONF05_batch_0p25","CONF05","Raw","heldout_qc_cv_mean",44.9808506665375,"lower","percent","calculated","batch",0.25,44.9808506665375,0
"CONF05_batch_0p25","CONF05","Raw","heldout_qc_cv_median",43.8690707662869,"lower","percent","calculated","batch",0.25,43.8690707662869,0
"CONF05_batch_0p25","CONF05","Raw","heldout_qc_cv_sd",30.4690761204922,"lower","percent","calculated","batch",0.25,30.4690761204922,0
"CONF05_batch_0p25","CONF05","Raw","batch_weighted_pc_r2_categorical",0.963129409583138,"lower","weighted_R2","calculated","batch",0.25,0.963050776825247,7.86327578909951e-05
"CONF05_batch_0p25","CONF05","Raw","phenotype_weighted_pc_r2_categorical",0.0145543784383276,"descriptive","weighted_R2","calculated","batch",0.25,0.00192897693314927,0.0126254015051783
"CONF05_batch_0p25","CONF05","Raw","residual_ljung_box_profiles_tested",5000,"descriptive","count","calculated_full_feature_batch_profiles","batch",0.25,5000,0
"CONF05_batch_0p25","CONF05","Raw","residual_ljung_box_profiles_significant",1313,"lower","count","calculated_full_feature_batch_profiles","batch",0.25,1318,-5
"CONF05_batch_0p25","CONF05","Raw","residual_ljung_box_proportion_significant",0.2626,"lower","proportion","calculated_full_feature_batch_profiles","batch",0.25,0.2636,-0.001
"CONF05_batch_0p25","CONF05","Raw","residual_ljung_box_median_statistic",11.7111507720802,"lower","value","calculated_full_feature_batch_profiles","batch",0.25,11.6843269260772,0.0268238460030013
"CONF05_batch_0p25","CONF05","Raw","residual_run_order_gam_mean_deviance",0.133189657377399,"lower","value","calculated_full_feature_batch_profiles","batch",0.25,0.13289512027237,0.000294537105028997
"CONF05_batch_0p25","CONF05","Raw","retained_features",1000,"higher","count","calculated","batch",0.25,1000,0
"CONF05_batch_0p25","CONF05","Raw","retained_samples",500,"higher","count","calculated","batch",0.25,500,0
"CONF05_batch_0p25","CONF05","Raw","runtime_sec",0,"lower","seconds","calculated","batch",0.25,0,0
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","coefficient_pearson_vs_injected_all",0.945907965753157,"higher","correlation_or_proportion","calculated","batch",0.25,0.947535906406657,-0.00162794065349992
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","coefficient_spearman_vs_injected_all",0.520336689798318,"higher","correlation_or_proportion","calculated","batch",0.25,0.520336689798318,0
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","coefficient_pearson_vs_injected_responsive",0.989775282351237,"higher","correlation_or_proportion","calculated","batch",0.25,0.989462536232411,0.000312746118826035
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","coefficient_pearson_vs_clean_all",0.991309931048113,"higher","correlation_or_proportion","calculated","batch",0.25,0.991751002126347,-0.00044107107823399
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","effect_rmse_vs_injected_all",0.062747024757926,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.0622040124427011,0.000543012315224897
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","effect_rmse_vs_injected_responsive",0.192147906844308,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.190537801420421,0.00161010542388698
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","effect_rmse_vs_clean_all",0.00860868901838179,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.00850876156521468,9.99274531671094e-05
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","effect_rmse_vs_clean_responsive",0.0218810285247396,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.0218555470805722,2.54814441673981e-05
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","recovered_vs_injected_slope",0.454981761157731,"descriptive","log1p_effect_or_ratio","calculated","batch",0.25,0.459812907213754,-0.00483114605602303
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","recovered_vs_injected_intercept",-0.000263903747657445,"descriptive","log1p_effect_or_ratio","calculated","batch",0.25,-0.000113562453879436,-0.000150341293778009
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","median_attenuation_ratio_injected_responsive",0.454442456855873,"higher","log1p_effect_or_ratio","calculated","batch",0.25,0.463815272151426,-0.00937281529555301
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","median_attenuation_ratio_clean_responsive",0.93839891705274,"higher","log1p_effect_or_ratio","calculated","batch",0.25,0.943313989842784,-0.00491507279004399
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","sign_concordance_responsive",1,"higher","correlation_or_proportion","calculated","batch",0.25,1,0
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","n_discoveries_bh_0p05",107,"descriptive","count","calculated","batch",0.25,107,0
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","true_positive_rate",1,"higher","proportion","calculated","batch",0.25,1,0
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","empirical_fdr",0.0654205607476635,"lower","proportion","calculated","batch",0.25,0.0654205607476635,0
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","null_feature_false_positive_rate",0.00777777777777778,"lower","proportion","calculated","batch",0.25,0.00777777777777778,0
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","clean_log1p_rmse_study",0.0719194907421977,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.0717375859818049,0.000181904760392801
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","clean_sample_profile_pearson_mean",0.926357525185868,"higher","correlation_or_proportion","calculated","batch",0.25,0.926857076923816,-0.000499551737948023
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","clean_sample_profile_pearson_median",0.92717382215423,"higher","correlation_or_proportion","calculated","batch",0.25,0.927737346778556,-0.000563524624325962
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","clean_feature_profile_pearson_mean",0.945237175349063,"higher","correlation_or_proportion","calculated","batch",0.25,0.945660977609407,-0.000423802260343997
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","clean_feature_profile_pearson_median",0.951881443629101,"higher","correlation_or_proportion","calculated","batch",0.25,0.952520718591747,-0.000639274962646041
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","clean_feature_icc_a1_mean",0.922645277309681,"higher","value","calculated","batch",0.25,0.92307760402607,-0.000432326716388931
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","clean_feature_icc_a1_median",0.941442299209103,"higher","value","calculated","batch",0.25,0.941705298381622,-0.00026299917251893
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","heldout_qc_cv_mean",9.02476007681254,"lower","percent","calculated","batch",0.25,8.95023454230583,0.0745255345067104
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","heldout_qc_cv_median",8.20379796484063,"lower","percent","calculated","batch",0.25,8.12741806963673,0.0763798952038997
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","heldout_qc_cv_sd",6.4052716654694,"lower","percent","calculated","batch",0.25,6.40938337109556,-0.00411170562615926
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","batch_weighted_pc_r2_categorical",0.00167352260245234,"lower","weighted_R2","calculated","batch",0.25,0.000628159352570711,0.00104536324988163
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","phenotype_weighted_pc_r2_categorical",0.428220155097392,"descriptive","weighted_R2","calculated","batch",0.25,0.453812399320745,-0.025592244223353
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","residual_ljung_box_profiles_tested",5000,"descriptive","count","calculated_full_feature_batch_profiles","batch",0.25,5000,0
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","residual_ljung_box_profiles_significant",24,"lower","count","calculated_full_feature_batch_profiles","batch",0.25,23,1
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","residual_ljung_box_proportion_significant",0.0048,"lower","proportion","calculated_full_feature_batch_profiles","batch",0.25,0.0046,2e-04
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","residual_ljung_box_median_statistic",10.4117580106319,"lower","value","calculated_full_feature_batch_profiles","batch",0.25,10.4282418224454,-0.0164838118135009
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","residual_run_order_gam_mean_deviance",0.0208994347087756,"lower","value","calculated_full_feature_batch_profiles","batch",0.25,0.0208297220119938,6.97126967817985e-05
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","retained_features",1000,"higher","count","calculated","batch",0.25,1000,0
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","retained_samples",500,"higher","count","calculated","batch",0.25,500,0
"CONF05_batch_0p25","CONF05","WiNN fixed default (no QC)","runtime_sec",7.224,"lower","seconds","calculated","batch",0.25,8.497,-1.273
"CONF06_batch_0p25","CONF06","Raw","coefficient_pearson_vs_injected_all",0.935941829701492,"higher","correlation_or_proportion","calculated","batch",0.25,0.9351412531932,0.000800576508292017
"CONF06_batch_0p25","CONF06","Raw","coefficient_spearman_vs_injected_all",0.520336689798318,"higher","correlation_or_proportion","calculated","batch",0.25,0.520336689798318,0
"CONF06_batch_0p25","CONF06","Raw","coefficient_pearson_vs_injected_responsive",0.993234490454271,"higher","correlation_or_proportion","calculated","batch",0.25,0.993575912281089,-0.000341421826817956
"CONF06_batch_0p25","CONF06","Raw","coefficient_pearson_vs_clean_all",0.979892606232778,"higher","correlation_or_proportion","calculated","batch",0.25,0.979677437368761,0.000215168864016957
"CONF06_batch_0p25","CONF06","Raw","effect_rmse_vs_injected_all",0.0590388552381644,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.0593691424517702,-0.000330287213605798
"CONF06_batch_0p25","CONF06","Raw","effect_rmse_vs_injected_responsive",0.1757159848628,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.176806940294327,-0.00109095543152701
"CONF06_batch_0p25","CONF06","Raw","effect_rmse_vs_clean_all",0.0118538060314479,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.0118332262596111,2.05797718367991e-05
"CONF06_batch_0p25","CONF06","Raw","effect_rmse_vs_clean_responsive",0.0125931137299899,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.0118907856817249,0.000702328048265
"CONF06_batch_0p25","CONF06","Raw","recovered_vs_injected_slope",0.501403450652025,"descriptive","log1p_effect_or_ratio","calculated","batch",0.25,0.498040315034766,0.00336313561725898
"CONF06_batch_0p25","CONF06","Raw","recovered_vs_injected_intercept",0.00206427738185014,"descriptive","log1p_effect_or_ratio","calculated","batch",0.25,0.00142691046896644,0.0006373669128837
"CONF06_batch_0p25","CONF06","Raw","median_attenuation_ratio_injected_responsive",0.504047617457033,"higher","log1p_effect_or_ratio","calculated","batch",0.25,0.498956524093417,0.00509109336361596
"CONF06_batch_0p25","CONF06","Raw","median_attenuation_ratio_clean_responsive",1,"higher","log1p_effect_or_ratio","calculated","batch",0.25,1,0
"CONF06_batch_0p25","CONF06","Raw","sign_concordance_responsive",1,"higher","correlation_or_proportion","calculated","batch",0.25,1,0
"CONF06_batch_0p25","CONF06","Raw","n_discoveries_bh_0p05",107,"descriptive","count","calculated","batch",0.25,111,-4
"CONF06_batch_0p25","CONF06","Raw","true_positive_rate",1,"higher","proportion","calculated","batch",0.25,1,0
"CONF06_batch_0p25","CONF06","Raw","empirical_fdr",0.0654205607476635,"lower","proportion","calculated","batch",0.25,0.0990990990990991,-0.0336785383514356
"CONF06_batch_0p25","CONF06","Raw","null_feature_false_positive_rate",0.00777777777777778,"lower","proportion","calculated","batch",0.25,0.0122222222222222,-0.00444444444444442
"CONF06_batch_0p25","CONF06","Raw","clean_log1p_rmse_study",0.312123169686613,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.312086881801403,3.62878852100401e-05
"CONF06_batch_0p25","CONF06","Raw","clean_sample_profile_pearson_mean",0.497908485568458,"higher","correlation_or_proportion","calculated","batch",0.25,0.497527612203722,0.000380873364736023
"CONF06_batch_0p25","CONF06","Raw","clean_sample_profile_pearson_median",0.499209917736725,"higher","correlation_or_proportion","calculated","batch",0.25,0.499117053942337,9.28637943879984e-05
"CONF06_batch_0p25","CONF06","Raw","clean_feature_profile_pearson_mean",0.64105990811664,"higher","correlation_or_proportion","calculated","batch",0.25,0.640829141244486,0.000230766872154065
"CONF06_batch_0p25","CONF06","Raw","clean_feature_profile_pearson_median",0.620943635843302,"higher","correlation_or_proportion","calculated","batch",0.25,0.617706242556313,0.00323739328698902
"CONF06_batch_0p25","CONF06","Raw","clean_feature_icc_a1_mean",0.575941195026869,"higher","value","calculated","batch",0.25,0.575795597472331,0.000145597554538024
"CONF06_batch_0p25","CONF06","Raw","clean_feature_icc_a1_median",0.546221953742437,"higher","value","calculated","batch",0.25,0.546631551907177,-0.000409598164740066
"CONF06_batch_0p25","CONF06","Raw","heldout_qc_cv_mean",47.5743078003657,"lower","percent","calculated","batch",0.25,47.5743078003657,0
"CONF06_batch_0p25","CONF06","Raw","heldout_qc_cv_median",43.9710070230399,"lower","percent","calculated","batch",0.25,43.9710070230399,0
"CONF06_batch_0p25","CONF06","Raw","heldout_qc_cv_sd",33.4699193369408,"lower","percent","calculated","batch",0.25,33.4699193369408,0
"CONF06_batch_0p25","CONF06","Raw","batch_weighted_pc_r2_categorical",0.963358539959541,"lower","weighted_R2","calculated","batch",0.25,0.963258282616239,0.00010025734330199
"CONF06_batch_0p25","CONF06","Raw","phenotype_weighted_pc_r2_categorical",0.0165084652113179,"descriptive","weighted_R2","calculated","batch",0.25,0.00378160960963894,0.012726855601679
"CONF06_batch_0p25","CONF06","Raw","residual_ljung_box_profiles_tested",5000,"descriptive","count","calculated_full_feature_batch_profiles","batch",0.25,5000,0
"CONF06_batch_0p25","CONF06","Raw","residual_ljung_box_profiles_significant",1260,"lower","count","calculated_full_feature_batch_profiles","batch",0.25,1262,-2
"CONF06_batch_0p25","CONF06","Raw","residual_ljung_box_proportion_significant",0.252,"lower","proportion","calculated_full_feature_batch_profiles","batch",0.25,0.2524,-0.000400000000000011
"CONF06_batch_0p25","CONF06","Raw","residual_ljung_box_median_statistic",11.6640976776782,"lower","value","calculated_full_feature_batch_profiles","batch",0.25,11.7161703476988,-0.0520726700205998
"CONF06_batch_0p25","CONF06","Raw","residual_run_order_gam_mean_deviance",0.129343717737483,"lower","value","calculated_full_feature_batch_profiles","batch",0.25,0.129375955415734,-3.22376782510014e-05
"CONF06_batch_0p25","CONF06","Raw","retained_features",1000,"higher","count","calculated","batch",0.25,1000,0
"CONF06_batch_0p25","CONF06","Raw","retained_samples",500,"higher","count","calculated","batch",0.25,500,0
"CONF06_batch_0p25","CONF06","Raw","runtime_sec",0,"lower","seconds","calculated","batch",0.25,0,0
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","coefficient_pearson_vs_injected_all",0.94619972465681,"higher","correlation_or_proportion","calculated","batch",0.25,0.946391404913973,-0.000191680257162985
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","coefficient_spearman_vs_injected_all",0.520336689798318,"higher","correlation_or_proportion","calculated","batch",0.25,0.520336689798318,0
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","coefficient_pearson_vs_injected_responsive",0.989166869357448,"higher","correlation_or_proportion","calculated","batch",0.25,0.989967765437394,-0.000800896079945934
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","coefficient_pearson_vs_clean_all",0.988542417662273,"higher","correlation_or_proportion","calculated","batch",0.25,0.988780357493182,-0.000237939830909029
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","effect_rmse_vs_injected_all",0.0620878728877447,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.0623883251293089,-0.000300452241564199
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","effect_rmse_vs_injected_responsive",0.189892852263022,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.19088542830788,-0.000992576044858001
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","effect_rmse_vs_clean_all",0.00967370180064543,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.00948411542160764,0.000189586379037789
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","effect_rmse_vs_clean_responsive",0.0241943409057677,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.0240031146167573,0.000191226289010398
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","recovered_vs_injected_slope",0.461813248524925,"descriptive","log1p_effect_or_ratio","calculated","batch",0.25,0.458557052509282,0.00325619601564298
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","recovered_vs_injected_intercept",0.00109908778831812,"descriptive","log1p_effect_or_ratio","calculated","batch",0.25,0.00100065794766965,9.842984064847e-05
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","median_attenuation_ratio_injected_responsive",0.475551214342293,"higher","log1p_effect_or_ratio","calculated","batch",0.25,0.468570426273852,0.00698078806844105
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","median_attenuation_ratio_clean_responsive",0.939059326068528,"higher","log1p_effect_or_ratio","calculated","batch",0.25,0.938720638934022,0.000338687134506022
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","sign_concordance_responsive",1,"higher","correlation_or_proportion","calculated","batch",0.25,1,0
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","n_discoveries_bh_0p05",103,"descriptive","count","calculated","batch",0.25,106,-3
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","true_positive_rate",1,"higher","proportion","calculated","batch",0.25,1,0
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","empirical_fdr",0.029126213592233,"lower","proportion","calculated","batch",0.25,0.0566037735849057,-0.0274775599926727
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","null_feature_false_positive_rate",0.00333333333333333,"lower","proportion","calculated","batch",0.25,0.00666666666666667,-0.00333333333333334
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","clean_log1p_rmse_study",0.0754437824066783,"lower","log1p_effect_or_ratio","calculated","batch",0.25,0.0752253620674847,0.000218420339193601
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","clean_sample_profile_pearson_mean",0.918907303625794,"higher","correlation_or_proportion","calculated","batch",0.25,0.919420122739774,-0.000512819113980045
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","clean_sample_profile_pearson_median",0.919721914741136,"higher","correlation_or_proportion","calculated","batch",0.25,0.92043270029562,-0.000710785554484006
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","clean_feature_profile_pearson_mean",0.942343632714889,"higher","correlation_or_proportion","calculated","batch",0.25,0.942727255015865,-0.000383622300975994
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","clean_feature_profile_pearson_median",0.952512326967729,"higher","correlation_or_proportion","calculated","batch",0.25,0.953514294023146,-0.001001967055417
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","clean_feature_icc_a1_mean",0.916302879449124,"higher","value","calculated","batch",0.25,0.916751210038202,-0.000448330589078005
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","clean_feature_icc_a1_median",0.940496446748186,"higher","value","calculated","batch",0.25,0.940983429752934,-0.000486983004748032
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","heldout_qc_cv_mean",8.96057518260252,"lower","percent","calculated","batch",0.25,8.93118421746969,0.0293909651328299
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","heldout_qc_cv_median",8.11045127671747,"lower","percent","calculated","batch",0.25,8.09849828768444,0.0119529890330305
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","heldout_qc_cv_sd",6.24513517896939,"lower","percent","calculated","batch",0.25,6.28218508351283,-0.0370499045434398
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","batch_weighted_pc_r2_categorical",0.00250931595646723,"lower","weighted_R2","calculated","batch",0.25,0.000749242213569395,0.00176007374289783
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","phenotype_weighted_pc_r2_categorical",0.425582026694752,"descriptive","weighted_R2","calculated","batch",0.25,0.444814001353564,-0.019231974658812
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","residual_ljung_box_profiles_tested",5000,"descriptive","count","calculated_full_feature_batch_profiles","batch",0.25,5000,0
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","residual_ljung_box_profiles_significant",45,"lower","count","calculated_full_feature_batch_profiles","batch",0.25,46,-1
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","residual_ljung_box_proportion_significant",0.009,"lower","proportion","calculated_full_feature_batch_profiles","batch",0.25,0.0092,-0.000200000000000001
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","residual_ljung_box_median_statistic",10.4964671534884,"lower","value","calculated_full_feature_batch_profiles","batch",0.25,10.5392079152226,-0.0427407617341995
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","residual_run_order_gam_mean_deviance",0.0214683144591434,"lower","value","calculated_full_feature_batch_profiles","batch",0.25,0.0215354872523558,-6.71727932123993e-05
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","retained_features",1000,"higher","count","calculated","batch",0.25,1000,0
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","retained_samples",500,"higher","count","calculated","batch",0.25,500,0
"CONF06_batch_0p25","CONF06","WiNN fixed default (no QC)","runtime_sec",7.049,"lower","seconds","calculated","batch",0.25,7.431,-0.382
"CONF07_batch_0p25","CONF07","Raw","coefficient_pearson_vs_injected_all",0.936206154981025,"higher","correlation_or_proportion","calculated","batch",0.25,0.936498156018342,-0.000292001037316969
"CONF07_batch_0p25","CONF07","Raw","coefficient_spearman_vs_injected_all",0.520336689798318,"higher","correlation_or_proportion","calculated","batch",0.25,0.520336689798318,0
