"scenario_id","seed_id","method","metric","value","metric_direction","units","status","confounding_type","level","zero_value","delta_vs_paired_zero"
"CONF01_none_0p00","CONF01","Raw","residual_ljung_box_proportion_significant",0.274,"lower","proportion","calculated_full_feature_batch_profiles","none",0,0.274,0
"CONF01_none_0p00","CONF01","Raw","residual_ljung_box_median_statistic",11.805539335192,"lower","value","calculated_full_feature_batch_profiles","none",0,11.805539335192,0
"CONF01_none_0p00","CONF01","Raw","residual_run_order_gam_mean_deviance",0.137222245729035,"lower","value","calculated_full_feature_batch_profiles","none",0,0.137222245729035,0
"CONF01_none_0p00","CONF01","Raw","retained_features",1000,"higher","count","calculated","none",0,1000,0
"CONF01_none_0p00","CONF01","Raw","retained_samples",500,"higher","count","calculated","none",0,500,0
"CONF01_none_0p00","CONF01","Raw","runtime_sec",0,"lower","seconds","calculated","none",0,0,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","coefficient_pearson_vs_injected_all",0.949489654625503,"higher","correlation_or_proportion","calculated","none",0,0.949489654625503,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","coefficient_spearman_vs_injected_all",0.520336689798318,"higher","correlation_or_proportion","calculated","none",0,0.520336689798318,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","coefficient_pearson_vs_injected_responsive",0.99133511670449,"higher","correlation_or_proportion","calculated","none",0,0.99133511670449,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","coefficient_pearson_vs_clean_all",0.993478147221257,"higher","correlation_or_proportion","calculated","none",0,0.993478147221257,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","effect_rmse_vs_injected_all",0.0620905336500896,"lower","log1p_effect_or_ratio","calculated","none",0,0.0620905336500896,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","effect_rmse_vs_injected_responsive",0.190201133700525,"lower","log1p_effect_or_ratio","calculated","none",0,0.190201133700525,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","effect_rmse_vs_clean_all",0.00737473492011337,"lower","log1p_effect_or_ratio","calculated","none",0,0.00737473492011337,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","effect_rmse_vs_clean_responsive",0.0174232983671129,"lower","log1p_effect_or_ratio","calculated","none",0,0.0174232983671129,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","recovered_vs_injected_slope",0.459999272513759,"descriptive","log1p_effect_or_ratio","calculated","none",0,0.459999272513759,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","recovered_vs_injected_intercept",-6.58428419214919e-05,"descriptive","log1p_effect_or_ratio","calculated","none",0,-6.58428419214919e-05,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","median_attenuation_ratio_injected_responsive",0.462781070760297,"higher","log1p_effect_or_ratio","calculated","none",0,0.462781070760297,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","median_attenuation_ratio_clean_responsive",0.941400732744755,"higher","log1p_effect_or_ratio","calculated","none",0,0.941400732744755,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","sign_concordance_responsive",1,"higher","correlation_or_proportion","calculated","none",0,1,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","n_discoveries_bh_0p05",109,"descriptive","count","calculated","none",0,109,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","true_positive_rate",1,"higher","proportion","calculated","none",0,1,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","empirical_fdr",0.0825688073394495,"lower","proportion","calculated","none",0,0.0825688073394495,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","null_feature_false_positive_rate",0.01,"lower","proportion","calculated","none",0,0.01,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","clean_log1p_rmse_study",0.0731256592594364,"lower","log1p_effect_or_ratio","calculated","none",0,0.0731256592594364,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","clean_sample_profile_pearson_mean",0.923526931497088,"higher","correlation_or_proportion","calculated","none",0,0.923526931497088,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","clean_sample_profile_pearson_median",0.924575173210295,"higher","correlation_or_proportion","calculated","none",0,0.924575173210295,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","clean_feature_profile_pearson_mean",0.943112764068805,"higher","correlation_or_proportion","calculated","none",0,0.943112764068805,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","clean_feature_profile_pearson_median",0.950187065356239,"higher","correlation_or_proportion","calculated","none",0,0.950187065356239,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","clean_feature_icc_a1_mean",0.920826538340652,"higher","value","calculated","none",0,0.920826538340652,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","clean_feature_icc_a1_median",0.938745178081,"higher","value","calculated","none",0,0.938745178081,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","heldout_qc_cv_mean",9.17034528112062,"lower","percent","calculated","none",0,9.17034528112062,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","heldout_qc_cv_median",8.41150024441407,"lower","percent","calculated","none",0,8.41150024441407,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","heldout_qc_cv_sd",6.14660717720059,"lower","percent","calculated","none",0,6.14660717720059,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","batch_weighted_pc_r2_categorical",0.000457334213837863,"lower","weighted_R2","calculated","none",0,0.000457334213837863,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","phenotype_weighted_pc_r2_categorical",0.443486914961771,"descriptive","weighted_R2","calculated","none",0,0.443486914961771,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","residual_ljung_box_profiles_tested",5000,"descriptive","count","calculated_full_feature_batch_profiles","none",0,5000,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","residual_ljung_box_profiles_significant",24,"lower","count","calculated_full_feature_batch_profiles","none",0,24,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","residual_ljung_box_proportion_significant",0.0048,"lower","proportion","calculated_full_feature_batch_profiles","none",0,0.0048,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","residual_ljung_box_median_statistic",10.5271315013153,"lower","value","calculated_full_feature_batch_profiles","none",0,10.5271315013153,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","residual_run_order_gam_mean_deviance",0.0211862804417983,"lower","value","calculated_full_feature_batch_profiles","none",0,0.0211862804417983,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","retained_features",1000,"higher","count","calculated","none",0,1000,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","retained_samples",500,"higher","count","calculated","none",0,500,0
"CONF01_none_0p00","CONF01","WiNN fixed default (no QC)","runtime_sec",7.772,"lower","seconds","calculated","none",0,7.772,0
"CONF02_none_0p00","CONF02","Raw","coefficient_pearson_vs_injected_all",0.95218146766251,"higher","correlation_or_proportion","calculated","none",0,0.95218146766251,0
"CONF02_none_0p00","CONF02","Raw","coefficient_spearman_vs_injected_all",0.520336689798318,"higher","correlation_or_proportion","calculated","none",0,0.520336689798318,0
"CONF02_none_0p00","CONF02","Raw","coefficient_pearson_vs_injected_responsive",0.994846161688232,"higher","correlation_or_proportion","calculated","none",0,0.994846161688232,0
"CONF02_none_0p00","CONF02","Raw","coefficient_pearson_vs_clean_all",0.992662213475163,"higher","correlation_or_proportion","calculated","none",0,0.992662213475163,0
"CONF02_none_0p00","CONF02","Raw","effect_rmse_vs_injected_all",0.058002174775973,"lower","log1p_effect_or_ratio","calculated","none",0,0.058002174775973,0
"CONF02_none_0p00","CONF02","Raw","effect_rmse_vs_injected_responsive",0.175480407137499,"lower","log1p_effect_or_ratio","calculated","none",0,0.175480407137499,0
"CONF02_none_0p00","CONF02","Raw","effect_rmse_vs_clean_all",0.00704796716521706,"lower","log1p_effect_or_ratio","calculated","none",0,0.00704796716521706,0
"CONF02_none_0p00","CONF02","Raw","effect_rmse_vs_clean_responsive",0.00641179093604024,"lower","log1p_effect_or_ratio","calculated","none",0,0.00641179093604024,0
"CONF02_none_0p00","CONF02","Raw","recovered_vs_injected_slope",0.501239729112832,"descriptive","log1p_effect_or_ratio","calculated","none",0,0.501239729112832,0
"CONF02_none_0p00","CONF02","Raw","recovered_vs_injected_intercept",0.000182788904364589,"descriptive","log1p_effect_or_ratio","calculated","none",0,0.000182788904364589,0
"CONF02_none_0p00","CONF02","Raw","median_attenuation_ratio_injected_responsive",0.497048797987437,"higher","log1p_effect_or_ratio","calculated","none",0,0.497048797987437,0
"CONF02_none_0p00","CONF02","Raw","median_attenuation_ratio_clean_responsive",1,"higher","log1p_effect_or_ratio","calculated","none",0,1,0
"CONF02_none_0p00","CONF02","Raw","sign_concordance_responsive",1,"higher","correlation_or_proportion","calculated","none",0,1,0
"CONF02_none_0p00","CONF02","Raw","n_discoveries_bh_0p05",104,"descriptive","count","calculated","none",0,104,0
"CONF02_none_0p00","CONF02","Raw","true_positive_rate",1,"higher","proportion","calculated","none",0,1,0
"CONF02_none_0p00","CONF02","Raw","empirical_fdr",0.0384615384615385,"lower","proportion","calculated","none",0,0.0384615384615385,0
"CONF02_none_0p00","CONF02","Raw","null_feature_false_positive_rate",0.00444444444444444,"lower","proportion","calculated","none",0,0.00444444444444444,0
"CONF02_none_0p00","CONF02","Raw","clean_log1p_rmse_study",0.30449687489692,"lower","log1p_effect_or_ratio","calculated","none",0,0.30449687489692,0
"CONF02_none_0p00","CONF02","Raw","clean_sample_profile_pearson_mean",0.509215742137327,"higher","correlation_or_proportion","calculated","none",0,0.509215742137327,0
"CONF02_none_0p00","CONF02","Raw","clean_sample_profile_pearson_median",0.511630380177435,"higher","correlation_or_proportion","calculated","none",0,0.511630380177435,0
"CONF02_none_0p00","CONF02","Raw","clean_feature_profile_pearson_mean",0.649358604563308,"higher","correlation_or_proportion","calculated","none",0,0.649358604563308,0
"CONF02_none_0p00","CONF02","Raw","clean_feature_profile_pearson_median",0.618843512409034,"higher","correlation_or_proportion","calculated","none",0,0.618843512409034,0
"CONF02_none_0p00","CONF02","Raw","clean_feature_icc_a1_mean",0.585408159893288,"higher","value","calculated","none",0,0.585408159893288,0
"CONF02_none_0p00","CONF02","Raw","clean_feature_icc_a1_median",0.554521897175126,"higher","value","calculated","none",0,0.554521897175126,0
"CONF02_none_0p00","CONF02","Raw","heldout_qc_cv_mean",45.1104377268357,"lower","percent","calculated","none",0,45.1104377268357,0
"CONF02_none_0p00","CONF02","Raw","heldout_qc_cv_median",42.9461635354047,"lower","percent","calculated","none",0,42.9461635354047,0
"CONF02_none_0p00","CONF02","Raw","heldout_qc_cv_sd",32.4195718707206,"lower","percent","calculated","none",0,32.4195718707206,0
"CONF02_none_0p00","CONF02","Raw","batch_weighted_pc_r2_categorical",0.964147080190124,"lower","weighted_R2","calculated","none",0,0.964147080190124,0
"CONF02_none_0p00","CONF02","Raw","phenotype_weighted_pc_r2_categorical",0.00138967799162266,"descriptive","weighted_R2","calculated","none",0,0.00138967799162266,0
"CONF02_none_0p00","CONF02","Raw","residual_ljung_box_profiles_tested",5000,"descriptive","count","calculated_full_feature_batch_profiles","none",0,5000,0
"CONF02_none_0p00","CONF02","Raw","residual_ljung_box_profiles_significant",1230,"lower","count","calculated_full_feature_batch_profiles","none",0,1230,0
"CONF02_none_0p00","CONF02","Raw","residual_ljung_box_proportion_significant",0.246,"lower","proportion","calculated_full_feature_batch_profiles","none",0,0.246,0
"CONF02_none_0p00","CONF02","Raw","residual_ljung_box_median_statistic",11.5518782215174,"lower","value","calculated_full_feature_batch_profiles","none",0,11.5518782215174,0
"CONF02_none_0p00","CONF02","Raw","residual_run_order_gam_mean_deviance",0.125082521740413,"lower","value","calculated_full_feature_batch_profiles","none",0,0.125082521740413,0
"CONF02_none_0p00","CONF02","Raw","retained_features",1000,"higher","count","calculated","none",0,1000,0
"CONF02_none_0p00","CONF02","Raw","retained_samples",500,"higher","count","calculated","none",0,500,0
"CONF02_none_0p00","CONF02","Raw","runtime_sec",0,"lower","seconds","calculated","none",0,0,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","coefficient_pearson_vs_injected_all",0.950683635223421,"higher","correlation_or_proportion","calculated","none",0,0.950683635223421,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","coefficient_spearman_vs_injected_all",0.520336689798318,"higher","correlation_or_proportion","calculated","none",0,0.520336689798318,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","coefficient_pearson_vs_injected_responsive",0.989092825286429,"higher","correlation_or_proportion","calculated","none",0,0.989092825286429,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","coefficient_pearson_vs_clean_all",0.990156102629907,"higher","correlation_or_proportion","calculated","none",0,0.990156102629907,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","effect_rmse_vs_injected_all",0.0613952624119235,"lower","log1p_effect_or_ratio","calculated","none",0,0.0613952624119235,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","effect_rmse_vs_injected_responsive",0.188271638288165,"lower","log1p_effect_or_ratio","calculated","none",0,0.188271638288165,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","effect_rmse_vs_clean_all",0.00871099519701608,"lower","log1p_effect_or_ratio","calculated","none",0,0.00871099519701608,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","effect_rmse_vs_clean_responsive",0.0227142297523571,"lower","log1p_effect_or_ratio","calculated","none",0,0.0227142297523571,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","recovered_vs_injected_slope",0.466587702949713,"descriptive","log1p_effect_or_ratio","calculated","none",0,0.466587702949713,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","recovered_vs_injected_intercept",-0.000197748153552232,"descriptive","log1p_effect_or_ratio","calculated","none",0,-0.000197748153552232,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","median_attenuation_ratio_injected_responsive",0.474213066889758,"higher","log1p_effect_or_ratio","calculated","none",0,0.474213066889758,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","median_attenuation_ratio_clean_responsive",0.954875643518719,"higher","log1p_effect_or_ratio","calculated","none",0,0.954875643518719,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","sign_concordance_responsive",1,"higher","correlation_or_proportion","calculated","none",0,1,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","n_discoveries_bh_0p05",104,"descriptive","count","calculated","none",0,104,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","true_positive_rate",1,"higher","proportion","calculated","none",0,1,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","empirical_fdr",0.0384615384615385,"lower","proportion","calculated","none",0,0.0384615384615385,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","null_feature_false_positive_rate",0.00444444444444444,"lower","proportion","calculated","none",0,0.00444444444444444,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","clean_log1p_rmse_study",0.0762747539737501,"lower","log1p_effect_or_ratio","calculated","none",0,0.0762747539737501,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","clean_sample_profile_pearson_mean",0.91877652595724,"higher","correlation_or_proportion","calculated","none",0,0.91877652595724,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","clean_sample_profile_pearson_median",0.920068033964125,"higher","correlation_or_proportion","calculated","none",0,0.920068033964125,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","clean_feature_profile_pearson_mean",0.944707352830526,"higher","correlation_or_proportion","calculated","none",0,0.944707352830526,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","clean_feature_profile_pearson_median",0.954541210172086,"higher","correlation_or_proportion","calculated","none",0,0.954541210172086,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","clean_feature_icc_a1_mean",0.918624047290177,"higher","value","calculated","none",0,0.918624047290177,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","clean_feature_icc_a1_median",0.942982322480151,"higher","value","calculated","none",0,0.942982322480151,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","heldout_qc_cv_mean",8.59224472119717,"lower","percent","calculated","none",0,8.59224472119717,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","heldout_qc_cv_median",7.59337811942399,"lower","percent","calculated","none",0,7.59337811942399,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","heldout_qc_cv_sd",6.27583539667026,"lower","percent","calculated","none",0,6.27583539667026,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","batch_weighted_pc_r2_categorical",0.000728822352147331,"lower","weighted_R2","calculated","none",0,0.000728822352147331,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","phenotype_weighted_pc_r2_categorical",0.452923809054788,"descriptive","weighted_R2","calculated","none",0,0.452923809054788,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","residual_ljung_box_profiles_tested",5000,"descriptive","count","calculated_full_feature_batch_profiles","none",0,5000,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","residual_ljung_box_profiles_significant",37,"lower","count","calculated_full_feature_batch_profiles","none",0,37,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","residual_ljung_box_proportion_significant",0.0074,"lower","proportion","calculated_full_feature_batch_profiles","none",0,0.0074,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","residual_ljung_box_median_statistic",10.4246265875319,"lower","value","calculated_full_feature_batch_profiles","none",0,10.4246265875319,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","residual_run_order_gam_mean_deviance",0.0219060855141665,"lower","value","calculated_full_feature_batch_profiles","none",0,0.0219060855141665,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","retained_features",1000,"higher","count","calculated","none",0,1000,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","retained_samples",500,"higher","count","calculated","none",0,500,0
"CONF02_none_0p00","CONF02","WiNN fixed default (no QC)","runtime_sec",6.538,"lower","seconds","calculated","none",0,6.538,0
"CONF03_none_0p00","CONF03","Raw","coefficient_pearson_vs_injected_all",0.948412211461799,"higher","correlation_or_proportion","calculated","none",0,0.948412211461799,0
"CONF03_none_0p00","CONF03","Raw","coefficient_spearman_vs_injected_all",0.520336689798318,"higher","correlation_or_proportion","calculated","none",0,0.520336689798318,0
"CONF03_none_0p00","CONF03","Raw","coefficient_pearson_vs_injected_responsive",0.995112837987124,"higher","correlation_or_proportion","calculated","none",0,0.995112837987124,0
"CONF03_none_0p00","CONF03","Raw","coefficient_pearson_vs_clean_all",0.991284368439244,"higher","correlation_or_proportion","calculated","none",0,0.991284368439244,0
"CONF03_none_0p00","CONF03","Raw","effect_rmse_vs_injected_all",0.0581411337445601,"lower","log1p_effect_or_ratio","calculated","none",0,0.0581411337445601,0
"CONF03_none_0p00","CONF03","Raw","effect_rmse_vs_injected_responsive",0.175072453910309,"lower","log1p_effect_or_ratio","calculated","none",0,0.175072453910309,0
"CONF03_none_0p00","CONF03","Raw","effect_rmse_vs_clean_all",0.0077349937318968,"lower","log1p_effect_or_ratio","calculated","none",0,0.0077349937318968,0
"CONF03_none_0p00","CONF03","Raw","effect_rmse_vs_clean_responsive",0.00724773374136024,"lower","log1p_effect_or_ratio","calculated","none",0,0.00724773374136024,0
"CONF03_none_0p00","CONF03","Raw","recovered_vs_injected_slope",0.502290885618144,"descriptive","log1p_effect_or_ratio","calculated","none",0,0.502290885618144,0
"CONF03_none_0p00","CONF03","Raw","recovered_vs_injected_intercept",0.000723898146117348,"descriptive","log1p_effect_or_ratio","calculated","none",0,0.000723898146117348,0
"CONF03_none_0p00","CONF03","Raw","median_attenuation_ratio_injected_responsive",0.500677082753601,"higher","log1p_effect_or_ratio","calculated","none",0,0.500677082753601,0
"CONF03_none_0p00","CONF03","Raw","median_attenuation_ratio_clean_responsive",1.00032157127352,"higher","log1p_effect_or_ratio","calculated","none",0,1.00032157127352,0
"CONF03_none_0p00","CONF03","Raw","sign_concordance_responsive",1,"higher","correlation_or_proportion","calculated","none",0,1,0
"CONF03_none_0p00","CONF03","Raw","n_discoveries_bh_0p05",104,"descriptive","count","calculated","none",0,104,0
"CONF03_none_0p00","CONF03","Raw","true_positive_rate",1,"higher","proportion","calculated","none",0,1,0
"CONF03_none_0p00","CONF03","Raw","empirical_fdr",0.0384615384615385,"lower","proportion","calculated","none",0,0.0384615384615385,0
"CONF03_none_0p00","CONF03","Raw","null_feature_false_positive_rate",0.00444444444444444,"lower","proportion","calculated","none",0,0.00444444444444444,0
"CONF03_none_0p00","CONF03","Raw","clean_log1p_rmse_study",0.277877460946567,"lower","log1p_effect_or_ratio","calculated","none",0,0.277877460946567,0
"CONF03_none_0p00","CONF03","Raw","clean_sample_profile_pearson_mean",0.543943407277066,"higher","correlation_or_proportion","calculated","none",0,0.543943407277066,0
"CONF03_none_0p00","CONF03","Raw","clean_sample_profile_pearson_median",0.544632905815117,"higher","correlation_or_proportion","calculated","none",0,0.544632905815117,0
"CONF03_none_0p00","CONF03","Raw","clean_feature_profile_pearson_mean",0.672893789562515,"higher","correlation_or_proportion","calculated","none",0,0.672893789562515,0
"CONF03_none_0p00","CONF03","Raw","clean_feature_profile_pearson_median",0.655279115143808,"higher","correlation_or_proportion","calculated","none",0,0.655279115143808,0
"CONF03_none_0p00","CONF03","Raw","clean_feature_icc_a1_mean",0.61253885064166,"higher","value","calculated","none",0,0.61253885064166,0
"CONF03_none_0p00","CONF03","Raw","clean_feature_icc_a1_median",0.592885490352236,"higher","value","calculated","none",0,0.592885490352236,0
"CONF03_none_0p00","CONF03","Raw","heldout_qc_cv_mean",41.7869793310591,"lower","percent","calculated","none",0,41.7869793310591,0
"CONF03_none_0p00","CONF03","Raw","heldout_qc_cv_median",40.8705214279567,"lower","percent","calculated","none",0,40.8705214279567,0
"CONF03_none_0p00","CONF03","Raw","heldout_qc_cv_sd",30.5382442292057,"lower","percent","calculated","none",0,30.5382442292057,0
"CONF03_none_0p00","CONF03","Raw","batch_weighted_pc_r2_categorical",0.959813439097892,"lower","weighted_R2","calculated","none",0,0.959813439097892,0
"CONF03_none_0p00","CONF03","Raw","phenotype_weighted_pc_r2_categorical",0.000269741147978146,"descriptive","weighted_R2","calculated","none",0,0.000269741147978146,0
"CONF03_none_0p00","CONF03","Raw","residual_ljung_box_profiles_tested",5000,"descriptive","count","calculated_full_feature_batch_profiles","none",0,5000,0
"CONF03_none_0p00","CONF03","Raw","residual_ljung_box_profiles_significant",1205,"lower","count","calculated_full_feature_batch_profiles","none",0,1205,0
"CONF03_none_0p00","CONF03","Raw","residual_ljung_box_proportion_significant",0.241,"lower","proportion","calculated_full_feature_batch_profiles","none",0,0.241,0
"CONF03_none_0p00","CONF03","Raw","residual_ljung_box_median_statistic",11.3668030210609,"lower","value","calculated_full_feature_batch_profiles","none",0,11.3668030210609,0
