"metric","value","direction","denominator","units","notes","dataset_key","method_id","method","dataset"
"heldout_qc_cv_mean",12.4044092100879,"lower",1594,"percent","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"heldout_qc_cv_median",11.0959804156287,"lower",1594,"percent","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"heldout_qc_cv_sd",5.42898031411995,"lower",1594,"percent","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"residual_ljung_box_proportion_significant",0.0997490589711418,"lower",12752,"proportion","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"residual_run_order_gam_mean_deviance",0.0727686471322973,"lower",12752,"proportion","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"residual_run_order_gam_sd_deviance",0.0789910500858729,"lower",12752,"proportion","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"retained_features",1594,"higher",1594,"features","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"retained_samples",660,"higher",660,"samples","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"runtime_sec",10.922,"lower",1,"seconds","measured method execution in frozen release","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"sample_replicate_pearson_median",0.990747863696587,"higher",267,"correlation","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","Clinical FIA-MS"
"batch_features_corrected",,"descriptive",199,"features","","batchcorr_set1","raw","Raw","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.561111591272931,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","raw","Raw","BatchCorr Set 1"
"biological_associated_features",172,"context",199,"features","","batchcorr_set1","raw","Raw","BatchCorr Set 1"
"biological_weighted_pc_r2",0.589667357711897,"higher",710,"weighted R-squared","","batchcorr_set1","raw","Raw","BatchCorr Set 1"
"drift_features_corrected",,"descriptive",199,"features","","batchcorr_set1","raw","Raw","BatchCorr Set 1"
"drift_profiles_corrected",,"descriptive",1990,"profiles","","batchcorr_set1","raw","Raw","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.52175027169439,"higher",199,"repeatability ratio","","batchcorr_set1","raw","Raw","BatchCorr Set 1"
"genuine_replicate_icc_median",0.8853604114021,"higher",352,"ICC(A,1)","","batchcorr_set1","raw","Raw","BatchCorr Set 1"
"heldout_qc_cv_mean",66.5698818959707,"lower",199,"percent","","batchcorr_set1","raw","Raw","BatchCorr Set 1"
"heldout_qc_cv_median",56.4902088016956,"lower",199,"percent","","batchcorr_set1","raw","Raw","BatchCorr Set 1"
"heldout_qc_cv_sd",31.7107776545374,"lower",199,"percent","","batchcorr_set1","raw","Raw","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.175376884422111,"lower",1990,"proportion","","batchcorr_set1","raw","Raw","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.122438628105699,"lower",1990,"proportion","","batchcorr_set1","raw","Raw","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.165539431290999,"lower",1990,"proportion","","batchcorr_set1","raw","Raw","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","raw","Raw","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","raw","Raw","BatchCorr Set 1"
"runtime_sec",0,"lower",1,"seconds","no correction","batchcorr_set1","raw","Raw","BatchCorr Set 1"
"sample_replicate_pearson_median",0.911453639180002,"higher",352,"correlation","","batchcorr_set1","raw","Raw","BatchCorr Set 1"
"batch_features_corrected",,"descriptive",199,"features","","batchcorr_set1","combat","ComBat","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.000447151416436719,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","combat","ComBat","BatchCorr Set 1"
"biological_associated_features",196,"context",199,"features","","batchcorr_set1","combat","ComBat","BatchCorr Set 1"
"biological_weighted_pc_r2",0.762101821085461,"higher",710,"weighted R-squared","","batchcorr_set1","combat","ComBat","BatchCorr Set 1"
"drift_features_corrected",,"descriptive",199,"features","","batchcorr_set1","combat","ComBat","BatchCorr Set 1"
"drift_profiles_corrected",,"descriptive",1990,"profiles","","batchcorr_set1","combat","ComBat","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.676592500553593,"higher",199,"repeatability ratio","","batchcorr_set1","combat","ComBat","BatchCorr Set 1"
"genuine_replicate_icc_median",0.940278067267788,"higher",352,"ICC(A,1)","","batchcorr_set1","combat","ComBat","BatchCorr Set 1"
"heldout_qc_cv_mean",30.3003564485775,"lower",199,"percent","","batchcorr_set1","combat","ComBat","BatchCorr Set 1"
"heldout_qc_cv_median",24.8199573905193,"lower",199,"percent","","batchcorr_set1","combat","ComBat","BatchCorr Set 1"
"heldout_qc_cv_sd",17.7827788361514,"lower",199,"percent","","batchcorr_set1","combat","ComBat","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.175376884422111,"lower",1990,"proportion","","batchcorr_set1","combat","ComBat","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.122438727653694,"lower",1990,"proportion","","batchcorr_set1","combat","ComBat","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.165539367655978,"lower",1990,"proportion","","batchcorr_set1","combat","ComBat","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","combat","ComBat","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","combat","ComBat","BatchCorr Set 1"
"runtime_sec",,"lower",1,"seconds","not remeasured; cache retrieval time excluded","batchcorr_set1","combat","ComBat","BatchCorr Set 1"
"sample_replicate_pearson_median",0.949355926423882,"higher",352,"correlation","","batchcorr_set1","combat","ComBat","BatchCorr Set 1"
"batch_features_corrected",,"descriptive",199,"features","","batchcorr_set1","qc_rlsc","QC-RLSC","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.000194747919441527,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","qc_rlsc","QC-RLSC","BatchCorr Set 1"
"biological_associated_features",196,"context",199,"features","","batchcorr_set1","qc_rlsc","QC-RLSC","BatchCorr Set 1"
"biological_weighted_pc_r2",0.805346825674997,"higher",710,"weighted R-squared","","batchcorr_set1","qc_rlsc","QC-RLSC","BatchCorr Set 1"
"drift_features_corrected",,"descriptive",199,"features","","batchcorr_set1","qc_rlsc","QC-RLSC","BatchCorr Set 1"
"drift_profiles_corrected",,"descriptive",1990,"profiles","","batchcorr_set1","qc_rlsc","QC-RLSC","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.701239503420736,"higher",199,"repeatability ratio","","batchcorr_set1","qc_rlsc","QC-RLSC","BatchCorr Set 1"
"genuine_replicate_icc_median",0.942322287292246,"higher",352,"ICC(A,1)","","batchcorr_set1","qc_rlsc","QC-RLSC","BatchCorr Set 1"
"heldout_qc_cv_mean",31.3032730527201,"lower",199,"percent","","batchcorr_set1","qc_rlsc","QC-RLSC","BatchCorr Set 1"
"heldout_qc_cv_median",25.6368730360763,"lower",199,"percent","","batchcorr_set1","qc_rlsc","QC-RLSC","BatchCorr Set 1"
"heldout_qc_cv_sd",18.4635155491609,"lower",199,"percent","","batchcorr_set1","qc_rlsc","QC-RLSC","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.105527638190955,"lower",1990,"proportion","","batchcorr_set1","qc_rlsc","QC-RLSC","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.0903091334483645,"lower",1990,"proportion","","batchcorr_set1","qc_rlsc","QC-RLSC","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.106203488762616,"lower",1990,"proportion","","batchcorr_set1","qc_rlsc","QC-RLSC","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","qc_rlsc","QC-RLSC","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","qc_rlsc","QC-RLSC","BatchCorr Set 1"
"runtime_sec",,"lower",1,"seconds","not remeasured; cache retrieval time excluded","batchcorr_set1","qc_rlsc","QC-RLSC","BatchCorr Set 1"
"sample_replicate_pearson_median",0.949840425728827,"higher",352,"correlation","","batchcorr_set1","qc_rlsc","QC-RLSC","BatchCorr Set 1"
"batch_features_corrected",,"descriptive",199,"features","","batchcorr_set1","qc_rfsc","QC-RFSC","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.325051677252748,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","qc_rfsc","QC-RFSC","BatchCorr Set 1"
"biological_associated_features",178,"context",199,"features","","batchcorr_set1","qc_rfsc","QC-RFSC","BatchCorr Set 1"
"biological_weighted_pc_r2",0.656552743426929,"higher",710,"weighted R-squared","","batchcorr_set1","qc_rfsc","QC-RFSC","BatchCorr Set 1"
"drift_features_corrected",,"descriptive",199,"features","","batchcorr_set1","qc_rfsc","QC-RFSC","BatchCorr Set 1"
"drift_profiles_corrected",,"descriptive",1990,"profiles","","batchcorr_set1","qc_rfsc","QC-RFSC","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.61157325042727,"higher",199,"repeatability ratio","","batchcorr_set1","qc_rfsc","QC-RFSC","BatchCorr Set 1"
"genuine_replicate_icc_median",0.993521166046679,"higher",352,"ICC(A,1)","","batchcorr_set1","qc_rfsc","QC-RFSC","BatchCorr Set 1"
"heldout_qc_cv_mean",53.2325962192054,"lower",199,"percent","","batchcorr_set1","qc_rfsc","QC-RFSC","BatchCorr Set 1"
"heldout_qc_cv_median",37.8932678700974,"lower",199,"percent","","batchcorr_set1","qc_rfsc","QC-RFSC","BatchCorr Set 1"
"heldout_qc_cv_sd",39.4273907855833,"lower",199,"percent","","batchcorr_set1","qc_rfsc","QC-RFSC","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.169346733668342,"lower",1990,"proportion","","batchcorr_set1","qc_rfsc","QC-RFSC","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.120635344473367,"lower",1990,"proportion","","batchcorr_set1","qc_rfsc","QC-RFSC","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.157791148909283,"lower",1990,"proportion","","batchcorr_set1","qc_rfsc","QC-RFSC","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","qc_rfsc","QC-RFSC","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","qc_rfsc","QC-RFSC","BatchCorr Set 1"
"runtime_sec",7.459,"lower",1,"seconds","measured method execution in frozen release","batchcorr_set1","qc_rfsc","QC-RFSC","BatchCorr Set 1"
"sample_replicate_pearson_median",0.994723502030228,"higher",352,"correlation","","batchcorr_set1","qc_rfsc","QC-RFSC","BatchCorr Set 1"
"batch_features_corrected",,"descriptive",199,"features","","batchcorr_set1","tiger","TIGER","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.0526939397083855,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","tiger","TIGER","BatchCorr Set 1"
"biological_associated_features",191,"context",199,"features","","batchcorr_set1","tiger","TIGER","BatchCorr Set 1"
"biological_weighted_pc_r2",0.801420424862291,"higher",710,"weighted R-squared","","batchcorr_set1","tiger","TIGER","BatchCorr Set 1"
"drift_features_corrected",,"descriptive",199,"features","","batchcorr_set1","tiger","TIGER","BatchCorr Set 1"
"drift_profiles_corrected",,"descriptive",1990,"profiles","","batchcorr_set1","tiger","TIGER","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.674481755057735,"higher",199,"repeatability ratio","","batchcorr_set1","tiger","TIGER","BatchCorr Set 1"
"genuine_replicate_icc_median",0.939232882979632,"higher",352,"ICC(A,1)","","batchcorr_set1","tiger","TIGER","BatchCorr Set 1"
"heldout_qc_cv_mean",23.4835903519785,"lower",199,"percent","","batchcorr_set1","tiger","TIGER","BatchCorr Set 1"
"heldout_qc_cv_median",19.9452886102619,"lower",199,"percent","","batchcorr_set1","tiger","TIGER","BatchCorr Set 1"
"heldout_qc_cv_sd",13.4715067245728,"lower",199,"percent","","batchcorr_set1","tiger","TIGER","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.085427135678392,"lower",1990,"proportion","","batchcorr_set1","tiger","TIGER","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.0827030523247444,"lower",1990,"proportion","","batchcorr_set1","tiger","TIGER","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.108871978399446,"lower",1990,"proportion","","batchcorr_set1","tiger","TIGER","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","tiger","TIGER","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","tiger","TIGER","BatchCorr Set 1"
"runtime_sec",399.01,"lower",1,"seconds","measured method execution in frozen release","batchcorr_set1","tiger","TIGER","BatchCorr Set 1"
"sample_replicate_pearson_median",0.946168373317855,"higher",352,"correlation","","batchcorr_set1","tiger","TIGER","BatchCorr Set 1"
"batch_features_corrected",,"descriptive",199,"features","","batchcorr_set1","serrf","SERRF","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.00435624904876198,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","serrf","SERRF","BatchCorr Set 1"
"biological_associated_features",193,"context",199,"features","","batchcorr_set1","serrf","SERRF","BatchCorr Set 1"
"biological_weighted_pc_r2",0.748052224380426,"higher",710,"weighted R-squared","","batchcorr_set1","serrf","SERRF","BatchCorr Set 1"
"drift_features_corrected",,"descriptive",199,"features","","batchcorr_set1","serrf","SERRF","BatchCorr Set 1"
"drift_profiles_corrected",,"descriptive",1990,"profiles","","batchcorr_set1","serrf","SERRF","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.665367807037627,"higher",199,"repeatability ratio","","batchcorr_set1","serrf","SERRF","BatchCorr Set 1"
"genuine_replicate_icc_median",0.937650573623322,"higher",352,"ICC(A,1)","","batchcorr_set1","serrf","SERRF","BatchCorr Set 1"
"heldout_qc_cv_mean",30.2796087138303,"lower",199,"percent","","batchcorr_set1","serrf","SERRF","BatchCorr Set 1"
"heldout_qc_cv_median",24.5776902517057,"lower",199,"percent","","batchcorr_set1","serrf","SERRF","BatchCorr Set 1"
"heldout_qc_cv_sd",19.328829540954,"lower",199,"percent","","batchcorr_set1","serrf","SERRF","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.175376884422111,"lower",1990,"proportion","","batchcorr_set1","serrf","SERRF","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.122438628681521,"lower",1990,"proportion","","batchcorr_set1","serrf","SERRF","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.165539431447017,"lower",1990,"proportion","","batchcorr_set1","serrf","SERRF","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","serrf","SERRF","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","serrf","SERRF","BatchCorr Set 1"
"runtime_sec",117.93,"lower",1,"seconds","measured method execution in frozen release","batchcorr_set1","serrf","SERRF","BatchCorr Set 1"
"sample_replicate_pearson_median",0.948209823659858,"higher",352,"correlation","","batchcorr_set1","serrf","SERRF","BatchCorr Set 1"
"batch_features_corrected",194,"descriptive",199,"features","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.000566990241618206,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"biological_associated_features",197,"context",199,"features","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"biological_weighted_pc_r2",0.843276697598098,"higher",710,"weighted R-squared","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"drift_features_corrected",133,"descriptive",199,"features","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"drift_profiles_corrected",323,"descriptive",1990,"profiles","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.701627398908381,"higher",199,"repeatability ratio","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"genuine_replicate_icc_median",0.956281228043333,"higher",352,"ICC(A,1)","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"heldout_qc_cv_mean",23.9030303379891,"lower",199,"percent","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"heldout_qc_cv_median",19.7204351703675,"lower",199,"percent","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"heldout_qc_cv_sd",16.7576614244521,"lower",199,"percent","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.00603015075376884,"lower",1990,"proportion","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.0464906510990335,"lower",1990,"proportion","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.056344057207169,"lower",1990,"proportion","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"runtime_sec",5.721,"lower",1,"seconds","measured method execution in frozen release","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"sample_replicate_pearson_median",0.956455981699553,"higher",352,"correlation","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","BatchCorr Set 1"
"batch_features_corrected",191,"descriptive",199,"features","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.0125324272970689,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"biological_associated_features",198,"context",199,"features","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"biological_weighted_pc_r2",0.832337531674397,"higher",710,"weighted R-squared","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"drift_features_corrected",176,"descriptive",199,"features","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"drift_profiles_corrected",424,"descriptive",1990,"profiles","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.697962844257478,"higher",199,"repeatability ratio","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"genuine_replicate_icc_median",0.955033829071577,"higher",352,"ICC(A,1)","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"heldout_qc_cv_mean",24.8748188818013,"lower",199,"percent","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"heldout_qc_cv_median",20.5204225640726,"lower",199,"percent","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"heldout_qc_cv_sd",16.9641238139339,"lower",199,"percent","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.0170854271356784,"lower",1990,"proportion","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.0465432932186145,"lower",1990,"proportion","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.0822037526755366,"lower",1990,"proportion","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"runtime_sec",6.761,"lower",1,"seconds","measured method execution in frozen release","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"sample_replicate_pearson_median",0.955530543368313,"higher",352,"correlation","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","BatchCorr Set 1"
"batch_features_corrected",195,"descriptive",199,"features","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"batch_weighted_pc_r2_categorical",0.000567147968917397,"lower",710,"weighted R-squared","Batch is explicitly categorical.","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"biological_associated_features",197,"context",199,"features","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"biological_weighted_pc_r2",0.829484175037435,"higher",710,"weighted R-squared","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"drift_features_corrected",150,"descriptive",199,"features","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"drift_profiles_corrected",373,"descriptive",1990,"profiles","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"feature_repeatability_ratio_median",0.695315540683156,"higher",199,"repeatability ratio","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"genuine_replicate_icc_median",0.953917516280415,"higher",352,"ICC(A,1)","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"heldout_qc_cv_mean",26.6652760811313,"lower",199,"percent","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"heldout_qc_cv_median",21.6389016588586,"lower",199,"percent","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"heldout_qc_cv_sd",16.1017669031863,"lower",199,"percent","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"residual_ljung_box_proportion_significant",0.0085427135678392,"lower",1990,"proportion","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"residual_run_order_gam_mean_deviance",0.043772965202549,"lower",1990,"proportion","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"residual_run_order_gam_sd_deviance",0.0555122121880683,"lower",1990,"proportion","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"retained_features",199,"higher",199,"features","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"retained_samples",761,"higher",761,"samples","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"runtime_sec",2.324,"lower",1,"seconds","measured method execution in frozen release","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"sample_replicate_pearson_median",0.957541057965195,"higher",352,"correlation","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","BatchCorr Set 1"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","raw","Raw","Sacurine"
"batch_weighted_pc_r2_categorical",0.131658082609212,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","raw","Raw","Sacurine"
"biological_associated_features",30,"context",339,"feature-variable tests","","sacurine","raw","Raw","Sacurine"
"biological_weighted_pc_r2",0.0241181676205405,"higher",3,"weighted R-squared","","sacurine","raw","Raw","Sacurine"
"cross_batch_effect_pearson_median",0.535009679276094,"higher",3,"correlation","","sacurine","raw","Raw","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","raw","Raw","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","raw","Raw","Sacurine"
"heldout_qc_cv_mean",32.5994242278841,"lower",113,"percent","","sacurine","raw","Raw","Sacurine"
"heldout_qc_cv_median",28.9001231259555,"lower",113,"percent","","sacurine","raw","Raw","Sacurine"
"heldout_qc_cv_sd",16.559428139738,"lower",113,"percent","","sacurine","raw","Raw","Sacurine"
"residual_ljung_box_proportion_significant",0.128318584070796,"lower",226,"proportion","","sacurine","raw","Raw","Sacurine"
"residual_run_order_gam_mean_deviance",0.0684058304178776,"lower",226,"proportion","","sacurine","raw","Raw","Sacurine"
"residual_run_order_gam_sd_deviance",0.0800503403159908,"lower",226,"proportion","","sacurine","raw","Raw","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","raw","Raw","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","raw","Raw","Sacurine"
"runtime_sec",0,"lower",1,"seconds","no correction","sacurine","raw","Raw","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","combat","ComBat","Sacurine"
"batch_weighted_pc_r2_categorical",0.000511163884187992,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","combat","ComBat","Sacurine"
"biological_associated_features",31,"context",339,"feature-variable tests","","sacurine","combat","ComBat","Sacurine"
"biological_weighted_pc_r2",0.0269894116515146,"higher",3,"weighted R-squared","","sacurine","combat","ComBat","Sacurine"
"cross_batch_effect_pearson_median",0.529143990274528,"higher",3,"correlation","","sacurine","combat","ComBat","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","combat","ComBat","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","combat","ComBat","Sacurine"
"heldout_qc_cv_mean",26.8154383406086,"lower",113,"percent","","sacurine","combat","ComBat","Sacurine"
"heldout_qc_cv_median",24.1953378514475,"lower",113,"percent","","sacurine","combat","ComBat","Sacurine"
"heldout_qc_cv_sd",12.4262897252536,"lower",113,"percent","","sacurine","combat","ComBat","Sacurine"
"residual_ljung_box_proportion_significant",0.128318584070796,"lower",226,"proportion","","sacurine","combat","ComBat","Sacurine"
"residual_run_order_gam_mean_deviance",0.0684058359503175,"lower",226,"proportion","","sacurine","combat","ComBat","Sacurine"
"residual_run_order_gam_sd_deviance",0.0800503430158542,"lower",226,"proportion","","sacurine","combat","ComBat","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","combat","ComBat","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","combat","ComBat","Sacurine"
"runtime_sec",,"lower",1,"seconds","not remeasured; cache retrieval time excluded","sacurine","combat","ComBat","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","qc_rlsc","QC-RLSC","Sacurine"
"batch_weighted_pc_r2_categorical",0.000115135878716251,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","qc_rlsc","QC-RLSC","Sacurine"
"biological_associated_features",37,"context",339,"feature-variable tests","","sacurine","qc_rlsc","QC-RLSC","Sacurine"
"biological_weighted_pc_r2",0.0393374198653091,"higher",3,"weighted R-squared","","sacurine","qc_rlsc","QC-RLSC","Sacurine"
"cross_batch_effect_pearson_median",0.536127596844908,"higher",3,"correlation","","sacurine","qc_rlsc","QC-RLSC","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","qc_rlsc","QC-RLSC","Sacurine"
